 , C0, C1, C2, C3, C4, C5, C6
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted
121.053982, 0.09229694, 0.0001719258, 0.02833555, 0.0005008248, 0.0003695088, 0.03254038, 0.001482634
121.153944, 0.08836181, 0.000161133, 0.03025141, 0.0004778925, 0.0003507193, 0.03090162, 0.001383429
121.253906, 0.086955, 0.0001510177, 0.02844199, 0.0004560102, 0.0003328851, 0.02934538, 0.001290861
121.353868, 0.08545344, 0.0001415374, 0.03289006, 0.0004351298, 0.0003159579, 0.02786752, 0.001204488
121.45383, 0.0841494, 0.0001326522, 0.0360287, 0.0004152056, 0.0002998914, 0.02646408, 0.001123893
121.553792, 0.09043395, 0.0001243248, 0.04900354, 0.0003961936, 0.0002846418, 0.02513133, 0.001048692
121.653754, 0.08662503, 0.0001165202, 0.05061132, 0.0003780523, 0.0002701677, 0.0285665, 0.0009785221
121.753716, 0.08353975, 0.0001092055, 0.04758412, 0.0003607416, 0.0002564297, 0.02712786, 0.0009130476
121.853678, 0.08239101, 0.00010235, 0.04473798, 0.0003442235, 0.0002433902, 0.03172648, 0.0008519541
121.95364, 0.07887822, 9.592484e-05, 0.04206208, 0.0003284618, 0.0002310137, 0.03012871, 0.0007949484
122.053602, 0.08079115, 8.990305e-05, 0.04999317, 0.0003134218, 0.0002192667, 0.0286114, 0.0007417571
122.153564, 0.07734658, 8.425929e-05, 0.04700294, 0.0002990705, 0.0002081169, 0.02753745, 0.0006921249
122.253526, 0.07404887, 7.896981e-05, 0.04419157, 0.0002853763, 0.0001975341, 0.03783635, 0.0006458137
122.353488, 0.07177032, 7.401239e-05, 0.04154835, 0.0002723091, 0.0001874895, 0.04116696, 0.0006026013
122.45345, 0.06871036, 6.936617e-05, 0.03906323, 0.0002598403, 0.0001779556, 0.05191404, 0.0005622802
122.553412, 0.06647987, 6.501163e-05, 0.03672675, 0.0002479425, 0.0001689066, 0.05426345, 0.0005246571
122.653374, 0.06364547, 6.093045e-05, 0.03453003, 0.0002365894, 0.0001603176, 0.06017678, 0.0004895515
122.753336, 0.06093191, 5.710547e-05, 0.03246469, 0.0002257561, 0.0001521655, 0.05989107, 0.0004567948
122.853298, 0.05833405, 5.352061e-05, 0.03052289, 0.000215419, 0.0001444278, 0.05687489, 0.0004262299
122.95326, 0.05584695, 5.016079e-05, 0.02869724, 0.0002055551, 0.0001370837, 0.05482385, 0.0003977101
123.053222, 0.05346588, 4.701189e-05, 0.02698078, 0.0001961429, 0.0001301129, 0.05206287, 0.0003710987
123.153184, 0.05118634, 4.406066e-05, 0.02536698, 0.0001871617, 0.0001234967, 0.05295718, 0.0003462679
123.253146, 0.04900398, 4.12947e-05, 0.02384971, 0.0001785917, 0.0001172168, 0.0502902, 0.0003230985
123.353108, 0.05007913, 3.870238e-05, 0.02831024, 0.0001704141, 0.0001112563, 0.0609147, 0.0003014794
123.45307, 0.05044042, 3.62728e-05, 0.04291468, 0.000162611, 0.0001055989, 0.06392195, 0.000281307
123.553032, 0.04828987, 3.399573e-05, 0.04450377, 0.0001551652, 0.0001002292, 0.06204146, 0.0002624843
123.652994, 0.04866857, 3.186161e-05, 0.04184188, 0.0001480603, 9.513256e-05, 0.06301974, 0.000244921
123.752956, 0.04750318, 2.986146e-05, 0.03933921, 0.0001412807, 9.029505e-05, 0.07809832, 0.000228533
123.852918, 0.04547786, 2.798687e-05, 0.03698622, 0.0001348116, 8.570353e-05, 0.08151732, 0.0002132414
123.95288, 0.04748031, 2.622996e-05, 0.03477398, 0.0001286387, 8.13455e-05, 0.09051899, 0.0001989731
124.052842, 0.04654786, 2.458335e-05, 0.03269405, 0.0001227484, 7.720906e-05, 0.08596037, 0.0001856595
124.152804, 0.04456326, 2.30401e-05, 0.03347712, 0.0001171279, 7.328297e-05, 0.08163132, 0.0001732367
124.252766, 0.04297293, 2.159373e-05, 0.03147477, 0.0001117647, 6.955652e-05, 0.07834298, 0.0001616452
124.352728, 0.04256921, 2.023816e-05, 0.02959217, 0.0001066471, 6.601957e-05, 0.07439755, 0.0001508292
124.45269, 0.04118195, 1.896769e-05, 0.03607972, 0.0001017638, 6.266246e-05, 0.07287894, 0.000140737
124.552652, 0.04144606, 1.777697e-05, 0.03525491, 9.710412e-05, 5.947606e-05, 0.06920869, 0.00013132
124.652614, 0.04166709, 1.6661e-05, 0.03428777, 9.26578e-05, 5.64517e-05, 0.06572327, 0.0001225332
124.752576, 0.03989059, 1.561509e-05, 0.04048656, 8.841507e-05, 5.358112e-05, 0.06241338, 0.0001143343
124.852538, 0.03818984, 1.463483e-05, 0.04720313, 8.436662e-05, 5.085651e-05, 0.05927018, 0.000106684
124.9525, 0.04269918, 1.371611e-05, 0.04437978, 8.050355e-05, 4.827045e-05, 0.05964414, 9.954561e-05
125.052462, 0.04203109, 1.285507e-05, 0.0417253, 7.681736e-05, 4.581589e-05, 0.06794939, 9.288485e-05
125.152424, 0.04023907, 1.204808e-05, 0.0392296, 7.329995e-05, 4.348615e-05, 0.06782261, 8.666977e-05
125.252386, 0.04385175, 1.129174e-05, 0.03688317, 6.994361e-05, 4.127487e-05, 0.07805557, 8.087056e-05
125.352348, 0.04579445, 1.058289e-05, 0.04092374, 6.674095e-05, 3.917604e-05, 0.07906786, 7.545938e-05
125.45231, 0.04942062, 9.918538e-06, 0.05350881, 6.368494e-05, 3.718393e-05, 0.07508593, 7.041027e-05
125.552272, 0.05025747, 0.00628327, 0.05142284, 6.076886e-05, 3.529312e-05, 0.07698111, 6.5699e-05
125.652234, 0.05072993, 0.007969584, 0.05557146, 5.79863e-05, 3.349846e-05, 0.07964139, 6.130298e-05
125.752196, 0.05021202, 0.007469284, 0.05224758, 5.533115e-05, 0.010947, 0.08319603, 5.720109e-05
125.852158, 0.04807121, 0.007000391, 0.04912251, 5.279759e-05, 0.01039034, 0.09606107, 5.337367e-05
125.95212, 0.04602167, 0.006560934, 0.04618436, 5.038003e-05, 0.00986199, 0.09521002, 4.980235e-05
126.052082, 0.05425845, 0.01121057, 0.05574471, 4.807317e-05, 0.0179553, 0.09041515, 4.647e-05
126.152044, 0.05435374, 0.01050682, 0.05241046, 4.587194e-05, 0.01704227, 0.09237359, 4.336061e-05
126.252006, 0.05203635, 0.009847239, 0.04927565, 4.37715e-05, 0.01617567, 0.1001356, 4.045929e-05
126.351968, 0.04981775, 0.009229067, 0.04632834, 4.176724e-05, 0.01535313, 0.1019746, 3.775209e-05
126.45193, 0.04769374, 0.008649701, 0.04355732, 3.985475e-05, 0.01457243, 0.1028274, 3.522604e-05
126.551892, 0.05342544, 0.008106707, 0.04095203, 3.802983e-05, 0.02407719, 0.1041897, 3.2869e-05
126.651854, 0.05114762, 0.007597799, 0.03850258, 3.628848e-05, 0.02550684, 0.1111567, 3.066969e-05
126.751816, 0.04896692, 0.007120838, 0.03619964, 3.462686e-05, 0.02568332, 0.1055587, 2.861753e-05
126.851778, 0.04687919, 0.006673819, 0.03403444, 3.304132e-05, 0.03164646, 0.1002427, 2.670268e-05
126.95174, 0.04918141, 0.006254863, 0.03932437, 3.152839e-05, 0.05311852, 0.1039329, 2.491596e-05
127.051702, 0.04708453, 0.005862206, 0.03697227, 3.008473e-05, 0.05041743, 0.1099132, 2.324879e-05
127.151664, 0.04507706, 0.0054942, 0.03476086, 2.870717e-05, 0.0537913, 0.1090159, 2.169318e-05
127.251626, 0.04315517, 0.005149295, 0.03268172, 2.739269e-05, 0.05105601, 0.1127805, 2.024165e-05
127.351588, 0.04327466, 0.004826042, 0.03072694, 2.61384e-05, 0.06754049, 0.1163329, 1.888725e-05
127.45155, 0.04142962, 0.004523082, 0.02888907, 2.494155e-05, 0.06992155, 0.1140612, 1.762347e-05
127.551512, 0.04130614, 0.004239141, 0.02716114, 2.37995e-05, 0.06636602, 0.1090775, 1.644426e-05
127.651474, 0.04091552, 0.003973024, 0.02553656, 2.270974e-05, 0.0629913, 0.1074636, 1.534395e-05
127.751436, 0.03917107, 0.01003386, 0.02975832, 2.166988e-05, 0.06825595, 0.1020516, 1.431726e-05
127.851398, 0.03750099, 0.009403971, 0.03078123, 2.067763e-05, 0.06478513, 0.09691222, 1.335927e-05
127.95136, 0.03590212, 0.008813626, 0.03261256, 1.973082e-05, 0.0614908, 0.09500589, 1.246538e-05
128.051322, 0.03437141, 0.00826034, 0.03590945, 1.882736e-05, 0.05836398, 0.09062801, 1.16313e-05
128.151284, 0.03290597, 0.007741788, 0.03578272, 1.796527e-05, 0.05539617, 0.0860639, 1.085303e-05
128.251246, 0.03284851, 0.007255788, 0.04737686, 1.714266e-05, 0.05257926, 0.08172964, 1.012683e-05
128.351208, 0.031448, 0.006800298, 0.04454312, 1.635771e-05, 0.0499056, 0.07761365, 9.449231e-06
128.45117, 0.0305415, 0.006373402, 0.04187888, 1.56087e-05, 0.04736789, 0.08781295, 0.0002816318
128.551132, 0.02923934, 0.005973304, 0.04228593, 1.489399e-05, 0.04495922, 0.08777364, 0.0008389362
128.651094, 0.02842783, 0.005598323, 0.03975669, 1.421201e-05, 0.04267304, 0.08335327, 0.0007828016
128.751056, 0.02853179, 0.005246882, 0.04241552, 1.356125e-05, 0.04050311, 0.07915552, 0.0007304231
128.851018, 0.02731532, 0.004917503, 0.03987853, 1.294029e-05, 0.03844352, 0.07516917, 0.0006815493
128.95098, 0.02615072, 0.004608801, 0.03749329, 1.234777e-05, 0.03648866, 0.0745514, 0.0006359457
129.050942, 0.02503577, 0.004319478, 0.03525071, 1.178237e-05, 0.03463321, 0.07472111, 0.0005933935
129.150904, 0.02396836, 0.004048318, 0.03314227, 1.124287e-05, 0.0328721, 0.07441833, 0.0005536886
129.250866, 0.02294645, 0.00379418, 0.03115994, 1.072807e-05, 0.03120055, 0.07067055, 0.0005166404
129.350828, 0.02196812, 0.003555996, 0.02929618, 1.023684e-05, 0.029614, 0.06711151, 0.0004820711
129.45079, 0.0210315, 0.003332764, 0.0275439, 9.768101e-06, 0.02810812, 0.06982002, 0.000449815
129.550752, 0.02013481, 0.003123546, 0.02589642, 9.320828e-06, 0.02667882, 0.06896919, 0.0004197171
129.650714, 0.0199175, 0.002927462, 0.02434749, 8.894035e-06, 0.0253222, 0.06549583, 0.0003916332
129.750676, 0.01909942, 0.002743687, 0.02732508, 8.486784e-06, 0.02403456, 0.0621974, 0.0003654283
129.850638, 0.01945024, 0.002571449, 0.03589141, 8.098182e-06, 0.03889418, 0.05906508, 0.0003409769
129.9506, 0.02144742, 0.006588432, 0.03983793, 7.727373e-06, 0.03932914, 0.0560905, 0.0003181616
130.050562, 0.02141829, 0.008486949, 0.04464303, 0.004647806, 0.0395166, 0.05326573, 0.0003468016
130.150524, 0.02368446, 0.007954171, 0.05163914, 0.005432036, 0.03750717, 0.05058322, 0.001086085
130.250486, 0.02576029, 0.01008372, 0.04855046, 0.005183307, 0.04208326, 0.0480358, 0.001013413
130.350448, 0.03530464, 0.009450707, 0.04564653, 0.004945968, 0.03994332, 0.05061694, 0.0009456041
130.45041, 0.04121656, 0.01106164, 0.04543821, 0.004719496, 0.03791219, 0.04806782, 0.0008823322
130.550372, 0.0525832, 0.01036724, 0.04272043, 0.004503394, 0.03598435, 0.05058837, 0.0008232939
130.650334, 0.06732479, 0.009716421, 0.0401652, 0.004297187, 0.03938869, 0.05510347, 0.0007682059
130.750296, 0.06933893, 0.009106462, 0.03776281, 0.004100422, 0.03738577, 0.0523284, 0.000716804
130.850258, 0.079968, 0.008534794, 0.04145933, 0.003912667, 0.05043636, 0.04969309, 0.0006688415
130.95022, 0.08903891, 0.007999012, 0.03897953, 0.003733509, 0.04979132, 0.0507015, 0.0006240882
131.050182, 0.1010046, 0.007496865, 0.03868878, 0.004812683, 0.04928154, 0.05536318, 0.0005823295
131.150144, 0.1043165, 0.007026241, 0.03826846, 0.004592314, 0.04677557, 0.05386841, 0.0005433648
131.250106, 0.1178485, 0.00658516, 0.03966768, 0.005644479, 0.04661903, 0.0525202, 0.005486129
131.350068, 0.1155176, 0.006171769, 0.0405425, 0.005846064, 0.04424845, 0.04987524, 0.005119043
131.45003, 0.1129204, 0.005784329, 0.04006448, 0.0100019, 0.04470454, 0.04736347, 0.00477652
131.549992, 0.108106, 0.005421211, 0.039936, 0.009543924, 0.04243131, 0.0449782, 0.004456915
131.649954, 0.1059198, 0.007307414, 0.04143024, 0.009106915, 0.04592394, 0.04271305, 0.004158696
131.749916, 0.111721, 0.01345116, 0.03895219, 0.008689918, 0.0435887, 0.04229194, 0.00388043
131.849878, 0.1153291, 0.01260674, 0.03876106, 0.008292014, 0.04475799, 0.04129774, 0.003620784
131.94984, 0.1105489, 0.01181534, 0.03875751, 0.007912329, 0.04248204, 0.04230821, 0.003378512
132.049802, 0.1058356, 0.01107362, 0.03729803, 0.00755003, 0.04032182, 0.04017753, 0.00315245
132.149764, 0.1050861, 0.01037846, 0.04055588, 0.007204321, 0.03827145, 0.03926343, 0.002941515
132.249726, 0.1010234, 0.009726941, 0.03813012, 0.006874441, 0.03632534, 0.03790074, 0.002744693
132.349688, 0.0989122, 0.009116321, 0.03747084, 0.006559666, 0.0344782, 0.03599202, 0.002561041
132.44965, 0.09592719, 0.008544033, 0.03798212, 0.006259304, 0.03770437, 0.03417943, 0.002389678
132.549612, 0.09323744, 0.008007672, 0.03571031, 0.005972696, 0.04642103, 0.03245812, 0.002229781
132.649574, 0.09453396, 0.007504981, 0.0367254, 0.005699211, 0.04406051, 0.0308235, 0.002080582
132.749536, 0.09145272, 0.007033847, 0.0404874, 0.005438249, 0.04182003, 0.03043369, 0.001941367
132.849498, 0.0900645, 0.00659229, 0.04070221, 0.005189236, 0.03969347, 0.02890102, 0.004702704
132.94946, 0.08622456, 0.006178451, 0.0382677, 0.004951625, 0.03767506, 0.02744553, 0.004388039
133.049422, 0.08254833, 0.005790591, 0.03597881, 0.004724894, 0.03575927, 0.03307606, 0.004094428
133.149384, 0.07902884, 0.00542708, 0.03382681, 0.004508545, 0.03394091, 0.03141032, 0.003820463
133.249346, 0.0756594, 0.005086389, 0.03180354, 0.004302103, 0.03221501, 0.03107368, 0.00356483
133.349308, 0.07243363, 0.004767085, 0.02990128, 0.004105113, 0.03057687, 0.02950878, 0.003326301
133.44927, 0.06934538, 0.004467826, 0.02811281, 0.003917143, 0.02902203, 0.02802268, 0.003103733
133.549232, 0.06638881, 0.004187353, 0.03155884, 0.00373778, 0.02754625, 0.02661143, 0.002896057
133.649194, 0.07001969, 0.003924487, 0.03992902, 0.003566631, 0.02614552, 0.02527126, 0.002702277
133.749156, 0.06703437, 0.003678123, 0.03754076, 0.003403318, 0.02481602, 0.02532992, 0.002521463
133.849118, 0.06417633, 0.003447225, 0.03529534, 0.003247482, 0.02355412, 0.02607826, 0.002352748
133.94908, 0.06144014, 0.003230821, 0.03318423, 0.003098783, 0.02235639, 0.03158601, 0.002195322
134.049042, 0.05882061, 0.003028003, 0.03119939, 0.002956892, 0.02121956, 0.03126488, 0.002048429
134.149004, 0.05926857, 0.002837916, 0.03411696, 0.002821499, 0.02014055, 0.02969035, 0.001911366
134.248966, 0.06646409, 0.002659763, 0.03519886, 0.002692305, 0.0191164, 0.02909048, 0.001783473
134.348928, 0.06812615, 0.002492793, 0.0360143, 0.002569026, 0.01814432, 0.03089492, 0.001664138
134.44889, 0.06522156, 0.002336305, 0.03492964, 0.002451393, 0.01722168, 0.02933902, 0.001552788
134.548852, 0.0624408, 0.002189641, 0.0336089, 0.002339145, 0.01634596, 0.03416977, 0.001448888
134.648814, 0.06348002, 0.002052184, 0.03303511, 0.002232038, 0.01551476, 0.03329791, 0.001351941
134.748776, 0.06077352, 0.001923356, 0.03105919, 0.002129835, 0.01472584, 0.03435815, 0.00126148
134.848738, 0.05818241, 0.001802615, 0.02920146, 0.002032311, 0.01397703, 0.03262784, 0.001177072
134.9487, 0.0572293, 0.001689453, 0.02996994, 0.001939254, 0.01326629, 0.032013, 0.001098313
135.048662, 0.05561594, 0.001583396, 0.02817735, 0.001850457, 0.0125917, 0.04287947, 0.001024823
135.148624, 0.05502604, 0.001483997, 0.02649199, 0.001765726, 0.01195141, 0.04599587, 0.0009562501
135.248586, 0.05317003, 0.001390837, 0.02490743, 0.001684875, 0.01134368, 0.04735239, 0.0008922659
135.348548, 0.05090309, 0.001303526, 0.02341765, 0.001607726, 0.01076685, 0.04496768, 0.0008325629
135.44851, 0.04940912, 0.001221695, 0.02201698, 0.001534109, 0.01021935, 0.04270306, 0.0007768548
135.548472, 0.04939584, 0.001145002, 0.03096571, 0.001463864, 0.009699699, 0.04055249, 0.0007248741
135.648434, 0.04869201, 0.001073123, 0.02911357, 0.001396835, 0.009206467, 0.03851023, 0.0006763716
135.748396, 0.04668, 0.001005757, 0.02737221, 0.001332875, 0.008738317, 0.03739494, 0.0006311145
135.848358, 0.04743759, 0.0009426191, 0.025735, 0.001271843, 0.008293971, 0.04243305, 0.0005888856
135.94832, 0.04541507, 0.0008834451, 0.02419572, 0.001213607, 0.007872222, 0.04029608, 0.0005494822
136.048282, 0.04347877, 0.0008279858, 0.0273951, 0.001158037, 0.007471918, 0.03826673, 0.0005127155
136.148244, 0.04162503, 0.0007760081, 0.02575652, 0.001105011, 0.00709197, 0.03837485, 0.0004784089
136.248206, 0.04145351, 0.0007272933, 0.02421596, 0.001054414, 0.006731342, 0.03799149, 0.0004463977
136.348168, 0.04104057, 0.0006816366, 0.02729842, 0.001006133, 0.006389052, 0.03751117, 0.0004165285
136.44813, 0.04032518, 0.000638846, 0.03062886, 0.0009600629, 0.006064168, 0.03562207, 0.0003886579
136.548092, 0.03860589, 0.0005987418, 0.02997005, 0.0009161024, 0.005755804, 0.03382811, 0.0003626522
136.648054, 0.03695991, 0.000561155, 0.02817746, 0.0008741548, 0.005463121, 0.03634802, 0.0003383865
136.748016, 0.03538411, 0.0005259279, 0.02649209, 0.0008341279, 0.00518532, 0.03662277, 0.0003157445
136.847978, 0.03387549, 0.0004929121, 0.02490752, 0.0007959339, 0.004921646, 0.03596597, 0.0002946176
136.94794, 0.03332211, 0.000461969, 0.02341774, 0.0007594887, 0.004671379, 0.03867794, 0.0002749042
137.047902, 0.03190141, 0.0004329684, 0.02954692, 0.0007247124, 0.004433839, 0.03776178, 0.0002565099
137.147864, 0.03449212, 0.0004057883, 0.0350831, 0.0006915284, 0.004208378, 0.03586006, 0.0002393464
137.247826, 0.03302153, 0.0003803145, 0.03298469, 0.0006598639, 0.003994381, 0.03405411, 0.0002233314
137.347788, 0.03161364, 0.0003564398, 0.03101178, 0.0006296493, 0.003791266, 0.03341023, 0.0002083879
137.44775, 0.0306605, 0.0003340638, 0.02915688, 0.0006008181, 0.00359848, 0.0394194, 0.0001944443
137.547712, 0.03206753, 0.0003130926, 0.0331951, 0.0005733072, 0.003415496, 0.0374342, 0.0001814337
137.647674, 0.03070031, 0.0002934379, 0.03120961, 0.0005470559, 0.003241818, 0.04074618, 0.0001692937
137.747636, 0.02939139, 0.000275017, 0.02934288, 0.0005220067, 0.003076971, 0.03869416, 0.000157966
137.847598, 0.02813827, 0.0002577525, 0.0275878, 0.0004981044, 0.002920506, 0.04379463, 0.0001473962
137.94756, 0.02693859, 0.0002415717, 0.0259377, 0.0004752966, 0.002771998, 0.04358433, 0.0001375337
138.047522, 0.02579005, 0.0002264068, 0.0243863, 0.0004535331, 0.002631041, 0.04138938, 0.0001283311
138.147484, 0.02469047, 0.0002121939, 0.02292769, 0.0004327662, 0.002497253, 0.03988131, 0.0001197443
138.247446, 0.02363778, 0.0001988732, 0.02677997, 0.0004129502, 0.002370267, 0.03787285, 0.000111732
138.347408, 0.02262997, 0.0001863887, 0.03022789, 0.0003940416, 0.002249738, 0.03596553, 0.0001042558
138.44737, 0.02467109, 0.0001746879, 0.02841988, 0.0003759987, 0.002135339, 0.03838509, 9.727987e-05
138.547332, 0.02361923, 0.0001637217, 0.02672001, 0.0003587821, 0.002026757, 0.03645198, 9.077071e-05
138.647294, 0.02312471, 0.0001534438, 0.02512181, 0.0003423537, 0.001923696, 0.03630926, 8.469709e-05
138.747256, 0.02213878, 0.0001438112, 0.02361921, 0.0003266776, 0.001825876, 0.03822631, 7.902987e-05
138.847218, 0.02119488, 0.0001347833, 0.02220648, 0.0003117193, 0.00173303, 0.03895668, 7.374185e-05
138.94718, 0.02029123, 0.0001263221, 0.02087825, 0.000297446, 0.001644905, 0.0386634, 6.880766e-05
139.047142, 0.0194261, 0.0001183921, 0.01962947, 0.0002838262, 0.001561261, 0.03671627, 6.420362e-05
139.147104, 0.01859786, 0.0001109599, 0.01845537, 0.00027083, 0.001481871, 0.03818203, 5.990766e-05
139.247066, 0.01780493, 0.0001039943, 0.02137777, 0.0002584289, 0.001406517, 0.03690097, 5.589914e-05
139.347028, 0.01704581, 9.746592e-05, 0.02009911, 0.0002465957, 0.001334996, 0.03504261, 5.215883e-05
139.44699, 0.01631905, 9.134739e-05, 0.01889692, 0.0002353043, 0.001267111, 0.03536534, 4.86688e-05
139.546952, 0.01562328, 8.561295e-05, 0.01776665, 0.0002245299, 0.001202678, 0.0335843, 4.541229e-05
139.646914, 0.02041895, 8.02385e-05, 0.03453736, 0.0002142488, 0.001141522, 0.03500151, 4.237368e-05
139.746876, 0.01954838, 7.520143e-05, 0.03908615, 0.0002044386, 0.001083475, 0.03341504, 3.953839e-05
139.846838, 0.01953879, 7.048057e-05, 0.0367483, 0.0001950775, 0.00102838, 0.03306812, 3.689281e-05
139.9468, 0.01870575, 6.605608e-05, 0.03455028, 0.000186145, 0.0009760872, 0.03140278, 3.442425e-05
140.046762, 0.01790822, 6.190933e-05, 0.03248374, 0.0001776216, 0.000926453, 0.02982131, 3.212087e-05
140.146724, 0.01714469, 5.80229e-05, 0.0305408, 0.0001694885, 0.0008793427, 0.02831948, 2.997161e-05
140.246686, 0.01641372, 5.438045e-05, 0.02871407, 0.0001617277, 0.000834628, 0.02689328, 2.796616e-05
140.346648, 0.01571391, 5.096665e-05, 0.0269966, 0.0001543223, 0.0007921871, 0.0301245, 2.60949e-05
140.44661, 0.01504394, 4.776716e-05, 0.02538186, 0.000147256, 0.0007519042, 0.03177644, 2.434885e-05
140.546572, 0.01440254, 4.476853e-05, 0.0238637, 0.0001405133, 0.0007136698, 0.03017615, 2.271963e-05
140.646534, 0.01378848, 4.195813e-05, 0.02243635, 0.0001340793, 0.0006773795, 0.030004, 2.119942e-05
140.746496, 0.0132006, 3.932416e-05, 0.02109437, 0.0001279399, 0.0006429347, 0.03192666, 1.978093e-05
140.846458, 0.01263778, 3.685554e-05, 0.01983266, 0.0001220817, 0.0006102414, 0.0303188, 1.845735e-05
140.94642, 0.01209897, 3.454189e-05, 0.01864642, 0.0001164917, 0.0005792105, 0.03085379, 1.722234e-05
141.046382, 0.01158312, 3.237349e-05, 0.01753112, 0.0001111576, 0.0005497576, 0.03154189, 1.606997e-05
141.146344, 0.01108927, 3.03412e-05, 0.01648254, 0.0001060678, 0.0005218023, 0.02995341, 1.49947e-05
141.246306, 0.01369431, 2.84365e-05, 0.03121422, 0.000101211, 0.0004952686, 0.03937712, 1.399138e-05
141.346268, 0.01311045, 2.665137e-05, 0.02934721, 9.657665e-05, 0.0004700841, 0.03879165, 1.305519e-05
141.44623, 0.01255148, 2.49783e-05, 0.02759188, 9.215449e-05, 0.0004461802, 0.03683806, 1.218165e-05
141.546192, 0.01201634, 2.341025e-05, 0.02594153, 8.793481e-05, 0.0004234919, 0.03498286, 1.136656e-05
141.646154, 0.01150401, 2.194065e-05, 0.0243899, 8.390834e-05, 0.0004019573, 0.04246272, 1.0606e-05
141.746116, 0.01101354, 2.05633e-05, 0.02293107, 8.006625e-05, 0.0003815177, 0.04443989, 9.896336e-06
141.846078, 0.01054397, 1.927241e-05, 0.0215595, 7.640009e-05, 0.0003621175, 0.04569979, 9.234155e-06
141.94604, 0.01036126, 1.806257e-05, 0.02026997, 7.290179e-05, 0.0003437037, 0.04339831, 8.616283e-06
142.046002, 0.01000014, 1.692867e-05, 0.01905757, 6.956368e-05, 0.0003262263, 0.04121273, 8.039753e-06
142.145964, 0.009573781, 1.586595e-05, 0.01791768, 6.637842e-05, 0.0003096377, 0.04585439, 7.5018e-06
142.245926, 0.009165598, 1.486995e-05, 0.01684598, 6.3339e-05, 0.0002938926, 0.04413412, 6.999842e-06
142.345888, 0.009312374, 1.393647e-05, 0.01943561, 6.043876e-05, 0.0002789481, 0.04191148, 6.531471e-06
142.44585, 0.008915336, 0.009127671, 0.02444421, 5.767132e-05, 0.0002647635, 0.03980077, 6.09444e-06
142.545812, 0.008535226, 0.008554671, 0.02949299, 5.50306e-05, 0.0002513003, 0.03779637, 5.686651e-06
142.645774, 0.008972371, 0.008017641, 0.02772894, 5.251079e-05, 0.0002385216, 0.03652002, 5.306148e-06
142.745736, 0.008589829, 0.007514325, 0.02607039, 5.010636e-05, 0.0002263927, 0.04028715, 4.951105e-06
142.845698, 0.008223598, 0.007042604, 0.02598728, 4.781203e-05, 0.0002148806, 0.03825825, 4.619818e-06
142.94566, 0.007872981, 0.006600497, 0.02443291, 4.562276e-05, 0.0002039539, 0.03633152, 4.310699e-06
143.045622, 0.007537312, 0.006186143, 0.02297151, 4.353373e-05, 0.0001935828, 0.03450183, 4.022263e-06
143.145584, 0.007215955, 0.005797801, 0.02159752, 4.154036e-05, 0.0001837391, 0.04459386, 3.753127e-06
143.245546, 0.006908299, 0.005433837, 0.02316314, 3.963826e-05, 0.0001743959, 0.04234807, 3.501999e-06
143.345508, 0.006613761, 0.005092721, 0.02177769, 3.782326e-05, 0.0001655279, 0.04140368, 3.267674e-06
143.44547, 0.00633178, 0.00477302, 0.02047511, 3.609136e-05, 0.0001571108, 0.03931855, 3.049029e-06
143.545432, 0.006061821, 0.004473388, 0.01925043, 3.443877e-05, 0.0001491217, 0.04500407, 2.845013e-06
143.645394, 0.005803372, 0.004192566, 0.01809901, 3.286184e-05, 0.0001415388, 0.04273763, 2.654649e-06
143.745356, 0.005555943, 0.003929373, 0.01701646, 3.135713e-05, 0.0001343415, 0.04058532, 2.477022e-06
143.845318, 0.005319062, 0.003682702, 0.01599866, 2.992131e-05, 0.0001275102, 0.04144661, 2.31128e-06
143.94528, 0.005092281, 0.003451516, 0.01504174, 2.855124e-05, 0.0001210263, 0.03992471, 2.156629e-06
144.045242, 0.00487517, 0.003234843, 0.01414205, 2.72439e-05, 0.0001148721, 0.04424927, 2.012325e-06
144.145204, 0.004667314, 0.003031772, 0.01329618, 2.599643e-05, 0.0001090309, 0.0440714, 1.877677e-06
144.245166, 0.004468321, 0.002841449, 0.0125009, 2.480607e-05, 0.0001034866, 0.04185192, 1.752039e-06
144.345128, 0.004488654, 0.008351003, 0.02510301, 2.367022e-05, 9.822431e-05, 0.03974422, 1.634807e-06
144.44509, 0.004297278, 0.007826759, 0.02360153, 2.258638e-05, 9.322959e-05, 0.05129206, 1.525419e-06
144.545052, 0.004284558, 0.007335426, 0.02587675, 2.155217e-05, 8.848885e-05, 0.04870894, 0.001423718
144.645014, 0.004101884, 0.006874936, 0.02624964, 2.056531e-05, 8.398918e-05, 0.04625591, 0.001328455
144.744976, 0.003926998, 0.006443354, 0.02747642, 1.962364e-05, 7.971832e-05, 0.04838935, 0.001239566
144.844938, 0.003759568, 0.006038866, 0.02583298, 1.872509e-05, 7.566463e-05, 0.06009893, 0.001156624
144.9449, 0.003599277, 0.005659769, 0.02428784, 1.786769e-05, 7.181707e-05, 0.07172286, 0.001079233
145.044862, 0.00344582, 0.00530447, 0.02283512, 1.704954e-05, 6.816516e-05, 0.07942093, 0.001007019
145.144824, 0.003298906, 0.004971476, 0.02146929, 1.626886e-05, 6.469895e-05, 0.07657889, 0.0009396381
