Time(s),Lick,ArtSal,Chocolate,Quinine,NaCl,Sucrose,Peanut,Acid
72.5668,1,0,0,0,0,0,0,0
72.577,0,0,0,0,0,0,0,0
72.7288,1,0,0,0,0,0,0,0
72.739,0,0,0,0,0,0,0,0
72.9068,1,0,0,0,0,0,0,0
72.917,0,0,0,0,0,0,0,0
73.0548,1,0,0,0,0,0,0,0
73.065,0,0,0,0,0,0,0,0
73.2118,1,1,0,0,0,0,0,0
73.222,0,0,0,0,0,0,0,0
73.3698,1,0,0,0,0,0,0,0
73.38,0,0,0,0,0,0,0,0
73.5268,1,0,0,0,0,0,0,0
73.537,0,0,0,0,0,0,0,0
73.6888,1,0,0,0,0,0,0,0
73.699,0,0,0,0,0,0,0,0
73.8428,1,1,0,0,0,0,0,0
73.853,0,0,0,0,0,0,0,0
74.0128,1,0,0,0,0,0,0,0
74.023,0,0,0,0,0,0,0,0
74.1668,1,0,0,0,0,0,0,0
74.177,0,0,0,0,0,0,0,0
74.3308,1,0,0,0,0,0,0,0
74.341,0,0,0,0,0,0,0,0
74.5098,1,0,0,0,0,0,0,0
74.52,0,0,0,0,0,0,0,0
74.6598,1,1,0,0,0,0,0,0
74.67,0,0,0,0,0,0,0,0
74.8378,1,0,0,0,0,0,0,0
74.848,0,0,0,0,0,0,0,0
74.9968,1,0,0,0,0,0,0,0
75.007,0,0,0,0,0,0,0,0
75.1638,1,0,0,0,0,0,0,0
75.174,0,0,0,0,0,0,0,0
75.3208,1,0,0,0,0,0,0,0
75.331,0,0,0,0,0,0,0,0
75.4938,1,0,0,0,0,0,0,0
75.504,0,0,0,0,0,0,0,0
75.6648,1,1,0,0,0,0,0,0
75.675,0,0,0,0,0,0,0,0
75.8418,1,0,0,0,0,0,0,0
75.852,0,0,0,0,0,0,0,0
76.0268,1,0,0,0,0,0,0,0
76.037,0,0,0,0,0,0,0,0
76.1808,1,0,0,0,0,0,0,0
76.191,0,0,0,0,0,0,0,0
76.3488,1,1,0,0,0,0,0,0
76.359,0,0,0,0,0,0,0,0
76.5058,1,0,0,0,0,0,0,0
76.516,0,0,0,0,0,0,0,0
76.6818,1,0,0,0,0,0,0,0
76.692,0,0,0,0,0,0,0,0
76.8628,1,0,0,0,0,0,0,0
76.873,0,0,0,0,0,0,0,0
77.0218,1,0,0,0,0,0,0,0
77.032,0,0,0,0,0,0,0,0
77.2168,1,0,0,0,0,0,0,0
77.227,0,0,0,0,0,0,0,0
77.3608,1,1,0,0,0,0,0,0
77.371,0,0,0,0,0,0,0,0
77.5388,1,0,0,0,0,0,0,0
77.549,0,0,0,0,0,0,0,0
77.7238,1,0,0,0,0,0,0,0
77.734,0,0,0,0,0,0,0,0
77.9018,1,0,0,0,0,0,0,0
77.912,0,0,0,0,0,0,0,0
78.0618,1,0,0,0,0,0,0,0
78.072,0,0,0,0,0,0,0,0
78.2248,1,0,0,0,0,0,0,0
78.235,0,0,0,0,0,0,0,0
78.4078,1,1,0,0,0,0,0,0
78.418,0,0,0,0,0,0,0,0
78.6018,1,0,0,0,0,0,0,0
78.612,0,0,0,0,0,0,0,0
78.7738,1,0,0,0,0,0,0,0
78.784,0,0,0,0,0,0,0,0
78.9318,1,0,0,0,0,0,0,0
78.942,0,0,0,0,0,0,0,0
79.1088,1,0,0,0,0,0,0,0
79.119,0,0,0,0,0,0,0,0
79.2908,1,0,0,0,0,0,0,0
79.301,0,0,0,0,0,0,0,0
79.4508,1,1,0,0,0,0,0,0
79.461,0,0,0,0,0,0,0,0
79.6398,1,0,0,0,0,0,0,0
79.65,0,0,0,0,0,0,0,0
79.8308,1,0,0,0,0,0,0,0
79.841,0,0,0,0,0,0,0,0
80.0178,1,0,0,0,0,0,0,0
80.028,0,0,0,0,0,0,0,0
80.1678,1,0,0,0,0,0,0,0
80.178,0,0,0,0,0,0,0,0
80.3228,1,1,0,0,0,0,0,0
80.333,0,0,0,0,0,0,0,0
80.5098,1,0,0,0,0,0,0,0
80.52,0,0,0,0,0,0,0,0
80.6848,1,0,0,0,0,0,0,0
80.695,0,0,0,0,0,0,0,0
80.8498,1,0,0,0,0,0,0,0
80.86,0,0,0,0,0,0,0,0
81.005,1,0,0,0,0,0,0,0
81.015,0,0,0,0,0,0,0,0
81.177,1,0,0,0,0,0,0,0
81.187,0,0,0,0,0,0,0,0
81.363,1,1,0,0,0,0,0,0
81.373,0,0,0,0,0,0,0,0
81.544,1,0,0,0,0,0,0,0
81.554,0,0,0,0,0,0,0,0
81.707,1,0,0,0,0,0,0,0
81.717,0,0,0,0,0,0,0,0
81.881,1,0,0,0,0,0,0,0
81.891,0,0,0,0,0,0,0,0
82.06,1,0,0,0,0,0,0,0
82.07,0,0,0,0,0,0,0,0
82.217,1,0,0,0,0,0,0,0
82.227,0,0,0,0,0,0,0,0
82.411,1,0,1,0,0,0,0,0
82.421,0,0,0,0,0,0,0,0
83.12,1,0,1,0,0,0,0,0
83.13,0,0,0,0,0,0,0,0
83.455,1,0,1,0,0,0,0,0
83.465,0,0,0,0,0,0,0,0
83.642,1,0,1,0,0,0,0,0
83.652,0,0,0,0,0,0,0,0
83.791,1,0,1,0,0,0,0,0
83.801,0,0,0,0,0,0,0,0
83.968,1,0,1,0,0,0,0,0
83.978,0,0,0,0,0,0,0,0
84.142,1,0,1,0,0,0,0,0
84.152,0,0,0,0,0,0,0,0
84.305,1,0,1,0,0,0,0,0
84.315,0,0,0,0,0,0,0,0
84.457,1,0,1,0,0,0,0,0
84.467,0,0,0,0,0,0,0,0
84.604,1,0,1,0,0,0,0,0
84.614,0,0,0,0,0,0,0,0
84.739,1,0,0,0,0,0,0,0
84.749,0,0,0,0,0,0,0,0
84.929,1,0,0,0,0,0,0,0
84.939,0,0,0,0,0,0,0,0
85.096,1,0,0,0,0,0,0,0
85.106,0,0,0,0,0,0,0,0
85.276,1,0,0,0,0,0,0,0
85.286,0,0,0,0,0,0,0,0
85.426,1,0,0,0,0,0,0,0
85.436,0,0,0,0,0,0,0,0
85.586,1,1,0,0,0,0,0,0
85.596,0,0,0,0,0,0,0,0
85.779,1,0,0,0,0,0,0,0
85.789,0,0,0,0,0,0,0,0
85.932,1,0,0,0,0,0,0,0
85.942,0,0,0,0,0,0,0,0
86.087,1,0,0,0,0,0,0,0
86.097,0,0,0,0,0,0,0,0
86.26,1,0,0,0,0,0,0,0
86.27,0,0,0,0,0,0,0,0
86.435,1,0,0,0,0,0,0,0
86.445,0,0,0,0,0,0,0,0
86.605,1,1,0,0,0,0,0,0
86.615,0,0,0,0,0,0,0,0
86.769,1,0,0,0,0,0,0,0
86.779,0,0,0,0,0,0,0,0
86.925,1,0,0,0,0,0,0,0
86.935,0,0,0,0,0,0,0,0
87.089,1,0,0,0,0,0,0,0
87.099,0,0,0,0,0,0,0,0
87.275,1,0,0,0,0,0,0,0
87.285,0,0,0,0,0,0,0,0
87.455,1,0,0,0,0,0,0,0
87.465,0,0,0,0,0,0,0,0
87.606,1,1,0,0,0,0,0,0
87.616,0,0,0,0,0,0,0,0
87.774,1,0,0,0,0,0,0,0
87.784,0,0,0,0,0,0,0,0
87.962,1,0,0,0,0,0,0,0
87.972,0,0,0,0,0,0,0,0
88.123,1,0,0,0,0,0,0,0
88.133,0,0,0,0,0,0,0,0
88.289,1,1,0,0,0,0,0,0
88.299,0,0,0,0,0,0,0,0
88.479,1,0,0,0,0,0,0,0
88.489,0,0,0,0,0,0,0,0
88.646,1,0,0,0,0,0,0,0
88.656,0,0,0,0,0,0,0,0
88.82,1,0,0,0,0,0,0,0
88.83,0,0,0,0,0,0,0,0
89.003,1,1,0,0,0,0,0,0
89.013,0,0,0,0,0,0,0,0
89.169,1,0,0,0,0,0,0,0
89.179,0,0,0,0,0,0,0,0
89.335,1,0,0,0,0,0,0,0
89.345,0,0,0,0,0,0,0,0
89.51,1,0,0,0,0,0,0,0
89.52,0,0,0,0,0,0,0,0
89.673,1,0,0,0,0,0,0,0
89.683,0,0,0,0,0,0,0,0
89.853,1,1,0,0,0,0,0,0
89.863,0,0,0,0,0,0,0,0
90.054,1,0,0,0,0,0,0,0
90.064,0,0,0,0,0,0,0,0
90.2232,1,0,0,0,0,0,0,0
90.233,0,0,0,0,0,0,0,0
90.382,1,0,0,0,0,0,0,0
90.392,0,0,0,0,0,0,0,0
90.57,1,0,0,0,0,0,0,0
90.58,0,0,0,0,0,0,0,0
90.735,1,1,0,0,0,0,0,0
90.745,0,0,0,0,0,0,0,0
90.9,1,0,0,0,0,0,0,0
90.91,0,0,0,0,0,0,0,0
91.099,1,0,0,0,0,0,0,0
91.109,0,0,0,0,0,0,0,0
91.283,1,0,0,0,0,0,0,0
91.293,0,0,0,0,0,0,0,0
91.462,1,1,0,0,0,0,0,0
91.472,0,0,0,0,0,0,0,0
91.613,1,0,0,0,0,0,0,0
91.623,0,0,0,0,0,0,0,0
91.785,1,0,0,0,0,0,0,0
91.795,0,0,0,0,0,0,0,0
91.9762,1,0,0,0,0,0,0,0
91.986,0,0,0,0,0,0,0,0
92.1262,1,0,0,0,0,0,0,0
92.136,0,0,0,0,0,0,0,0
92.3012,1,1,0,0,0,0,0,0
92.311,0,0,0,0,0,0,0,0
92.5022,1,0,0,0,0,0,0,0
92.512,0,0,0,0,0,0,0,0
92.6792,1,0,0,0,0,0,0,0
92.689,0,0,0,0,0,0,0,0
92.8542,1,0,0,0,0,0,0,0
92.864,0,0,0,0,0,0,0,0
93.0452,1,0,0,0,0,0,0,0
93.055,0,0,0,0,0,0,0,0
93.1932,1,0,0,0,0,0,0,0
93.203,0,0,0,0,0,0,0,0
93.3682,1,1,0,0,0,0,0,0
93.378,0,0,0,0,0,0,0,0
93.5872,1,0,0,0,0,0,0,0
93.597,0,0,0,0,0,0,0,0
93.7672,1,0,0,0,0,0,0,0
93.777,0,0,0,0,0,0,0,0
93.9202,1,0,0,0,0,0,0,0
93.93,0,0,0,0,0,0,0,0
94.0912,1,0,0,0,0,0,0,0
94.101,0,0,0,0,0,0,0,0
94.2732,1,0,0,0,0,0,0,1
94.283,0,0,0,0,0,0,0,0
94.4722,1,0,0,0,0,0,0,1
94.482,0,0,0,0,0,0,0,0
94.6252,1,0,0,0,0,0,0,1
94.635,0,0,0,0,0,0,0,0
94.7992,1,0,0,0,0,0,0,1
94.809,0,0,0,0,0,0,0,0
94.9732,1,0,0,0,0,0,0,1
94.983,0,0,0,0,0,0,0,0
95.1622,1,0,0,0,0,0,0,1
95.172,0,0,0,0,0,0,0,0
95.3372,1,0,0,0,0,0,0,1
95.347,0,0,0,0,0,0,0,0
97.9712,1,0,0,0,0,0,0,1
97.981,0,0,0,0,0,0,0,0
98.1162,1,0,0,0,0,0,0,1
98.126,0,0,0,0,0,0,0,0
98.2522,1,0,0,0,0,0,0,1
98.262,0,0,0,0,0,0,0,0
98.4062,1,0,0,0,0,0,0,0
98.416,0,0,0,0,0,0,0,0
98.5592,1,0,0,0,0,0,0,0
98.569,0,0,0,0,0,0,0,0
98.7092,1,0,0,0,0,0,0,0
98.719,0,0,0,0,0,0,0,0
98.8912,1,0,0,0,0,0,0,0
98.901,0,0,0,0,0,0,0,0
99.0412,1,1,0,0,0,0,0,0
99.051,0,0,0,0,0,0,0,0
99.2082,1,0,0,0,0,0,0,0
99.218,0,0,0,0,0,0,0,0
99.3592,1,0,0,0,0,0,0,0
99.369,0,0,0,0,0,0,0,0
99.5092,1,0,0,0,0,0,0,0
99.519,0,0,0,0,0,0,0,0
99.6802,1,0,0,0,0,0,0,0
99.69,0,0,0,0,0,0,0,0
99.8282,1,1,0,0,0,0,0,0
99.838,0,0,0,0,0,0,0,0
99.9992,1,0,0,0,0,0,0,0
100.009,0,0,0,0,0,0,0,0
100.1692,1,0,0,0,0,0,0,0
100.179,0,0,0,0,0,0,0,0
100.3242,1,0,0,0,0,0,0,0
100.334,0,0,0,0,0,0,0,0
100.4862,1,1,0,0,0,0,0,0
100.496,0,0,0,0,0,0,0,0
100.6752,1,0,0,0,0,0,0,0
100.685,0,0,0,0,0,0,0,0
100.8532,1,0,0,0,0,0,0,0
100.863,0,0,0,0,0,0,0,0
100.9972,1,0,0,0,0,0,0,0
101.007,0,0,0,0,0,0,0,0
101.1642,1,0,0,0,0,0,0,0
101.174,0,0,0,0,0,0,0,0
101.3334,1,1,0,0,0,0,0,0
101.343,0,0,0,0,0,0,0,0
101.5232,1,0,0,0,0,0,0,0
101.533,0,0,0,0,0,0,0,0
101.6982,1,0,0,0,0,0,0,0
101.708,0,0,0,0,0,0,0,0
101.8524,1,0,0,0,0,0,0,0
101.862,0,0,0,0,0,0,0,0
102.0324,1,0,0,0,0,0,0,0
102.042,0,0,0,0,0,0,0,0
102.2092,1,0,0,0,0,0,0,1
102.219,0,0,0,0,0,0,0,0
102.3734,1,0,0,0,0,0,0,0
102.383,0,0,0,0,0,0,0,0
102.5464,1,0,0,0,0,0,0,0
102.556,0,0,0,0,0,0,0,0
102.7454,1,0,0,0,0,0,0,0
102.755,0,0,0,0,0,0,0,0
102.8914,1,1,0,0,0,0,0,0
102.901,0,0,0,0,0,0,0,0
103.0724,1,0,0,0,0,0,0,0
103.082,0,0,0,0,0,0,0,0
103.2414,1,0,0,0,0,0,0,0
103.251,0,0,0,0,0,0,0,0
103.3884,1,0,0,0,0,0,0,0
103.398,0,0,0,0,0,0,0,0
103.5524,1,1,0,0,0,0,0,0
103.562,0,0,0,0,0,0,0,0
103.7284,1,0,0,0,0,0,0,0
103.738,0,0,0,0,0,0,0,0
103.9194,1,0,0,0,0,0,0,0
103.929,0,0,0,0,0,0,0,0
104.0744,1,0,0,0,0,0,0,0
104.084,0,0,0,0,0,0,0,0
104.2494,1,0,0,0,0,0,0,0
104.259,0,0,0,0,0,0,0,0
104.4444,1,1,0,0,0,0,0,0
104.454,0,0,0,0,0,0,0,0
104.6354,1,0,0,0,0,0,0,0
104.645,0,0,0,0,0,0,0,0
104.7914,1,0,0,0,0,0,0,0
104.801,0,0,0,0,0,0,0,0
104.9644,1,0,0,0,0,0,0,0
104.974,0,0,0,0,0,0,0,0
105.1344,1,1,0,0,0,0,0,0
105.144,0,0,0,0,0,0,0,0
105.3404,1,0,0,0,0,0,0,0
105.35,0,0,0,0,0,0,0,0
105.5184,1,0,0,0,0,0,0,0
105.528,0,0,0,0,0,0,0,0
105.6884,1,0,0,0,0,0,0,0
105.698,0,0,0,0,0,0,0,0
105.8604,1,0,0,0,0,0,0,0
105.87,0,0,0,0,0,0,0,0
106.0334,1,0,0,0,0,0,0,0
106.043,0,0,0,0,0,0,0,0
106.1954,1,1,0,0,0,0,0,0
106.205,0,0,0,0,0,0,0,0
106.3734,1,0,0,0,0,0,0,0
106.383,0,0,0,0,0,0,0,0
106.5534,1,0,0,0,0,0,0,0
106.563,0,0,0,0,0,0,0,0
106.7304,1,0,0,0,0,0,0,0
106.74,0,0,0,0,0,0,0,0
106.8954,1,0,0,0,0,0,0,0
106.905,0,0,0,0,0,0,0,0
107.0664,1,0,0,0,0,0,1,0
107.076,0,0,0,0,0,0,0,0
108.2054,1,0,0,0,0,0,1,0
108.215,0,0,0,0,0,0,0,0
108.3464,1,0,0,0,0,0,1,0
108.356,0,0,0,0,0,0,0,0
108.4964,1,0,0,0,0,0,1,0
108.506,0,0,0,0,0,0,0,0
108.6764,1,0,0,0,0,0,1,0
108.686,0,0,0,0,0,0,0,0
108.8304,1,0,0,0,0,0,1,0
108.84,0,0,0,0,0,0,0,0
108.9874,1,0,0,0,0,0,1,0
108.997,0,0,0,0,0,0,0,0
109.1394,1,0,0,0,0,0,1,0
109.149,0,0,0,0,0,0,0,0
109.3024,1,0,0,0,0,0,1,0
109.312,0,0,0,0,0,0,0,0
109.4694,1,0,0,0,0,0,1,0
109.479,0,0,0,0,0,0,0,0
109.6424,1,0,0,0,0,0,0,0
109.652,0,0,0,0,0,0,0,0
109.8044,1,0,0,0,0,0,0,0
109.814,0,0,0,0,0,0,0,0
109.9694,1,0,0,0,0,0,0,0
109.979,0,0,0,0,0,0,0,0
110.1394,1,0,0,0,0,0,0,0
110.149,0,0,0,0,0,0,0,0
110.3094,1,1,0,0,0,0,0,0
110.319,0,0,0,0,0,0,0,0
110.4884,1,0,0,0,0,0,0,0
110.498,0,0,0,0,0,0,0,0
110.6474,1,0,0,0,0,0,0,0
110.657,0,0,0,0,0,0,0,0
110.7984,1,0,0,0,0,0,0,0
110.808,0,0,0,0,0,0,0,0
110.9824,1,1,0,0,0,0,0,0
110.992,0,0,0,0,0,0,0,0
111.1514,1,0,0,0,0,0,0,0
111.161,0,0,0,0,0,0,0,0
111.3036,1,0,0,0,0,0,0,0
111.314,0,0,0,0,0,0,0,0
111.4704,1,0,0,0,0,0,0,0
111.48,0,0,0,0,0,0,0,0
111.6656,1,1,0,0,0,0,0,0
111.676,0,0,0,0,0,0,0,0
111.8124,1,0,0,0,0,0,0,0
111.822,0,0,0,0,0,0,0,0
111.9844,1,0,0,0,0,0,0,0
111.994,0,0,0,0,0,0,0,0
112.1446,1,0,0,0,0,0,0,0
112.155,0,0,0,0,0,0,0,0
112.2986,1,0,0,0,0,0,0,0
112.309,0,0,0,0,0,0,0,0
112.4766,1,0,0,0,0,0,0,0
112.487,0,0,0,0,0,0,0,0
112.6616,1,1,0,0,0,0,0,0
112.672,0,0,0,0,0,0,0,0
112.8456,1,0,0,0,0,0,0,0
112.856,0,0,0,0,0,0,0,0
113.0126,1,0,0,0,0,0,0,0
113.023,0,0,0,0,0,0,0,0
113.1776,1,0,0,0,0,0,0,0
113.188,0,0,0,0,0,0,0,0
113.3436,1,0,0,0,0,0,0,0
113.354,0,0,0,0,0,0,0,0
113.5126,1,1,0,0,0,0,0,0
113.523,0,0,0,0,0,0,0,0
113.6806,1,0,0,0,0,0,0,0
113.691,0,0,0,0,0,0,0,0
113.8746,1,0,0,0,0,0,0,0
113.885,0,0,0,0,0,0,0,0
114.0376,1,0,0,0,0,0,0,0
114.048,0,0,0,0,0,0,0,0
114.2056,1,0,0,0,0,0,0,0
114.216,0,0,0,0,0,0,0,0
114.3736,1,1,0,0,0,0,0,0
114.384,0,0,0,0,0,0,0,0
114.5626,1,0,0,0,0,0,0,0
114.573,0,0,0,0,0,0,0,0
114.7286,1,0,0,0,0,0,0,0
114.739,0,0,0,0,0,0,0,0
114.9146,1,0,0,0,0,0,0,0
114.925,0,0,0,0,0,0,0,0
115.0706,1,0,0,0,0,0,0,0
115.081,0,0,0,0,0,0,0,0
115.2576,1,1,0,0,0,0,0,0
115.268,0,0,0,0,0,0,0,0
115.4316,1,0,0,0,0,0,0,0
115.442,0,0,0,0,0,0,0,0
115.6096,1,0,0,0,0,0,0,0
115.62,0,0,0,0,0,0,0,0
115.8136,1,0,0,0,0,0,0,0
115.824,0,0,0,0,0,0,0,0
115.9646,1,0,0,0,0,0,0,0
115.975,0,0,0,0,0,0,0,0
116.1336,1,0,0,0,0,0,0,0
116.144,0,0,0,0,0,0,0,0
119.0186,1,1,0,0,0,0,0,0
119.029,0,0,0,0,0,0,0,0
119.1466,1,0,0,0,0,0,0,0
119.157,0,0,0,0,0,0,0,0
119.2936,1,0,0,0,0,0,0,0
119.304,0,0,0,0,0,0,0,0
119.4496,1,0,0,0,0,0,0,0
119.46,0,0,0,0,0,0,0,0
119.6046,1,0,0,0,0,0,0,0
119.615,0,0,0,0,0,0,0,0
119.7816,1,0,0,0,0,0,0,0
119.792,0,0,0,0,0,0,0,0
119.9226,1,1,0,0,0,0,0,0
119.933,0,0,0,0,0,0,0,0
120.1016,1,0,0,0,0,0,0,0
120.112,0,0,0,0,0,0,0,0
120.2796,1,0,0,0,0,0,0,0
120.29,0,0,0,0,0,0,0,0
120.4626,1,0,0,0,0,0,0,0
120.473,0,0,0,0,0,0,0,0
120.6166,1,0,0,0,0,0,0,0
120.627,0,0,0,0,0,0,0,0
120.7846,1,0,0,0,0,0,0,0
120.795,0,0,0,0,0,0,0,0
120.9566,1,1,0,0,0,0,0,0
120.967,0,0,0,0,0,0,0,0
121.1596,1,0,0,0,0,0,0,0
121.17,0,0,0,0,0,0,0,0
121.3166,1,0,0,0,0,0,0,0
121.327,0,0,0,0,0,0,0,0
121.5106,1,0,0,0,0,0,0,0
121.521,0,0,0,0,0,0,0,0
121.6696,1,0,0,0,0,0,0,0
121.68,0,0,0,0,0,0,0,0
121.8228,1,0,0,1,0,0,0,0
121.833,0,0,0,0,0,0,0,0
121.9818,1,0,0,1,0,0,0,0
121.992,0,0,0,0,0,0,0,0
122.1568,1,0,0,1,0,0,0,0
122.167,0,0,0,0,0,0,0,0
122.3828,1,0,0,1,0,0,0,0
122.393,0,0,0,0,0,0,0,0
122.5248,1,0,0,1,0,0,0,0
122.535,0,0,0,0,0,0,0,0
122.7018,1,0,0,1,0,0,0,0
122.712,0,0,0,0,0,0,0,0
122.8828,1,0,0,1,0,0,0,0
122.893,0,0,0,0,0,0,0,0
123.0568,1,0,0,1,0,0,0,0
123.067,0,0,0,0,0,0,0,0
123.2368,1,0,0,1,0,0,0,0
123.247,0,0,0,0,0,0,0,0
123.4248,1,0,0,1,0,0,0,0
123.435,0,0,0,0,0,0,0,0
123.6058,1,0,0,0,0,0,0,0
123.616,0,0,0,0,0,0,0,0
123.8238,1,0,0,0,0,0,0,0
123.834,0,0,0,0,0,0,0,0
124.5148,1,0,0,0,0,0,0,0
124.525,0,0,0,0,0,0,0,0
124.7878,1,0,0,0,0,0,0,0
124.798,0,0,0,0,0,0,0,0
125.0758,1,1,0,0,0,0,0,0
125.086,0,0,0,0,0,0,0,0
125.3238,1,0,0,0,0,0,0,0
125.334,0,0,0,0,0,0,0,0
125.4858,1,0,0,0,0,0,0,0
125.496,0,0,0,0,0,0,0,0
125.6468,1,0,0,0,0,0,0,0
125.657,0,0,0,0,0,0,0,0
125.8088,1,1,0,0,0,0,0,0
125.819,0,0,0,0,0,0,0,0
125.9778,1,0,0,0,0,0,0,0
125.988,0,0,0,0,0,0,0,0
126.1628,1,0,0,0,0,0,0,0
126.173,0,0,0,0,0,0,0,0
126.3338,1,0,0,0,0,0,0,0
126.344,0,0,0,0,0,0,0,0
126.5018,1,0,0,0,0,0,0,0
126.512,0,0,0,0,0,0,0,0
126.6678,1,0,0,0,0,0,0,0
126.678,0,0,0,0,0,0,0,0
126.8268,1,1,0,0,0,0,0,0
126.837,0,0,0,0,0,0,0,0
127.0218,1,0,0,0,0,0,0,0
127.032,0,0,0,0,0,0,0,0
127.1868,1,0,0,0,0,0,0,0
127.197,0,0,0,0,0,0,0,0
127.3568,1,0,0,0,0,0,0,0
127.367,0,0,0,0,0,0,0,0
127.5458,1,1,0,0,0,0,0,0
127.556,0,0,0,0,0,0,0,0
127.7348,1,0,0,0,0,0,0,0
127.745,0,0,0,0,0,0,0,0
127.8808,1,0,0,0,0,0,0,0
127.891,0,0,0,0,0,0,0,0
128.0508,1,0,0,0,0,0,0,0
128.061,0,0,0,0,0,0,0,0
128.2108,1,0,0,0,0,0,0,0
128.221,0,0,0,0,0,0,0,0
128.3718,1,0,0,0,0,0,0,0
128.382,0,0,0,0,0,0,0,0
128.5538,1,1,0,0,0,0,0,0
128.564,0,0,0,0,0,0,0,0
128.7228,1,0,0,0,0,0,0,0
128.733,0,0,0,0,0,0,0,0
128.8978,1,0,0,0,0,0,0,0
128.908,0,0,0,0,0,0,0,0
129.0688,1,0,0,0,0,0,0,0
129.079,0,0,0,0,0,0,0,0
129.2438,1,1,0,0,0,0,0,0
129.254,0,0,0,0,0,0,0,0
129.4428,1,0,0,0,0,0,0,0
129.453,0,0,0,0,0,0,0,0
129.6398,1,0,0,0,0,0,0,0
129.65,0,0,0,0,0,0,0,0
129.7928,1,0,0,0,0,0,0,0
129.803,0,0,0,0,0,0,0,0
129.9838,1,1,0,0,0,0,0,0
129.994,0,0,0,0,0,0,0,0
130.1758,1,0,0,0,0,0,0,0
130.186,0,0,0,0,0,0,0,0
130.3578,1,0,0,0,0,0,0,0
130.368,0,0,0,0,0,0,0,0
130.5318,1,0,0,0,0,0,0,0
130.542,0,0,0,0,0,0,0,0
130.6878,1,1,0,0,0,0,0,0
130.698,0,0,0,0,0,0,0,0
130.8638,1,0,0,0,0,0,0,0
130.874,0,0,0,0,0,0,0,0
131.0348,1,0,0,0,0,0,0,0
131.045,0,0,0,0,0,0,0,0
131.206,1,0,0,0,0,0,0,0
131.216,0,0,0,0,0,0,0,0
131.3848,1,0,0,0,0,0,0,0
131.395,0,0,0,0,0,0,0,0
131.5468,1,1,0,0,0,0,0,0
131.557,0,0,0,0,0,0,0,0
131.7308,1,0,0,0,0,0,0,0
131.741,0,0,0,0,0,0,0,0
131.9128,1,0,0,0,0,0,0,0
131.923,0,0,0,0,0,0,0,0
132.0978,1,0,0,0,0,0,0,0
132.108,0,0,0,0,0,0,0,0
132.2978,1,1,0,0,0,0,0,0
132.308,0,0,0,0,0,0,0,0
132.4748,1,0,0,0,0,0,0,0
132.485,0,0,0,0,0,0,0,0
132.6578,1,0,0,0,0,0,0,0
132.668,0,0,0,0,0,0,0,0
132.8128,1,0,0,0,0,0,0,0
132.823,0,0,0,0,0,0,0,0
132.984,1,0,0,0,0,0,0,0
132.994,0,0,0,0,0,0,0,0
133.139,1,0,0,0,0,1,0,0
133.149,0,0,0,0,0,0,0,0
133.336,1,0,0,0,0,1,0,0
133.346,0,0,0,0,0,0,0,0
133.526,1,0,0,0,0,1,0,0
133.536,0,0,0,0,0,0,0,0
133.707,1,0,0,0,0,1,0,0
133.717,0,0,0,0,0,0,0,0
133.869,1,0,0,0,0,1,0,0
133.879,0,0,0,0,0,0,0,0
134.013,1,0,0,0,0,1,0,0
134.023,0,0,0,0,0,0,0,0
134.164,1,0,0,0,0,1,0,0
134.174,0,0,0,0,0,0,0,0
134.497,1,0,0,0,0,1,0,0
134.507,0,0,0,0,0,0,0,0
134.649,1,0,0,0,0,1,0,0
134.659,0,0,0,0,0,0,0,0
134.817,1,0,0,0,0,1,0,0
134.827,0,0,0,0,0,0,0,0
134.963,1,0,0,0,0,0,0,0
134.973,0,0,0,0,0,0,0,0
135.11,1,0,0,0,0,0,0,0
135.12,0,0,0,0,0,0,0,0
135.26,1,0,0,0,0,0,0,0
135.27,0,0,0,0,0,0,0,0
135.438,1,0,0,0,0,0,0,0
135.448,0,0,0,0,0,0,0,0
135.586,1,1,0,0,0,0,0,0
135.596,0,0,0,0,0,0,0,0
135.758,1,0,0,0,0,0,0,0
135.768,0,0,0,0,0,0,0,0
135.954,1,0,0,0,0,0,0,0
135.964,0,0,0,0,0,0,0,0
136.078,1,0,0,0,0,0,0,0
136.088,0,0,0,0,0,0,0,0
136.214,1,0,0,0,0,0,0,0
136.224,0,0,0,0,0,0,0,0
136.389,1,1,0,0,0,0,0,0
136.399,0,0,0,0,0,0,0,0
136.56,1,0,0,0,0,0,0,0
136.57,0,0,0,0,0,0,0,0
136.732,1,0,0,0,0,0,0,0
136.742,0,0,0,0,0,0,0,0
136.884,1,0,0,0,0,0,0,0
136.894,0,0,0,0,0,0,0,0
137.043,1,0,0,0,0,0,0,0
137.053,0,0,0,0,0,0,0,0
137.204,1,1,0,0,0,0,0,0
137.214,0,0,0,0,0,0,0,0
137.391,1,0,0,0,0,0,0,0
137.401,0,0,0,0,0,0,0,0
137.541,1,0,0,0,0,0,0,0
137.551,0,0,0,0,0,0,0,0
137.703,1,0,0,0,0,0,0,0
137.713,0,0,0,0,0,0,0,0
137.867,1,1,0,0,0,0,0,0
137.877,0,0,0,0,0,0,0,0
138.043,1,0,0,0,0,0,0,0
138.053,0,0,0,0,0,0,0,0
138.215,1,0,0,0,0,0,0,0
138.225,0,0,0,0,0,0,0,0
138.377,1,0,0,0,0,0,0,0
138.387,0,0,0,0,0,0,0,0
138.566,1,0,0,0,0,0,0,0
