 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
228.41317, 12.49535, 82.29247, 95.35049, 26.72986, 68.43797, 1.379697, 21.20877, 17.64134, 26.23727, 9.134986, 37.30172, 34.92976, 39.42952
228.513132, 11.96083, 81.29247, 103.7672, 40.68439, 77.9713, 1.311611, 21.88109, 23.75904, 32.36227, 8.694633, 38.63503, 37.24226, 44.76129
228.613094, 11.58122, 80.40155, 106.1838, 45.59351, 79.77129, 1.246885, 23.10332, 22.61236, 44.61227, 8.275506, 38.73031, 37.99226, 42.56943
228.713056, 11.83122, 76.77999, 104.2672, 48.77534, 81.23796, 1.185353, 23.07033, 25.53023, 43.83448, 7.876584, 42.36645, 44.36726, 42.71103
228.813018, 14.28124, 77.79243, 101.1838, 47.68439, 84.30464, 1.126858, 22.07427, 26.82649, 41.52702, 7.496891, 39.85533, 44.92976, 40.61956
228.91298, 19.77171, 75.00673, 102.6005, 53.22987, 84.37129, 1.071249, 21.12121, 26.75245, 49.79977, 7.135502, 39.58743, 50.67976, 45.11372
229.012942, 18.92593, 76.64958, 115.9338, 52.09351, 86.77817, 1.018385, 20.20931, 30.34505, 48.48727, 6.791534, 37.39693, 49.76152, 47.3769
229.112904, 18.11633, 79.79243, 113.1005, 51.95716, 82.55539, 0.968129, 19.33677, 29.56727, 47.67477, 6.464147, 35.68264, 47.09236, 51.07036
229.212866, 17.34136, 78.12736, 110.4338, 52.09348, 87.09063, 0.9203533, 18.50191, 29.27095, 47.73727, 6.152541, 35.67624, 45.01671, 48.56956
229.312828, 16.59954, 74.60824, 108.9615, 56.72987, 82.85265, 0.8749353, 17.7031, 28.27095, 45.86227, 6.842317, 33.56166, 42.60205, 46.19122
229.41279, 15.88945, 72.03139, 103.5361, 55.28065, 82.70464, 0.8317586, 16.93877, 31.643, 49.04977, 6.642305, 36.75935, 42.92976, 43.92933
229.512752, 15.20975, 68.78685, 100.5172, 52.29049, 81.17131, 0.7907125, 16.20744, 30.11581, 49.86227, 6.992342, 34.58057, 44.80476, 41.77821
229.612714, 14.55911, 67.00673, 105.9338, 54.96037, 84.77129, 0.7516921, 15.50769, 28.66234, 49.68879, 6.666385, 36.90642, 46.61726, 39.73242
229.712676, 13.93631, 70.14961, 114.8085, 51.98753, 87.70464, 0.7145972, 14.83814, 31.39979, 47.07315, 6.34503, 34.71893, 44.63336, 37.78681
229.812638, 13.34015, 71.72102, 109.092, 49.99587, 85.13321, 0.679333, 14.58479, 29.88435, 46.73727, 6.039167, 33.89449, 42.23926, 35.93647
229.9126, 12.7695, 68.57817, 110.9339, 47.29157, 80.99048, 0.6458089, 17.67194, 28.57637, 44.6926, 5.748048, 31.88551, 39.97358, 34.17675
230.012562, 12.22325, 67.72102, 109.2672, 47.63895, 78.23796, 0.6139392, 16.90895, 27.1972, 42.33996, 5.470962, 29.99561, 44.30476, 33.95582
230.112524, 12.23119, 65.79243, 106.8505, 47.13895, 75.71495, 0.5836422, 16.17891, 27.67836, 44.11227, 5.207233, 28.21773, 44.36726, 32.42952
230.212486, 14.30196, 63.93532, 103.6838, 51.63898, 72.03053, 0.5548404, 15.48039, 26.93764, 52.67477, 4.956218, 26.54522, 46.67976, 31.58741
230.312448, 13.69016, 66.43532, 99.95215, 49.29628, 72.68895, 0.5274599, 14.81203, 31.49321, 50.86227, 4.717302, 24.97185, 49.91867, 33.98882
230.41241, 13.10453, 66.16299, 94.97536, 46.62981, 69.15178, 0.5014305, 16.95679, 33.75246, 56.58847, 4.489904, 23.49173, 47.24107, 32.32447
230.512372, 13.23119, 63.18279, 93.68384, 49.68439, 74.17131, 0.4766857, 16.22469, 32.308, 53.60963, 4.694265, 30.53982, 44.7071, 30.74161
230.612334, 13.73119, 68.07814, 99.43387, 48.41169, 80.90462, 0.453162, 15.52419, 33.75246, 53.23051, 4.467977, 31.55043, 45.68851, 35.27159
230.712296, 13.41469, 70.72102, 97.76718, 46.09351, 80.51377, 0.4307991, 14.85393, 35.32506, 50.42843, 4.252597, 29.68039, 43.23782, 35.43534
230.812258, 12.84084, 67.86391, 98.85049, 46.91169, 76.59583, 0.4095398, 14.21262, 33.62017, 48.48727, 4.542329, 28.63272, 42.42976, 33.70015
230.91222, 12.29154, 70.79247, 100.7672, 45.32081, 73.90465, 0.3893296, 13.59899, 37.30276, 55.76847, 4.657762, 26.93562, 41.74226, 32.04992
231.012182, 17.68654, 70.29243, 104.6005, 50.45716, 75.43797, 0.3701168, 13.01185, 35.50242, 52.8328, 4.433234, 25.82169, 40.17976, 30.48051
231.112144, 16.92996, 70.93532, 111.4338, 52.54807, 79.03795, 0.3518521, 12.45007, 35.08577, 53.86227, 4.219529, 24.2912, 45.17976, 28.98795
231.212106, 16.20574, 68.36388, 113.1839, 52.78898, 81.90465, 0.3344887, 11.91254, 37.56725, 54.54977, 4.016126, 26.68267, 43.36726, 30.83926
231.312068, 17.40811, 70.64958, 113.0829, 49.9336, 82.12862, 0.3179822, 11.39822, 37.08577, 52.86227, 3.822528, 26.9534, 43.07268, 29.32913
231.41203, 16.66344, 70.64961, 107.4523, 47.23266, 78.1321, 0.3022903, 10.9061, 37.89608, 53.54977, 4.349825, 25.35583, 40.76229, 27.89295
231.511992, 20.55662, 70.49766, 122.2672, 46.82078, 75.37129, 0.2873727, 10.77001, 36.06711, 54.48727, 4.140141, 23.85295, 44.92976, 26.52709
231.611954, 19.67727, 67.3222, 132.1839, 53.54804, 72.10466, 0.2731913, 14.53052, 36.97466, 54.36227, 4.287716, 22.43916, 51.92976, 25.22812
231.711916, 18.83552, 65.07814, 131.3505, 53.95716, 74.43797, 0.2597097, 13.90317, 36.75246, 55.48727, 4.081026, 24.58743, 51.86726, 26.21897
231.811878, 18.02979, 65.36388, 133.2672, 57.27534, 75.10463, 0.2468935, 13.3029, 35.67839, 53.92477, 3.8843, 23.58075, 54.50444, 28.90318
231.91184, 18.9312, 69.79247, 130.1005, 60.36625, 76.23135, 0.2347097, 12.72855, 37.08577, 65.81287, 3.697056, 22.18308, 51.58086, 29.00846
232.011802, 18.62237, 68.22102, 137.6839, 58.82078, 72.5218, 0.2231271, 12.179, 36.78944, 62.34845, 3.518839, 20.86826, 54.55222, 29.48213
232.111764, 17.82576, 68.00673, 139.6839, 61.59351, 74.1046, 0.2121161, 11.65317, 37.75246, 63.79977, 3.349212, 21.21364, 51.62608, 32.64003
232.211726, 17.06322, 69.1591, 139.3066, 59.77534, 73.52959, 0.2016485, 12.80702, 38.45613, 63.42477, 3.187763, 19.95628, 48.8569, 32.33992
232.311688, 16.3333, 66.04395, 132.3703, 57.72987, 69.95151, 0.1916975, 14.32555, 36.71541, 63.61227, 3.116977, 18.77344, 49.24226, 30.75631
232.41165, 18.08366, 68.42371, 130.4339, 57.86634, 68.03795, 0.1822375, 14.93189, 36.15987, 67.48727, 2.966722, 17.66071, 50.92976, 33.93668
232.511612, 17.31009, 65.34167, 125.3505, 54.73631, 67.5713, 0.1732443, 14.28721, 35.97469, 64.86227, 2.823711, 17.68264, 50.05476, 32.27488
232.611574, 16.56961, 68.36388, 129.7672, 58.68443, 67.43797, 0.164695, 16.25145, 37.82649, 71.73727, 2.687593, 18.73031, 51.13531, 30.69445
232.711536, 15.86081, 71.36391, 128.2213, 56.43159, 67.57127, 0.1565675, 15.7553, 37.86354, 73.337, 2.558038, 21.73028, 48.39246, 29.19141
232.811498, 15.18232, 71.43532, 121.837, 53.37917, 66.23796, 0.1488412, 15.07507, 37.90059, 69.47651, 2.434727, 23.92077, 45.79673, 29.18616
232.91146, 14.53286, 73.70785, 120.6005, 50.49186, 65.63799, 0.1414961, 14.42421, 37.81623, 65.81924, 2.31736, 22.73031, 43.42976, 27.75698
233.011422, 18.68126, 70.38779, 123.8505, 47.76073, 68.37129, 0.1345135, 13.80144, 35.99111, 65.86227, 2.205651, 23.06362, 42.99226, 32.11372
233.111384, 21.50178, 73.36388, 126.3505, 48.82078, 73.9713, 0.1278754, 13.20557, 35.93764, 65.54977, 2.099327, 23.49218, 46.61726, 33.32423
233.211346, 20.58199, 71.93532, 137.8505, 61.32081, 76.50462, 0.121565, 13.91814, 35.97466, 72.92477, 4.155193, 23.25408, 45.42976, 37.06543
233.311308, 20.37164, 71.79243, 145.1005, 59.85288, 76.90462, 0.1155659, 13.3306, 39.53023, 71.17477, 3.954891, 26.77792, 46.86726, 35.25042
233.41127, 19.50019, 70.64958, 146.1005, 56.61541, 73.70464, 0.1098629, 12.75506, 38.2339, 69.04977, 3.764245, 27.3816, 49.83254, 33.52429
233.511232, 22.03124, 75.29243, 146.6839, 57.82078, 76.90462, 0.1044414, 12.20436, 36.97466, 71.98727, 4.214109, 25.75865, 47.15956, 33.74531
233.611194, 23.82976, 73.50673, 144.7672, 61.13898, 80.63799, 0.09928735, 11.67744, 38.55442, 70.67477, 4.010967, 26.63506, 44.62997, 34.64003
233.711156, 22.81038, 74.45167, 140.6839, 65.18443, 83.73003, 0.09438767, 14.35149, 36.69368, 73.86227, 3.817618, 25.82552, 49.55476, 39.27162
233.811118, 21.83462, 71.09811, 139.2672, 62.53063, 79.65558, 0.08972979, 13.73186, 35.45613, 73.23727, 3.633589, 27.026, 49.11915, 37.64003
233.91108, 23.4741, 69.84202, 139.2672, 59.14832, 78.10463, 0.08530176, 13.13899, 33.79569, 73.6296, 3.458431, 25.42413, 46.48444, 37.3769
234.011042, 22.46994, 66.6961, 134.7672, 60.72987, 77.23796, 0.08109225, 12.57172, 32.16461, 69.75371, 3.992342, 23.9172, 46.61726, 36.37687
234.111004, 24.58122, 68.86388, 142.0172, 63.44355, 81.77129, 0.07709046, 12.02894, 30.82649, 69.92477, 4.585608, 24.73031, 48.35324, 43.79792
234.210966, 25.63121, 70.93532, 141.6005, 60.01185, 78.77129, 0.07328617, 11.50959, 33.87812, 67.11227, 4.364558, 24.68264, 45.75961, 44.53477
234.310928, 27.83122, 73.79243, 139.0172, 61.41169, 78.50462, 0.0696696, 11.71112, 32.24306, 71.36227, 4.99901, 27.49221, 45.49226, 43.26839
234.41089, 28.07984, 74.64961, 135.5172, 60.59351, 77.1046, 0.06623152, 11.20549, 33.78947, 79.86387, 4.758032, 27.58743, 50.12294, 41.14963
234.510852, 26.87865, 73.0782, 133.3505, 59.68443, 77.63792, 0.0629631, 10.72169, 33.75246, 75.6598, 4.760581, 28.77792, 47.43439, 43.27488
234.610814, 25.72886, 71.14961, 131.1005, 61.04804, 82.10463, 0.05985596, 12.35408, 34.49318, 71.67703, 4.531096, 30.87313, 47.11604, 41.1558
234.710776, 24.62824, 68.29247, 126.9864, 58.54804, 80.98135, 0.05690216, 11.8207, 35.75246, 74.86227, 4.312674, 31.21923, 44.58878, 39.14049
234.810738, 23.57471, 67.79243, 120.6635, 56.18443, 77.04065, 0.05409413, 11.31034, 34.308, 74.61227, 4.104781, 29.36883, 42.19707, 37.22387
234.9107, 26.00548, 70.00673, 121.5172, 55.09351, 77.838, 0.05142467, 10.82202, 36.11972, 73.54977, 3.906909, 27.62809, 39.93365, 35.4011
235.010662, 24.89303, 70.43532, 116.9338, 52.78382, 75.50462, 0.04888694, 10.35478, 34.37648, 71.49729, 3.718576, 25.99054, 39.67976, 33.66759
235.110624, 23.82817, 70.43532, 113.4338, 49.92871, 73.17131, 0.04647445, 9.907711, 34.3821, 67.73364, 3.539321, 26.92074, 38.05476, 32.06108
235.210586, 22.80887, 72.14481, 109.3667, 51.27534, 76.03795, 0.044181, 9.479947, 33.44728, 68.42477, 3.368707, 26.92077, 36.30476, 31.62873
235.310548, 21.83317, 68.89516, 103.9212, 48.72987, 72.83794, 0.04200074, 9.070652, 31.83302, 70.36227, 3.206318, 30.07722, 35.30476, 30.07994
235.41051, 21.58122, 69.22102, 100.6839, 47.63898, 72.70464, 0.385991, 8.679028, 30.29666, 70.73727, 3.522959, 28.2945, 34.11726, 29.88304
235.510472, 25.2972, 70.36391, 111.7672, 48.45716, 76.90465, 0.3669429, 8.304312, 28.83446, 70.29977, 3.353135, 26.61745, 39.80476, 28.41973
235.610434, 24.21505, 68.5257, 117.7672, 56.86622, 77.23796, 0.3488348, 7.945774, 31.17197, 73.79977, 3.853506, 26.12217, 45.17976, 33.06111
235.710396, 23.1792, 65.43907, 120.9338, 57.81997, 78.9713, 0.3316204, 9.177384, 29.66752, 75.86227, 3.667747, 24.57387, 48.75584, 35.64003
235.810358, 22.18765, 70.86391, 116.7528, 54.69246, 75.85551, 0.3152554, 9.017867, 30.12282, 77.67477, 3.490942, 23.11734, 46.14062, 36.56104
235.91032, 21.23852, 74.43532, 110.9395, 51.73411, 72.16425, 0.299698, 8.628522, 30.66906, 77.79977, 3.322661, 24.35315, 43.66568, 34.77073
236.010282, 20.33, 74.07817, 116.2672, 51.04804, 72.9713, 0.2849084, 8.255986, 29.18888, 76.22478, 3.162491, 22.9097, 42.42976, 34.12983
236.110244, 20.88121, 73.29247, 114.6005, 49.86622, 71.10463, 0.2708486, 7.899535, 27.78014, 72.21227, 3.010043, 21.55181, 43.99226, 32.45857
236.210206, 23.28124, 71.43532, 118.8505, 48.77534, 70.90462, 0.2574826, 7.558474, 28.01167, 71.36227, 2.864943, 23.73031, 41.76579, 30.86914
236.310168, 25.01207, 72.14961, 120.3505, 48.82078, 71.50462, 0.9123135, 7.25145, 28.79281, 74.42477, 4.905904, 24.96838, 39.52551, 29.35755
236.41013, 23.94212, 70.79955, 114.7672, 46.85521, 79.10619, 0.8672922, 7.532202, 27.40318, 74.63683, 4.669414, 28.01601, 37.40539, 30.18839
236.510092, 22.91794, 67.6105, 115.056, 44.32079, 75.25674, 0.8244926, 7.207, 26.08063, 70.70791, 4.444324, 26.74871, 38.24226, 28.71013
236.610054, 22.73119, 71.6762, 109.3271, 47.85831, 77.99081, 0.7838052, 7.577561, 24.8219, 71.61344, 4.230084, 25.16328, 37.67976, 29.69267
236.710016, 25.08122, 68.44766, 103.8836, 45.26963, 74.19564, 0.7451256, 7.250401, 23.62392, 67.84368, 5.570001, 29.6808, 35.8241, 29.14035
236.809978, 31.73125, 65.36455, 98.71101, 42.82097, 70.58515, 0.7083548, 8.680777, 22.82649, 75.61227, 5.301497, 27.92158, 33.90253, 27.71341
236.90994, 34.08122, 62.42031, 93.79601, 40.50476, 67.15035, 0.6733986, 8.305985, 24.71541, 75.92477, 5.045938, 26.26662, 32.08403, 26.35635
237.009902, 33.33549, 59.60868, 89.12575, 38.31383, 63.8827, 0.6401674, 11.54775, 24.6548, 78.23727, 5.237669, 24.70976, 30.36307, 25.06573
237.109864, 31.90949, 56.92371, 84.68802, 36.24141, 60.77405, 0.7242213, 12.76874, 23.46489, 77.17477, 4.985186, 23.24518, 28.73442, 23.83832
237.209826, 30.54449, 54.35967, 80.47125, 34.28109, 57.81668, 0.7176228, 12.21745, 22.3324, 74.72523, 5.544337, 21.8674, 27.19312, 22.67101
237.309788, 30.433, 51.91113, 76.46445, 32.42681, 55.00322, 0.6822092, 11.68996, 21.25458, 70.79166, 5.277071, 20.57129, 27.03217, 21.56086
237.40975, 29.13116, 49.64962, 73.68384, 30.67283, 52.32666, 3.383954, 11.18525, 20.22877, 68.65125, 5.022689, 19.352, 25.58218, 20.50508
237.509712, 27.885, 47.48397, 72.155, 29.01372, 49.78035, 3.216961, 10.70233, 19.25247, 65.03742, 4.78057, 18.20498, 25.3108, 19.50099
237.609674, 26.69215, 45.34513, 68.56227, 27.44435, 47.35795, 3.058209, 10.24026, 18.32329, 61.61382, 6.542299, 17.12594, 23.95315, 18.54607
237.709636, 25.55033, 43.30263, 65.14844, 25.95987, 45.05343, 2.907291, 9.798137, 17.43896, 58.37045, 6.53014, 16.11086, 22.66832, 17.63791
237.809598, 24.45736, 55.00673, 66.35049, 24.55568, 42.86105, 2.763821, 9.375104, 16.5973, 55.2978, 6.215353, 15.15595, 21.45241, 16.77422
237.90956, 23.41114, 55.86388, 71.4337, 23.22745, 40.77536, 2.62743, 8.970335, 15.79627, 52.3869, 5.915741, 14.25764, 20.30172, 15.95282
238.009522, 22.40967, 59.07817, 67.87689, 21.97107, 38.79116, 2.497771, 8.583042, 15.56727, 49.62923, 5.630571, 13.41256, 19.21276, 15.17165
238.109484, 21.45105, 67.57814, 72.18387, 20.78264, 36.90351, 2.374509, 8.21247, 15.50257, 52.58561, 5.359149, 12.61758, 19.92976, 14.42873
238.209446, 20.53343, 67.86391, 89.85052, 19.65849, 35.10772, 2.257331, 7.955185, 14.75437, 49.81748, 5.742342, 11.86972, 22.7679, 13.72218
238.309408, 19.65506, 70.22102, 89.43384, 21.04804, 36.57127, 2.145935, 10.37741, 16.27095, 48.05329, 5.792329, 11.16618, 21.54665, 13.05024
238.40937, 20.44614, 71.79243, 102.0172, 22.09746, 41.30461, 2.040036, 9.929365, 17.19688, 45.52374, 5.902965, 13.4446, 20.49226, 12.4112
238.509332, 19.57151, 75.86388, 107.2672, 20.90219, 42.9713, 1.939364, 11.06627, 19.49318, 43.12735, 5.618411, 13.30172, 20.67976, 14.27162
238.609294, 18.73429, 76.86388, 105.3505, 19.77158, 43.50462, 1.843659, 11.61065, 20.78947, 46.04977, 5.347574, 15.11123, 21.86726, 16.42951
238.709256, 17.93289, 77.50673, 115.3505, 24.54807, 47.77129, 1.752677, 11.10936, 23.34505, 47.04977, 7.489535, 19.44457, 20.92976, 18.16633
238.809218, 19.41071, 74.79243, 117.8505, 29.54804, 55.77129, 1.666185, 10.62972, 24.15983, 48.79977, 7.128501, 23.82552, 25.67976, 18.27162
238.90918, 18.58037, 78.92366, 118.8505, 32.36622, 61.03795, 1.583962, 10.76997, 24.78947, 51.92477, 6.78487, 25.25411, 27.67976, 20.79792
239.009142, 17.78555, 75.36867, 127.6005, 31.1344, 64.10463, 1.505796, 14.06264, 25.87051, 50.57812, 6.892305, 29.36647, 26.65129, 24.95582
239.109104, 17.02474, 75.86391, 125.1839, 29.45032, 69.10463, 1.431487, 13.45549, 24.62193, 47.91567, 8.135618, 27.62588, 25.22174, 25.48213
239.209066, 18.51514, 74.5782, 123.8505, 33.09351, 68.22553, 1.360845, 13.21443, 24.53023, 45.86227, 7.743439, 32.06365, 27.17976, 27.95582
239.309028, 17.72311, 72.93532, 131.6005, 33.77534, 64.90556, 1.29369, 16.10332, 29.90062, 50.8711, 7.370165, 34.19942, 28.67976, 31.53474
239.40899, 18.88121, 72.14961, 128.8505, 36.59351, 70.90465, 1.229848, 15.73296, 28.8758, 48.19323, 7.014885, 32.17237, 32.67976, 33.48213
239.508952, 20.08122, 70.50673, 129.6005, 37.86622, 75.30461, 1.169157, 18.2885, 27.48217, 52.79977, 6.792329, 33.44457, 35.42976, 32.42952
239.608914, 19.48119, 71.93532, 133.1005, 47.36622, 76.03795, 1.111461, 20.47368, 30.82652, 54.79977, 6.970522, 35.30172, 39.86726, 35.48213
239.708876, 21.3284, 74.29243, 135.6839, 52.91169, 81.10463, 1.056612, 24.21443, 30.82649, 62.48727, 6.634507, 36.68264, 51.42976, 38.90321
239.808838, 20.41602, 76.36391, 140.4339, 57.36622, 78.70464, 1.00447, 25.17738, 30.0117, 78.69514, 6.31469, 34.77745, 53.24226, 44.82117
239.9088, 23.97388, 74.22102, 147.9339, 68.04804, 82.9713, 0.9549007, 25.36256, 31.04872, 74.5526, 6.010289, 32.71614, 54.24226, 42.62638
240.008762, 22.94834, 75.14961, 150.5172, 67.88479, 83.90462, 0.9077778, 25.01568, 31.71541, 76.46056, 5.720562, 32.53982, 56.25888, 47.64003
240.108724, 21.96667, 71.93532, 151.3919, 64.21286, 86.77129, 0.8629804, 23.93563, 31.82652, 72.43564, 5.444801, 33.30172, 53.2412, 50.35259
240.208686, 21.02699, 75.00673, 143.8539, 65.4437, 87.33639, 0.8203936, 24.25145, 30.43655, 75.17477, 5.589398, 38.9208, 50.38538, 47.88693
240.308648, 20.12751, 71.79243, 136.6911, 61.90381, 83.08644, 0.7799085, 25.91764, 28.9676, 76.48727, 5.31996, 37.20064, 47.68275, 46.37684
240.40861, 20.17293, 73.00673, 145.7672, 63.95716, 82.59055, 0.7414212, 24.79865, 28.27095, 73.87577, 5.06351, 34.9957, 48.99226, 45.27162
240.508572, 19.30998, 71.36388, 139.5172, 61.86622, 78.57154, 0.7048331, 23.72797, 31.71541, 69.98692, 4.819423, 32.92146, 49.74226, 48.71417
240.608534, 20.83705, 72.29247, 152.647, 64.18439, 83.43797, 0.6700507, 22.70352, 34.38206, 71.42477, 4.587101, 34.92077, 49.99226, 46.32875
240.708496, 19.94569, 74.07814, 145.0465, 63.63895, 84.63799, 0.6369847, 25.15606, 34.34611, 75.92477, 5.583752, 37.58743, 47.86726, 47.6927
240.808458, 19.09247, 72.50673, 142.6839, 65.18439, 89.90462, 0.6055505, 24.06995, 32.68847, 79.42477, 5.314586, 39.93565, 48.67976, 45.53474
240.90842, 18.27575, 74.00673, 148.6005, 63.13895, 85.77129, 0.5756675, 23.29541, 32.41908, 78.29977, 5.330974, 37.56861, 47.92976, 48.00843
241.008382, 17.49396, 73.79243, 152.8357, 69.86622, 84.43797, 0.5472592, 22.28963, 32.12282, 76.92477, 5.073994, 36.35047, 54.43673, 50.06111
241.108344, 16.74561, 71.57817, 145.2257, 69.18443, 83.30461, 0.5202528, 25.02404, 32.91945, 80.79977, 4.829401, 34.19593, 51.51678, 50.48213
241.208306, 20.49428, 70.05069, 152.1005, 71.5026, 82.03795, 0.4945791, 23.94363, 31.33066, 80.04977, 4.596599, 32.16908, 52.61726, 52.00843
241.308268, 19.61759, 66.89537, 158.4339, 69.86625, 80.83797, 0.4701724, 22.90986, 29.81855, 80.61227, 4.375019, 30.26237, 54.7058, 53.47929
241.40823, 22.13477, 75.79247, 156.9329, 70.0026, 83.30461, 0.4469701, 25.2202, 32.0117, 83.12272, 4.19366, 32.3646, 51.77143, 50.86052
241.508192, 21.1879, 76.44504, 149.119, 69.22987, 84.50462, 0.4249128, 24.13132, 34.3108, 78.7471, 3.991503, 30.44631, 51.36726, 51.00843
241.608154, 20.28154, 73.00169, 143.7672, 66.3067, 85.30461, 0.403944, 23.08945, 32.65486, 82.22416, 4.443183, 32.25159, 49.8339, 49.55399
241.708116, 19.41395, 69.71345, 144.6005, 62.72013, 83.70464, 0.38401, 22.09257, 31.07884, 77.89584, 4.228999, 30.33999, 47.16085, 47.12744
241.808078, 18.58348, 66.57332, 138.1839, 61.95098, 85.23796, 0.3650597, 21.22878, 30.38209, 73.79537, 4.025139, 28.54169, 47.05476, 44.81971
241.90804, 20.13121, 71.43499, 133.0172, 58.60002, 86.17128, 0.3470445, 20.31223, 31.51079, 72.26875, 3.831106, 29.82552, 48.17976, 42.62499
242.008002, 19.53124, 68.21732, 130.5172, 58.18226, 84.10463, 0.3299184, 19.84407, 29.98999, 68.46449, 4.016337, 28.73031, 47.49157, 44.21898
242.107964, 20.47404, 68.86388, 126.4339, 55.03515, 84.30461, 0.3136374, 19.14834, 31.37379, 71.61227, 3.822729, 33.77792, 44.94416, 45.43409
242.207926, 19.59821, 69.79243, 123.6839, 52.05827, 86.70464, 0.2981599, 18.32162, 29.8596, 72.36227, 3.638453, 35.25875, 42.53339, 43.20928
242.307888, 18.88121, 70.93532, 124.6005, 49.2424, 83.63795, 0.5554769, 17.53058, 31.45613, 71.91372, 4.184528, 33.16891, 40.25194, 41.09341
242.40785, 21.4312, 69.25403, 127.8505, 54.27534, 87.30464, 0.528065, 16.7737, 31.34501, 68.12815, 3.982812, 32.77792, 38.49226, 43.79792
242.507812, 22.23119, 66.13459, 133.5172, 57.54804, 85.71035, 0.5020058, 16.0495, 30.90059, 64.54185, 3.79082, 33.3014, 48.94015, 46.09516
242.607774, 24.13121, 67.00673, 127.6005, 57.02799, 81.53954, 0.4772325, 15.35657, 31.97468, 66.04977, 4.683732, 31.32758, 46.31504, 43.83798
242.707736, 24.83122, 66.64961, 126.6839, 53.94332, 81.31957, 0.4536819, 14.69355, 30.44126, 65.23727, 4.457952, 29.47075, 45.51482, 43.56696
242.807698, 23.86935, 67.747, 123.6409, 57.56288, 77.36242, 0.4312933, 14.05916, 28.97207, 67.86227, 4.243055, 28.20647, 43.07344, 41.43358
242.90766, 22.84828, 64.69544, 117.4846, 54.44927, 75.63795, 0.4100097, 13.45216, 29.60429, 68.23727, 4.038518, 28.16642, 48.61726, 43.15108
243.007622, 21.87089, 61.78134, 111.6349, 54.27531, 78.17131, 0.4165431, 12.87136, 28.90059, 69.51234, 3.84384, 26.49695, 47.42976, 41.03807
243.107584, 22.90398, 58.9985, 116.6838, 51.86622, 75.57127, 0.6712291, 12.31564, 27.82649, 65.85318, 3.658547, 25.87313, 47.24226, 40.42952
243.207546, 21.92421, 65.79243, 121.1839, 49.80589, 72.5713, 0.6381049, 11.78391, 26.75245, 62.98727, 3.482186, 24.96841, 45.67976, 43.68563
243.307508, 20.98635, 64.31487, 124.3505, 47.11186, 78.17131, 0.7196019, 11.27515, 26.09382, 61.35582, 3.314327, 23.87313, 44.46199, 41.54644
243.40747, 20.08861, 61.41791, 124.1839, 45.32075, 78.63799, 0.6840906, 10.78834, 24.83446, 58.12602, 3.154559, 26.82552, 42.07709, 39.79792
243.507432, 23.88121, 63.36388, 120.6005, 47.59351, 79.33491, 0.9941183, 10.51073, 23.63588, 64.73727, 3.002492, 27.34933, 39.82011, 38.06111
243.607394, 23.38121, 63.28507, 120.6005, 46.93426, 75.47433, 0.9450601, 10.83922, 23.71549, 62.81723, 2.857757, 26.47877, 39.74226, 37.21901
243.707356, 22.91564, 60.4345, 118.9912, 44.39556, 73.30461, 0.8984228, 10.37124, 22.57091, 59.5105, 2.719998, 24.90934, 42.94964, 37.31841
243.807318, 21.93537, 57.71232, 113.0664, 41.99418, 70.17131, 0.854087, 9.923466, 22.60429, 56.86227, 2.892305, 23.43293, 40.64585, 35.49101
243.90728, 20.99703, 62.36391, 109.0381, 39.72269, 73.30461, 0.8119391, 9.495022, 22.45613, 54.67477, 4.180093, 22.04402, 39.82063, 34.16633
244.007242, 20.09884, 63.91435, 103.6089, 37.57407, 70.57127, 0.7718711, 9.085075, 22.21494, 54.79977, 3.978591, 20.73744, 37.68468, 33.42952
244.107204, 19.23906, 61.03543, 98.45007, 35.54166, 68.10463, 0.7337805, 8.692828, 21.14278, 55.38539, 4.07089, 21.39693, 35.66331, 31.81542
244.207166, 18.41607, 69.00673, 94.7161, 33.61919, 66.04301, 0.6975695, 8.317516, 20.80066, 52.46988, 3.874652, 25.44457, 33.75036, 30.25749
244.307128, 17.62827, 67.14961, 90.00002, 31.80071, 62.82924, 0.6631455, 8.350845, 19.79676, 49.70784, 3.687874, 24.69722, 31.94002, 29.88473
244.40709, 19.38121, 64.43532, 87.35049, 30.0806, 63.10463, 0.6304203, 7.990299, 18.84131, 47.0912, 3.719671, 23.23338, 30.22678, 28.42134
244.507052, 24.33122, 66.15961, 83.68387, 28.45352, 65.90465, 0.59931, 7.955155, 17.93197, 47.48727, 3.540364, 22.34933, 28.60544, 27.02961
244.607014, 25.8072, 63.17955, 84.10049, 26.91445, 66.58856, 1.86753, 8.251481, 18.74039, 48.61227, 3.3697, 24.53982, 27.56741, 29.77925
244.706976, 24.70323, 63.79244, 81.1772, 25.45863, 63.34824, 1.77537, 8.806993, 17.83593, 47.17477, 3.207263, 24.62558, 26.08872, 28.32103
244.806938, 28.68153, 62.29733, 77.13525, 24.08156, 60.26561, 1.687758, 9.140367, 18.78828, 48.29977, 3.408403, 23.16598, 24.68934, 28.6085
244.9069, 27.45461, 59.49125, 73.29455, 22.77898, 57.33297, 2.801156, 11.25148, 17.88151, 48.11227, 3.244101, 22.34933, 23.36502, 27.20761
