 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
2385.693092, 42.05059, 2.575947, 5.00292, 4.22576, 3.775535, 2.139973e-10, 3.994574e-08, 1.954222e-08, 8.427889, 1.230929e-08, 3.450143, 2.401853, 1.926899
2385.793054, 43.9312, 2.459917, 4.753816, 3.997186, 7.686766, 2.034368e-10, 3.822109e-08, 1.859906e-08, 9.612267, 1.171592e-08, 3.245648, 2.273019, 1.832543
2385.893016, 45.03123, 2.349114, 4.517115, 4.530177, 7.312715, 1.933975e-10, 3.65709e-08, 1.770141e-08, 10.72445, 1.115115e-08, 3.053274, 2.748878, 1.742807
2385.992978, 46.78123, 2.243302, 4.2922, 4.285137, 6.956865, 1.838537e-10, 3.499196e-08, 1.684709e-08, 10.15991, 1.061361e-08, 2.872302, 2.601431, 1.657466
2386.09294, 45.83122, 2.142256, 4.078484, 5.617482, 6.618331, 1.747808e-10, 3.348118e-08, 1.6034e-08, 9.62509, 1.010198e-08, 2.702056, 2.461892, 1.576303
2386.192902, 45.26383, 2.045762, 3.875409, 5.313629, 6.296272, 1.661556e-10, 3.203564e-08, 1.526016e-08, 10.78403, 9.615012e-09, 2.541902, 2.329838, 1.499115
2386.292864, 43.32756, 1.953614, 3.682446, 5.990622, 5.989884, 1.579561e-10, 3.06525e-08, 1.452366e-08, 10.21635, 9.151519e-09, 2.391239, 2.204868, 1.425707
2386.392826, 44.93126, 1.865616, 3.49909, 5.666586, 5.698406, 1.501612e-10, 2.932908e-08, 1.38227e-08, 9.678556, 8.710368e-09, 2.249507, 2.462957, 1.355893
2386.492788, 44.6812, 1.781582, 3.324865, 5.360077, 5.421111, 1.427509e-10, 2.80628e-08, 1.315558e-08, 9.169073, 8.290483e-09, 2.116176, 2.330846, 1.289498
2386.59275, 43.96368, 1.701334, 3.159314, 5.070148, 5.15731, 1.357064e-10, 2.68512e-08, 1.252065e-08, 8.686409, 7.890838e-09, 1.990747, 2.205822, 1.226354
2386.692712, 42.08303, 4.839145, 3.002006, 4.7959, 4.906347, 1.290095e-10, 2.56919e-08, 1.191637e-08, 8.229153, 7.510459e-09, 1.872752, 2.087503, 1.166302
2386.792674, 42.93126, 4.621173, 3.078247, 4.536488, 4.667595, 1.226431e-10, 2.458266e-08, 1.134125e-08, 7.795967, 7.148416e-09, 1.761752, 1.975531, 1.109191
2386.892636, 43.33122, 4.41302, 2.924976, 4.291106, 4.440462, 1.165908e-10, 2.35213e-08, 1.079389e-08, 8.737267, 6.803825e-09, 1.65733, 1.869565, 1.054877
2386.992598, 44.1812, 4.214242, 2.779336, 4.058998, 4.224381, 1.108373e-10, 2.250577e-08, 1.027295e-08, 10.61227, 6.475845e-09, 1.559098, 1.769283, 1.003222
2387.09256, 45.1812, 4.024419, 2.640948, 3.839445, 4.018816, 1.053676e-10, 2.153409e-08, 9.777144e-09, 12.61041, 6.163676e-09, 1.466688, 1.67438, 1.26292
2387.192522, 44.06251, 3.843145, 2.509451, 3.631767, 3.823253, 1.001679e-10, 2.060436e-08, 9.30527e-09, 11.94659, 5.866555e-09, 1.379755, 1.584568, 1.201078
2387.292484, 42.17764, 3.670037, 2.384501, 3.435323, 3.637207, 9.522474e-11, 1.971477e-08, 8.856171e-09, 11.31772, 5.583757e-09, 1.297975, 1.499573, 1.142264
2387.392446, 42.43126, 3.504726, 2.265772, 3.249504, 3.460214, 9.052555e-11, 1.886359e-08, 8.428747e-09, 10.72195, 5.314591e-09, 1.221042, 1.419137, 1.086329
2387.492408, 41.63121, 3.346861, 2.152956, 3.073737, 3.291834, 8.605826e-11, 1.804915e-08, 8.021951e-09, 10.15754, 5.058399e-09, 1.148669, 1.343016, 1.033134
2387.59237, 43.03123, 3.196107, 2.045756, 4.750924, 5.3558, 8.181141e-11, 1.726988e-08, 7.634789e-09, 9.622841, 4.814559e-09, 1.080586, 1.270977, 0.9825441
2387.692332, 41.89891, 3.766086, 1.943894, 4.493944, 5.095177, 7.777414e-11, 1.652426e-08, 7.266312e-09, 9.11629, 4.582472e-09, 1.016538, 1.202803, 0.9344311
2387.792294, 40.10659, 3.596448, 2.183868, 4.250864, 5.171306, 7.393611e-11, 1.581083e-08, 6.915619e-09, 8.636405, 4.361573e-09, 5.147813, 1.138286, 0.8886741
2387.892256, 41.78123, 3.434452, 3.612749, 4.020932, 5.920105, 7.028747e-11, 1.51282e-08, 6.581851e-09, 8.181781, 4.151322e-09, 4.842694, 1.077229, 0.8451577
2387.992218, 41.33122, 3.279753, 3.432863, 3.803438, 5.632022, 6.681889e-11, 1.447504e-08, 6.264192e-09, 7.751088, 3.951207e-09, 4.555661, 1.019448, 2.151832
2388.09218, 43.18126, 3.132021, 3.261935, 3.597708, 5.357958, 6.352148e-11, 1.385008e-08, 5.961864e-09, 7.343068, 3.760738e-09, 5.063623, 0.9647653, 2.046461
2388.192142, 41.48119, 3.712735, 3.099518, 5.275335, 7.376985, 6.038679e-11, 1.325211e-08, 5.674127e-09, 6.956525, 3.579451e-09, 5.111231, 0.913016, 1.946251
2388.292104, 40.73119, 3.545501, 2.945187, 5.343228, 7.018008, 5.74068e-11, 1.267995e-08, 5.400277e-09, 6.590331, 3.406903e-09, 7.634367, 0.8640426, 1.850947
2388.392066, 41.83108, 3.3858, 2.798541, 5.05421, 10.68621, 5.457386e-11, 1.213249e-08, 5.139644e-09, 6.243412, 3.242673e-09, 7.181867, 0.817696, 1.76031
2388.492028, 40.04166, 3.233292, 2.659197, 5.765459, 10.1662, 5.188072e-11, 1.160867e-08, 4.89159e-09, 5.914756, 3.086359e-09, 6.756187, 0.7738355, 1.674112
2388.59199, 42.98119, 3.087653, 2.526791, 5.453602, 9.671499, 4.932049e-11, 1.110747e-08, 4.655508e-09, 5.603401, 2.93758e-09, 6.355738, 0.7323276, 1.592134
2388.691952, 42.18126, 2.948575, 2.400978, 5.158614, 9.200867, 4.68866e-11, 1.062791e-08, 4.43082e-09, 5.308435, 2.795974e-09, 5.979024, 0.6930462, 1.514171
2388.791914, 40.6812, 2.815761, 2.281429, 7.701139, 8.753137, 4.457282e-11, 1.016905e-08, 4.216976e-09, 5.028997, 2.661193e-09, 5.624639, 1.511881, 1.986701
2388.891876, 40.68126, 7.165401, 2.841454, 7.28458, 8.327193, 4.237322e-11, 9.730002e-09, 4.013452e-09, 4.764268, 2.53291e-09, 5.291258, 1.430785, 1.889416
2388.991838, 41.58116, 6.842647, 2.699973, 6.890553, 7.921978, 4.028216e-11, 0.1666116, 3.819752e-09, 6.424769, 2.41081e-09, 4.977638, 1.354039, 1.796896
2389.0918, 42.83122, 6.534431, 2.565536, 6.517839, 7.53648, 3.82943e-11, 0.1594182, 3.635399e-09, 6.924769, 2.294597e-09, 4.682606, 1.28141, 1.708906
2389.191762, 43.48119, 6.240098, 7.084098, 6.165286, 7.169742, 3.640453e-11, 1.463912, 3.459944e-09, 8.196158, 2.183985e-09, 4.405061, 1.745635, 1.625224
2389.291724, 43.93126, 5.959022, 6.731368, 5.831802, 6.820849, 3.460802e-11, 1.400707, 3.292957e-09, 7.764709, 2.078706e-09, 4.143966, 1.652, 1.545641
2389.391686, 43.83122, 5.690608, 6.396202, 5.516356, 6.488935, 3.290017e-11, 1.340232, 3.13403e-09, 7.355971, 1.978502e-09, 3.898347, 1.563388, 1.469954
2389.491648, 43.28123, 5.434283, 6.077724, 5.217974, 6.173172, 3.12766e-11, 1.282368, 2.982772e-09, 6.96875, 1.883127e-09, 3.667287, 1.479529, 1.397974
2389.59161, 42.48119, 5.189505, 5.775103, 4.93573, 5.872775, 2.973315e-11, 1.227002, 2.838815e-09, 6.601912, 1.792351e-09, 3.449921, 1.400169, 1.329518
2389.691572, 45.58783, 4.955751, 5.487551, 4.668754, 5.586995, 2.826586e-11, 1.174026, 2.701805e-09, 6.254385, 1.70595e-09, 3.245439, 1.325065, 1.264415
2389.791534, 43.63771, 4.732527, 5.214316, 4.416219, 5.315122, 2.687098e-11, 1.123338, 2.571408e-09, 8.674767, 1.623715e-09, 3.053077, 2.166617, 1.202499
2389.891496, 43.68126, 4.519358, 4.954686, 4.177343, 5.056479, 2.554494e-11, 1.074838, 2.447305e-09, 8.924767, 1.545443e-09, 2.872117, 2.050401, 1.143615
2389.991458, 43.58122, 4.315791, 4.707983, 3.951388, 4.810422, 2.428434e-11, 1.028432, 2.329191e-09, 8.857686, 1.470945e-09, 2.701883, 1.94042, 1.087615
2390.09142, 41.78123, 4.121393, 4.473565, 3.737655, 4.576338, 2.308594e-11, 0.9840294, 2.216777e-09, 8.391414, 1.400038e-09, 2.541738, 1.929763, 1.034357
2390.191382, 41.48119, 3.935751, 4.250818, 3.535484, 4.353646, 2.194669e-11, 0.941544, 2.109789e-09, 9.231953, 1.332548e-09, 2.391086, 3.066504, 0.9837068
2390.291344, 42.1812, 3.758471, 4.039162, 3.344247, 4.14179, 2.086365e-11, 0.900893, 2.007965e-09, 8.745978, 1.268313e-09, 2.249362, 2.902019, 0.9355369
2390.391306, 41.88121, 3.589177, 3.838045, 3.163355, 3.940243, 1.983406e-11, 0.8619971, 1.911054e-09, 8.285586, 1.207173e-09, 2.11604, 2.746357, 0.8897257
2390.491268, 40.13121, 3.427508, 3.646942, 2.992248, 3.748504, 1.885528e-11, 0.8247805, 1.818821e-09, 7.84943, 1.148981e-09, 1.990619, 2.842857, 0.8461578
2390.59123, 39.88121, 3.273122, 3.465354, 2.830395, 3.566095, 1.79248e-11, 0.7891707, 1.73104e-09, 7.436232, 1.093594e-09, 1.872632, 2.690368, 0.8047233
2390.691192, 45.49797, 3.970108, 3.292808, 2.677298, 3.392563, 1.704024e-11, 0.7550983, 1.647495e-09, 7.044785, 1.040877e-09, 1.761638, 3.250936, 0.7653178
2390.791154, 43.55169, 3.79128, 3.128854, 2.532481, 3.227474, 1.619933e-11, 0.722497, 1.567982e-09, 8.126694, 9.907017e-10, 1.657223, 3.076559, 0.7278419
2390.891116, 45.66868, 3.620508, 2.973063, 2.395498, 3.07042, 1.539992e-11, 0.6913033, 1.492307e-09, 7.698901, 9.429447e-10, 3.73031, 2.911535, 0.6922011
2390.991078, 43.7151, 3.457428, 5.118992, 2.265924, 2.921008, 1.463995e-11, 0.6614564, 1.420284e-09, 7.293628, 8.974899e-10, 4.137931, 2.755363, 0.6583056
2391.09104, 41.84508, 3.301694, 4.864109, 2.143359, 2.778866, 1.391749e-11, 0.6328981, 1.351737e-09, 6.909688, 8.542262e-10, 3.89267, 2.607567, 0.6260698
2391.191002, 40.05505, 3.152974, 4.621916, 2.027423, 2.643642, 1.323069e-11, 0.6055728, 1.286498e-09, 6.545959, 8.130481e-10, 3.661946, 2.467699, 0.5954126
2391.290964, 45.07603, 3.010954, 4.391783, 1.917759, 2.514997, 1.257777e-11, 0.5794273, 1.224408e-09, 8.578987, 1.942293, 5.475758, 2.335334, 0.5662566
2391.390926, 43.1478, 2.87533, 4.173108, 1.814026, 2.392613, 1.195708e-11, 0.5544106, 1.165314e-09, 8.127385, 2.518492, 5.151201, 3.054763, 0.5385283
2391.490888, 42.28123, 2.745815, 6.443507, 1.715904, 2.276184, 1.136702e-11, 0.530474, 1.109073e-09, 7.699556, 2.397088, 4.845882, 4.368521, 0.5121577
2391.59085, 44.68126, 2.622134, 6.122673, 5.254742, 2.165421, 1.080607e-11, 0.5075709, 1.055546e-09, 8.021617, 2.281535, 4.55866, 4.134197, 0.4870785
2391.690812, 44.48119, 2.504025, 5.817814, 4.97051, 2.060048, 1.027281e-11, 0.4856566, 1.004602e-09, 7.599356, 2.171554, 4.288461, 3.912442, 0.4632274
2391.790774, 45.38689, 2.391235, 5.528135, 4.701653, 1.959803, 9.76586e-12, 0.4646884, 9.561172e-10, 7.199322, 2.066874, 4.034278, 3.702582, 0.4405442
2391.890736, 43.44536, 2.283525, 5.25288, 4.447338, 1.864435, 9.28393e-12, 0.4446255, 9.099722e-10, 6.820347, 1.967239, 3.79516, 3.503979, 0.4189717
2391.990698, 45.13121, 2.180667, 4.99133, 4.206779, 1.773708, 8.825782e-12, 0.4254289, 8.660543e-10, 9.152397, 1.872408, 3.570216, 3.316028, 0.3984556
2392.09066, 44.73119, 2.721027, 4.742803, 3.979232, 1.687397, 8.390243e-12, 0.407061, 8.242561e-10, 8.670611, 1.782149, 3.358604, 3.138159, 0.3789441
2392.190622, 45.13121, 2.844852, 4.50665, 3.763993, 1.605285, 7.976198e-12, 0.3894862, 7.844751e-10, 8.987267, 1.69624, 3.159534, 2.969831, 0.360388
2392.290584, 46.00531, 2.71671, 4.282256, 3.560396, 1.527169, 7.582585e-12, 0.3726702, 7.46614e-10, 10.95186, 1.614472, 2.972264, 2.810531, 0.3427406
2392.390546, 44.03732, 4.996281, 4.069035, 3.367812, 1.452854, 7.208396e-12, 0.3565802, 7.105803e-10, 10.37535, 1.536646, 2.796094, 2.659777, 0.3259574
2392.490508, 44.83116, 4.771231, 3.866431, 3.185646, 1.382156, 6.852673e-12, 0.3411849, 6.762856e-10, 11.78399, 1.462572, 2.630365, 2.517108, 0.309996
2392.59047, 46.83128, 4.556319, 3.673914, 3.013332, 1.314898, 6.514504e-12, 0.3264543, 6.436461e-10, 11.16368, 1.392068, 2.47446, 3.827155, 0.2948162
2392.690432, 47.04494, 4.351087, 3.490984, 2.850339, 1.250912, 6.193023e-12, 0.3123597, 6.125819e-10, 10.57602, 1.324963, 2.327795, 3.62187, 0.2803797
2392.790394, 45.03249, 4.155099, 3.317162, 2.696163, 1.190041, 5.887407e-12, 0.2988736, 5.83017e-10, 10.01929, 1.261093, 2.189823, 3.427595, 0.2666501
2392.890356, 43.9312, 3.967939, 3.151994, 2.550326, 1.132131, 5.596872e-12, 0.2859698, 5.548789e-10, 9.491872, 1.200302, 2.060029, 3.243742, 0.2535928
2392.990318, 45.88121, 3.78921, 2.995051, 2.412377, 1.07704, 5.320675e-12, 0.273623, 5.280988e-10, 8.992215, 1.142441, 1.937928, 3.06975, 0.241175
2393.09028, 46.11306, 3.618531, 2.845922, 2.281891, 1.024629, 5.058108e-12, 0.2618094, 5.026112e-10, 8.518861, 1.08737, 1.823064, 2.905092, 0.2293652
2393.190242, 44.14046, 3.45554, 2.704219, 2.158462, 0.9747689, 4.808498e-12, 0.2505058, 4.783537e-10, 8.070424, 1.034953, 1.715008, 2.749265, 0.2181337
2393.290204, 42.86473, 4.429288, 2.569571, 2.041709, 0.9273349, 4.571206e-12, 0.2396903, 4.55267e-10, 7.645594, 0.9850627, 1.613357, 2.601796, 0.2074521
2393.390166, 41.03109, 4.229778, 2.441627, 1.931272, 0.8822091, 4.345624e-12, 0.2293417, 4.332945e-10, 7.243126, 0.9375775, 1.517731, 2.634273, 0.1972937
2393.490128, 42.33122, 4.039254, 2.320054, 3.411688, 6.027333, 4.131174e-12, 0.2194399, 4.123825e-10, 6.861845, 0.8923814, 1.427773, 2.492972, 0.1876327
2393.59009, 44.98119, 3.857312, 2.204535, 4.63644, 5.734032, 3.927307e-12, 0.2099656, 3.924797e-10, 8.232676, 0.849364, 5.193692, 2.359251, 0.1784447
2393.690052, 46.70797, 3.683566, 2.094767, 4.385652, 5.455004, 3.7335e-12, 0.2009004, 3.735375e-10, 7.799304, 0.8084202, 4.885855, 2.232703, 0.1697067
2393.790014, 44.70993, 3.517646, 2.980181, 4.14843, 5.189554, 3.549257e-12, 0.1922265, 3.555095e-10, 7.388745, 0.7694502, 4.596263, 2.112943, 0.1613965
2393.889976, 43.68126, 3.359199, 2.831792, 3.924039, 4.937021, 3.374107e-12, 0.1839272, 3.383516e-10, 10.66169, 0.7323587, 4.323836, 1.999606, 0.1534933
2393.989938, 46.53123, 3.207889, 2.690793, 3.711785, 4.696777, 3.2076e-12, 0.1759861, 3.220217e-10, 10.10045, 0.6970552, 4.067556, 1.892349, 0.1459771
2394.0899, 44.67043, 3.063395, 2.556813, 3.511013, 4.468224, 3.04931e-12, 0.1683879, 3.0648e-10, 9.568761, 0.6634535, 3.826466, 1.790845, 0.1388289
2394.189862, 42.75954, 3.520027, 2.429505, 3.3211, 4.250792, 2.898831e-12, 0.1611178, 2.916884e-10, 9.065057, 0.6314716, 3.599666, 1.694786, 0.1320307
2394.289824, 46.31582, 3.361473, 2.308536, 3.14146, 4.043941, 2.755778e-12, 0.1541616, 2.776107e-10, 8.587869, 0.6010314, 3.386308, 1.603879, 0.1255655
2394.389786, 44.33455, 3.210061, 2.19359, 2.971537, 3.847156, 2.619785e-12, 0.1475057, 2.642124e-10, 8.135799, 0.5720586, 3.185597, 1.517848, 0.1194168
2394.489748, 42.43803, 3.065469, 2.084367, 2.810805, 3.659946, 2.490502e-12, 0.1411372, 2.514607e-10, 7.707527, 0.5444824, 2.996782, 1.436432, 3.113719
2394.58971, 41.45239, 2.92739, 1.980583, 2.658767, 3.481847, 2.3676e-12, 0.1350436, 2.393245e-10, 7.3018, 0.5182354, 2.819158, 1.359383, 3.740614
2394.689672, 39.67916, 2.79553, 1.881966, 2.514953, 3.312414, 2.250762e-12, 0.1292131, 2.27774e-10, 6.91743, 0.4932538, 2.652063, 1.286467, 3.557444
2394.789634, 43.21038, 2.66961, 1.78826, 2.378917, 3.151226, 2.13969e-12, 0.1236343, 2.16781e-10, 6.553293, 0.4694764, 2.494871, 1.217462, 3.383244
2394.889596, 41.36195, 2.549362, 1.699219, 2.250241, 2.997882, 2.0341e-12, 0.1182964, 2.063185e-10, 6.208325, 0.4468452, 2.346997, 1.152158, 3.217574
2394.989558, 41.63121, 2.43453, 1.614612, 2.128524, 2.852, 1.93372e-12, 0.113189, 1.96361e-10, 5.881516, 0.4253049, 2.207887, 1.090357, 3.060017
2395.08952, 42.71083, 2.32487, 1.534217, 2.013391, 2.713217, 1.838294e-12, 0.140366, 1.86884e-10, 7.862269, 0.404803, 2.077022, 1.031871, 2.910174
2395.189482, 40.88377, 2.22015, 1.457826, 3.903845, 2.581187, 1.747577e-12, 0.5039864, 1.778645e-10, 7.924769, 0.3852894, 1.953914, 0.9765226, 2.76767
2395.289444, 43.23125, 2.120147, 3.160588, 3.692683, 2.455581, 1.661337e-12, 0.4822269, 1.692802e-10, 11.8393, 0.3667165, 3.825525, 0.9241427, 2.632143
2395.389406, 41.43126, 4.836992, 3.003217, 4.434887, 5.704631, 1.579352e-12, 0.4614068, 1.611103e-10, 11.21607, 0.3490388, 3.968377, 0.8745725, 2.503253
2395.489368, 40.08116, 4.619117, 2.853681, 4.195002, 5.770622, 1.501414e-12, 0.4414856, 1.533346e-10, 10.62565, 0.3322133, 4.73031, 0.8276611, 2.380674
2395.58933, 42.80181, 5.605963, 2.711591, 3.968092, 5.489813, 1.427321e-12, 0.4224245, 1.459342e-10, 10.06631, 0.3161989, 6.320773, 0.7832661, 2.264098
2395.689292, 40.97086, 5.353452, 2.576576, 3.753455, 7.757281, 1.356885e-12, 0.4041864, 1.38891e-10, 9.536417, 0.3009565, 5.946132, 0.7412523, 2.15323
2395.789254, 43.13121, 5.112314, 2.448284, 3.550429, 7.379798, 1.289925e-12, 0.3867357, 1.321877e-10, 9.034416, 0.2864488, 5.593696, 0.7014921, 2.047791
2395.889216, 42.90842, 5.62703, 2.32638, 3.358384, 7.020684, 1.226269e-12, 0.3700384, 1.25808e-10, 8.558841, 0.2726405, 5.262149, 0.6638647, 1.947515
2395.989178, 41.07291, 5.37357, 2.210545, 3.176727, 6.679045, 1.165755e-12, 0.3540621, 1.197361e-10, 8.108299, 0.2594978, 4.950254, 0.6282555, 1.85215
2396.08914, 40.88121, 5.131526, 2.100478, 3.004896, 6.354031, 1.108226e-12, 0.3387755, 1.139573e-10, 7.681475, 0.2469887, 4.656845, 0.5945565, 1.761454
2396.189102, 42.23125, 7.48118, 1.995892, 2.84236, 6.044832, 1.053537e-12, 0.3241489, 1.084574e-10, 7.277119, 0.2350826, 5.423589, 0.5626649, 1.6752
2396.289064, 43.58122, 7.144202, 1.896513, 3.668645, 5.75068, 1.001547e-12, 0.3101538, 1.032229e-10, 6.894048, 0.2237504, 5.102125, 0.5573771, 1.593169
2396.389026, 43.04111, 6.822403, 1.802082, 3.470206, 5.470842, 9.521218e-13, 0.296763, 9.82411e-11, 6.531142, 0.2129644, 5.158869, 0.5274798, 1.515155
2396.488988, 41.19992, 6.515099, 1.712353, 3.282501, 5.204621, 9.051361e-13, 0.2839503, 9.34997e-11, 6.18734, 0.2026984, 5.542322, 0.4991862, 1.440961
2396.58895, 41.90979, 6.221636, 1.627092, 3.104949, 4.951355, 8.60469e-13, 0.2716908, 8.898714e-11, 5.861636, 0.1929273, 5.21382, 1.143139, 1.370401
2396.688912, 40.117, 5.941392, 1.546077, 4.135683, 4.710413, 8.180062e-13, 0.2599605, 8.469236e-11, 5.553077, 0.1836272, 4.904789, 1.081822, 1.303295
2396.788874, 43.83122, 8.010165, 1.469095, 3.911982, 4.481196, 7.776389e-13, 0.2487368, 8.060486e-11, 5.260761, 0.1747754, 5.815859, 2.581733, 1.239476
2396.888836, 42.1812, 7.64936, 1.395946, 3.70038, 4.263134, 7.392636e-13, 0.2379976, 7.671463e-11, 4.983832, 0.1663503, 5.471144, 2.443251, 1.178781
2396.988798, 46.83122, 7.535177, 1.326439, 3.500225, 4.055682, 7.027821e-13, 0.2277221, 7.301217e-11, 4.721481, 0.1583314, 5.146862, 2.312197, 1.121059
2397.08876, 45.68822, 7.195767, 1.260393, 3.310895, 3.858325, 6.681008e-13, 0.2178902, 6.948839e-11, 4.47294, 0.150699, 4.8418, 2.323665, 1.066163
2397.188722, 43.7338, 6.871645, 1.197636, 3.131807, 3.670572, 6.351311e-13, 0.2084828, 6.613467e-11, 4.237483, 0.1434345, 4.554819, 2.199025, 1.013956
2397.288684, 41.86298, 6.562123, 1.138004, 2.962406, 3.491956, 6.037883e-13, 0.1994816, 6.294282e-11, 4.01442, 0.1365202, 7.256296, 2.081071, 0.9643046
2397.388646, 41.68126, 6.792438, 1.081341, 3.669004, 3.322031, 5.739922e-13, 0.190869, 5.990502e-11, 3.803099, 0.1299393, 6.826204, 1.969444, 0.9170847
2397.488608, 42.08122, 10.47421, 1.027499, 3.470546, 3.160375, 5.456666e-13, 0.1826283, 5.701383e-11, 3.602902, 0.1236755, 7.444574, 1.863805, 0.8721771
2397.58857, 42.48119, 10.00241, 0.9763377, 3.282822, 3.006585, 5.187388e-13, 0.1747433, 5.426217e-11, 3.413244, 0.1177137, 8.053826, 3.132549, 0.8294685
2397.688532, 41.33122, 10.86388, 1.600524, 3.105252, 2.86028, 4.931398e-13, 0.1671988, 5.164333e-11, 3.233569, 0.1120393, 7.576464, 2.964521, 0.7888513
2397.788494, 44.4826, 11.58772, 1.707532, 4.320806, 2.721093, 4.688041e-13, 0.15998, 4.915087e-11, 3.063352, 0.1066384, 7.127396, 2.805507, 0.750223
2397.888456, 42.57975, 11.06577, 1.622511, 7.288822, 2.58868, 4.456694e-13, 0.1530729, 4.677871e-11, 2.902096, 0.1014979, 6.704945, 2.655022, 0.7134863
2397.988418, 43.43126, 10.56733, 1.541723, 6.894566, 5.704631, 4.236763e-13, 0.146464, 4.452103e-11, 2.749328, 0.09660516, 6.307533, 2.512609, 0.6785484
2398.08838, 41.88121, 10.09134, 1.464958, 6.521635, 5.884886, 4.027685e-13, 0.1401404, 4.237231e-11, 2.604603, 0.09194829, 5.933677, 2.377835, 0.6453214
2398.188342, 40.98119, 9.63679, 1.392015, 6.168876, 5.598517, 3.828925e-13, 1.121023, 4.03273e-11, 2.467495, 0.0875159, 5.581979, 2.250289, 0.6137214
2398.288304, 41.33122, 9.688279, 1.322704, 5.835198, 7.109811, 3.639974e-13, 1.072623, 3.838099e-11, 2.337605, 0.08329718, 5.251127, 2.129586, 0.5836688
2398.388266, 43.70053, 9.251886, 1.256845, 5.519569, 6.763835, 3.460346e-13, 1.026313, 3.652861e-11, 2.214553, 0.07928182, 4.939885, 2.015357, 0.5550879
2398.488228, 41.83113, 8.83515, 1.194264, 5.221012, 6.434695, 3.289584e-13, 0.9820019, 3.476564e-11, 2.097978, 0.07546002, 6.635065, 1.907254, 0.5279064
2398.58819, 44.38121, 8.437184, 1.1348, 4.938605, 6.121572, 3.127248e-13, 0.9396041, 3.308775e-11, 1.987539, 0.07182246, 7.967794, 1.804951, 0.502056
2398.688152, 44.24846, 8.057145, 1.078296, 4.671473, 5.823685, 2.972923e-13, 1.469174, 0.5081538, 1.882914, 0.06836024, 7.495532, 1.708135, 0.4774714
2398.788114, 42.35563, 7.694224, 2.681494, 4.41879, 6.357003, 2.826214e-13, 1.405742, 0.4836288, 5.549769, 0.06506492, 7.05126, 1.616512, 0.4540907
2398.888076, 45.78123, 7.34765, 2.547977, 4.179776, 6.04766, 2.686744e-13, 2.881089, 0.4602875, 6.949013, 0.06192845, 6.633322, 1.529804, 0.4318549
2398.988038, 44.73125, 7.016686, 2.421109, 3.953689, 9.749044, 2.554158e-13, 3.029252, 0.4380727, 6.583214, 0.05894318, 6.240156, 1.447746, 0.4107079
2399.088, 44.23119, 6.700631, 2.300558, 3.739832, 9.274639, 2.428114e-13, 3.612224, 0.41693, 6.987269, 0.05610181, 6.960715, 1.37009, 0.3905965
2399.187962, 43.83122, 6.398812, 2.186009, 3.537543, 8.823318, 2.30829e-13, 3.456267, 0.3968078, 10.0982, 0.05339741, 6.548143, 1.492263, 0.3714698
2399.287924, 43.8455, 6.110588, 2.077164, 3.346195, 8.39396, 2.19438e-13, 3.307043, 0.3776567, 9.566624, 0.05082338, 6.160025, 1.426049, 0.3532798
2399.387886, 41.96991, 5.835346, 1.973738, 3.165197, 7.985495, 2.08609e-13, 3.164262, 0.3594299, 9.063032, 0.04837343, 7.510645, 1.349557, 0.3359804
2399.487848, 43.0139, 5.835305, 1.875462, 2.99399, 7.596907, 1.983145e-13, 3.027646, 0.3420827, 8.58595, 0.04604158, 7.065478, 1.277168, 0.3195282
2399.58781, 41.17388, 5.572463, 1.78208, 2.832044, 7.227228, 1.88528e-13, 2.896927, 0.3255728, 8.133982, 0.04382214, 6.646697, 1.208661, 0.3038816
2399.687772, 39.50286, 5.32146, 1.693347, 2.678857, 6.875538, 1.792244e-13, 2.771853, 0.3098598, 7.705805, 0.04170968, 6.252738, 1.14383, 0.2890012
2399.787734, 37.81304, 5.081763, 1.609032, 2.533956, 6.540962, 1.7038e-13, 2.652179, 0.294905, 7.300169, 0.03969906, 5.882129, 1.082476, 0.2748495
2399.887696, 37.94361, 5.18962, 1.528916, 2.396893, 6.222667, 1.61972e-13, 2.537671, 0.2806721, 6.915884, 0.03778536, 5.533486, 1.024413, 0.2613907
2399.987658, 36.32048, 4.955862, 1.452788, 2.267244, 5.919861, 1.539789e-13, 2.428108, 0.267126, 6.551829, 0.0359639, 5.205509, 0.969464, 0.248591
2400.08762, 41.26355, 4.732633, 1.380451, 2.144607, 5.63179, 1.463803e-13, 2.323274, 0.2542337, 6.206938, 0.03423026, 6.182096, 0.9174628, 0.236418
2400.187582, 39.49841, 5.50208, 1.311716, 2.028604, 5.357737, 1.391566e-13, 2.222967, 0.2419637, 5.880202, 0.03258018, 5.815674, 0.8682508, 0.2248412
2400.287544, 37.80877, 5.254248, 1.246403, 1.918876, 5.09702, 1.322895e-13, 2.126991, 0.2302858, 5.570666, 0.03100965, 5.470971, 0.8216786, 0.2138312
2400.387506, 36.19141, 5.017579, 1.184343, 1.815083, 4.84899, 1.257612e-13, 2.035158, 0.2191716, 5.277423, 0.02951482, 5.146698, 0.7776044, 0.2033604
2400.487468, 37.13121, 4.79157, 1.125372, 1.716904, 4.613029, 1.195551e-13, 1.947291, 0.2085937, 4.999618, 0.02809205, 4.841646, 0.7358943, 0.1934023
