Marker Name,Marker Type,Marker Event Id,Marker Event Id 2,TimeStamp,TimeStamp2,value1,value2
Frame Marker,2,244,-1,2.76665,-1,-1,-1
Frame Marker,2,244,-1,2.79997,-1,-1,-1
Frame Marker,2,244,-1,2.8333,-1,-1,-1
Frame Marker,2,244,-1,2.86665,-1,-1,-1
Frame Marker,2,244,-1,2.89998,-1,-1,-1
Frame Marker,2,244,-1,2.9333,-1,-1,-1
Frame Marker,2,244,-1,2.96663,-1,-1,-1
Frame Marker,2,244,-1,2.99998,-1,-1,-1
Frame Marker,2,244,-1,3.0333,-1,-1,-1
Frame Marker,2,244,-1,3.06663,-1,-1,-1
Frame Marker,2,244,-1,3.09998,-1,-1,-1
Frame Marker,2,244,-1,3.1333,-1,-1,-1
Frame Marker,2,244,-1,3.16662,-1,-1,-1
Frame Marker,2,244,-1,3.19997,-1,-1,-1
Frame Marker,2,244,-1,3.2333,-1,-1,-1
Frame Marker,2,244,-1,3.26662,-1,-1,-1
Frame Marker,2,244,-1,3.29997,-1,-1,-1
Frame Marker,2,244,-1,3.3333,-1,-1,-1
Frame Marker,2,244,-1,3.36663,-1,-1,-1
Frame Marker,2,244,-1,3.39998,-1,-1,-1
Frame Marker,2,244,-1,3.4333,-1,-1,-1
Frame Marker,2,244,-1,3.46663,-1,-1,-1
Frame Marker,2,244,-1,3.49998,-1,-1,-1
Frame Marker,2,244,-1,3.5333,-1,-1,-1
Frame Marker,2,244,-1,3.56663,-1,-1,-1
Frame Marker,2,244,-1,3.59998,-1,-1,-1
Frame Marker,2,244,-1,3.6333,-1,-1,-1
Frame Marker,2,244,-1,3.66662,-1,-1,-1
Frame Marker,2,244,-1,3.69997,-1,-1,-1
Frame Marker,2,244,-1,3.7333,-1,-1,-1
Frame Marker,2,244,-1,3.76662,-1,-1,-1
Frame Marker,2,244,-1,3.79995,-1,-1,-1
Frame Marker,2,244,-1,3.8333,-1,-1,-1
Frame Marker,2,244,-1,3.86663,-1,-1,-1
Frame Marker,2,244,-1,3.89995,-1,-1,-1
Frame Marker,2,244,-1,3.9333,-1,-1,-1
Frame Marker,2,244,-1,3.96663,-1,-1,-1
Frame Marker,2,244,-1,3.99995,-1,-1,-1
Frame Marker,2,244,-1,4.0333,-1,-1,-1
Frame Marker,2,244,-1,4.06663,-1,-1,-1
Frame Marker,2,244,-1,4.09995,-1,-1,-1
Frame Marker,2,244,-1,4.1333,-1,-1,-1
Frame Marker,2,244,-1,4.16662,-1,-1,-1
Frame Marker,2,244,-1,4.19995,-1,-1,-1
Frame Marker,2,244,-1,4.2333,-1,-1,-1
Frame Marker,2,244,-1,4.26663,-1,-1,-1
Frame Marker,2,244,-1,4.29995,-1,-1,-1
Frame Marker,2,244,-1,4.3333,-1,-1,-1
Frame Marker,2,244,-1,4.36663,-1,-1,-1
Frame Marker,2,244,-1,4.39995,-1,-1,-1
Frame Marker,2,244,-1,4.4333,-1,-1,-1
Frame Marker,2,244,-1,4.46662,-1,-1,-1
Frame Marker,2,244,-1,4.49995,-1,-1,-1
Frame Marker,2,244,-1,4.5333,-1,-1,-1
Frame Marker,2,244,-1,4.56663,-1,-1,-1
Frame Marker,2,244,-1,4.59995,-1,-1,-1
Frame Marker,2,244,-1,4.63328,-1,-1,-1
Frame Marker,2,244,-1,4.66662,-1,-1,-1
Frame Marker,2,244,-1,4.69995,-1,-1,-1
Frame Marker,2,244,-1,4.73327,-1,-1,-1
Frame Marker,2,244,-1,4.76663,-1,-1,-1
Frame Marker,2,244,-1,4.79995,-1,-1,-1
Frame Marker,2,244,-1,4.83328,-1,-1,-1
Frame Marker,2,244,-1,4.86663,-1,-1,-1
Frame Marker,2,244,-1,4.89995,-1,-1,-1
Frame Marker,2,244,-1,4.93328,-1,-1,-1
Frame Marker,2,244,-1,4.96662,-1,-1,-1
Frame Marker,2,244,-1,4.99995,-1,-1,-1
Frame Marker,2,244,-1,5.03327,-1,-1,-1
Frame Marker,2,244,-1,5.06663,-1,-1,-1
Frame Marker,2,244,-1,5.09995,-1,-1,-1
Frame Marker,2,244,-1,5.13328,-1,-1,-1
Frame Marker,2,244,-1,5.16662,-1,-1,-1
Frame Marker,2,244,-1,5.19995,-1,-1,-1
Frame Marker,2,244,-1,5.23327,-1,-1,-1
Frame Marker,2,244,-1,5.26663,-1,-1,-1
Frame Marker,2,244,-1,5.29995,-1,-1,-1
Frame Marker,2,244,-1,5.33328,-1,-1,-1
Frame Marker,2,244,-1,5.36663,-1,-1,-1
Frame Marker,2,244,-1,5.39995,-1,-1,-1
Frame Marker,2,244,-1,5.43328,-1,-1,-1
Frame Marker,2,244,-1,5.4666,-1,-1,-1
Frame Marker,2,244,-1,5.49995,-1,-1,-1
Frame Marker,2,244,-1,5.53327,-1,-1,-1
Frame Marker,2,244,-1,5.5666,-1,-1,-1
Frame Marker,2,244,-1,5.59995,-1,-1,-1
Frame Marker,2,244,-1,5.63328,-1,-1,-1
Frame Marker,2,244,-1,5.6666,-1,-1,-1
Frame Marker,2,244,-1,5.69995,-1,-1,-1
Frame Marker,2,244,-1,5.73327,-1,-1,-1
Frame Marker,2,244,-1,5.7666,-1,-1,-1
Frame Marker,2,244,-1,5.79995,-1,-1,-1
Frame Marker,2,244,-1,5.83328,-1,-1,-1
Frame Marker,2,244,-1,5.8666,-1,-1,-1
Frame Marker,2,244,-1,5.89995,-1,-1,-1
Frame Marker,2,244,-1,5.93328,-1,-1,-1
Frame Marker,2,244,-1,5.9666,-1,-1,-1
Frame Marker,2,244,-1,5.99995,-1,-1,-1
Frame Marker,2,244,-1,6.03327,-1,-1,-1
Frame Marker,2,244,-1,6.0666,-1,-1,-1
Frame Marker,2,244,-1,6.09995,-1,-1,-1
Frame Marker,2,244,-1,6.13328,-1,-1,-1
Frame Marker,2,244,-1,6.1666,-1,-1,-1
Frame Marker,2,244,-1,6.19995,-1,-1,-1
Frame Marker,2,244,-1,6.23327,-1,-1,-1
Frame Marker,2,244,-1,6.2666,-1,-1,-1
Frame Marker,2,244,-1,6.29993,-1,-1,-1
Frame Marker,2,244,-1,6.33328,-1,-1,-1
Frame Marker,2,244,-1,6.3666,-1,-1,-1
Frame Marker,2,244,-1,6.39992,-1,-1,-1
Frame Marker,2,244,-1,6.43328,-1,-1,-1
Frame Marker,2,244,-1,6.4666,-1,-1,-1
Frame Marker,2,244,-1,6.49993,-1,-1,-1
Frame Marker,2,244,-1,6.53327,-1,-1,-1
Frame Marker,2,244,-1,6.5666,-1,-1,-1
Frame Marker,2,244,-1,6.59992,-1,-1,-1
Frame Marker,2,244,-1,6.63328,-1,-1,-1
Frame Marker,2,244,-1,6.6666,-1,-1,-1
Frame Marker,2,244,-1,6.69993,-1,-1,-1
Frame Marker,2,244,-1,6.73327,-1,-1,-1
Frame Marker,2,244,-1,6.7666,-1,-1,-1
Frame Marker,2,244,-1,6.79993,-1,-1,-1
Frame Marker,2,244,-1,6.83328,-1,-1,-1
Frame Marker,2,244,-1,6.8666,-1,-1,-1
Frame Marker,2,244,-1,6.89992,-1,-1,-1
Frame Marker,2,244,-1,6.93328,-1,-1,-1
Frame Marker,2,244,-1,6.9666,-1,-1,-1
Frame Marker,2,244,-1,6.99993,-1,-1,-1
Frame Marker,2,244,-1,7.03327,-1,-1,-1
Frame Marker,2,244,-1,7.0666,-1,-1,-1
Frame Marker,2,244,-1,7.09992,-1,-1,-1
Frame Marker,2,244,-1,7.13325,-1,-1,-1
Frame Marker,2,244,-1,7.1666,-1,-1,-1
Frame Marker,2,244,-1,7.19993,-1,-1,-1
Frame Marker,2,244,-1,7.23325,-1,-1,-1
Frame Marker,2,244,-1,7.2666,-1,-1,-1
Frame Marker,2,244,-1,7.29993,-1,-1,-1
Frame Marker,2,244,-1,7.33325,-1,-1,-1
Frame Marker,2,244,-1,7.3666,-1,-1,-1
Frame Marker,2,244,-1,7.39992,-1,-1,-1
Frame Marker,2,244,-1,7.43325,-1,-1,-1
Frame Marker,2,244,-1,7.4666,-1,-1,-1
Frame Marker,2,244,-1,7.49993,-1,-1,-1
Frame Marker,2,244,-1,7.53325,-1,-1,-1
Frame Marker,2,244,-1,7.5666,-1,-1,-1
Frame Marker,2,244,-1,7.59992,-1,-1,-1
Frame Marker,2,244,-1,7.63325,-1,-1,-1
Frame Marker,2,244,-1,7.6666,-1,-1,-1
Frame Marker,2,244,-1,7.69993,-1,-1,-1
Frame Marker,2,244,-1,7.73325,-1,-1,-1
Frame Marker,2,244,-1,7.7666,-1,-1,-1
Frame Marker,2,244,-1,7.79993,-1,-1,-1
Frame Marker,2,244,-1,7.83325,-1,-1,-1
Frame Marker,2,244,-1,7.8666,-1,-1,-1
Frame Marker,2,244,-1,7.89992,-1,-1,-1
Frame Marker,2,244,-1,7.93325,-1,-1,-1
Frame Marker,2,244,-1,7.96657,-1,-1,-1
Frame Marker,2,244,-1,7.99993,-1,-1,-1
Frame Marker,2,244,-1,8.03325,-1,-1,-1
Frame Marker,2,244,-1,8.06658,-1,-1,-1
Frame Marker,2,244,-1,8.09993,-1,-1,-1
Frame Marker,2,244,-1,8.13325,-1,-1,-1
Frame Marker,2,244,-1,8.16657,-1,-1,-1
Frame Marker,2,244,-1,8.19993,-1,-1,-1
Frame Marker,2,244,-1,8.23325,-1,-1,-1
Frame Marker,2,244,-1,8.26657,-1,-1,-1
Frame Marker,2,244,-1,8.29993,-1,-1,-1
Frame Marker,2,244,-1,8.33325,-1,-1,-1
Frame Marker,2,244,-1,8.36657,-1,-1,-1
Frame Marker,2,244,-1,8.39992,-1,-1,-1
Frame Marker,2,244,-1,8.43325,-1,-1,-1
Frame Marker,2,244,-1,8.46658,-1,-1,-1
Frame Marker,2,244,-1,8.49992,-1,-1,-1
Frame Marker,2,244,-1,8.53325,-1,-1,-1
Frame Marker,2,244,-1,8.56658,-1,-1,-1
Frame Marker,2,244,-1,8.59993,-1,-1,-1
Frame Marker,2,244,-1,8.63325,-1,-1,-1
Frame Marker,2,244,-1,8.66657,-1,-1,-1
Frame Marker,2,244,-1,8.69993,-1,-1,-1
Frame Marker,2,244,-1,8.73325,-1,-1,-1
Frame Marker,2,244,-1,8.76657,-1,-1,-1
Frame Marker,2,244,-1,8.7999,-1,-1,-1
Frame Marker,2,244,-1,8.83325,-1,-1,-1
Frame Marker,2,244,-1,8.86657,-1,-1,-1
Frame Marker,2,244,-1,8.8999,-1,-1,-1
Frame Marker,2,244,-1,8.93325,-1,-1,-1
Frame Marker,2,244,-1,8.96658,-1,-1,-1
Frame Marker,2,244,-1,8.9999,-1,-1,-1
Frame Marker,2,244,-1,9.03325,-1,-1,-1
Frame Marker,2,244,-1,9.06658,-1,-1,-1
Frame Marker,2,244,-1,9.0999,-1,-1,-1
Frame Marker,2,244,-1,9.13325,-1,-1,-1
Frame Marker,2,244,-1,9.16657,-1,-1,-1
Frame Marker,2,244,-1,9.1999,-1,-1,-1
Frame Marker,2,244,-1,9.23325,-1,-1,-1
Frame Marker,2,244,-1,9.26657,-1,-1,-1
Frame Marker,2,244,-1,9.2999,-1,-1,-1
Frame Marker,2,244,-1,9.33325,-1,-1,-1
Frame Marker,2,244,-1,9.36657,-1,-1,-1
Frame Marker,2,244,-1,9.3999,-1,-1,-1
Frame Marker,2,244,-1,9.43325,-1,-1,-1
Frame Marker,2,244,-1,9.46658,-1,-1,-1
Frame Marker,2,244,-1,9.4999,-1,-1,-1
Frame Marker,2,244,-1,9.53325,-1,-1,-1
Frame Marker,2,244,-1,9.56658,-1,-1,-1
Frame Marker,2,244,-1,9.5999,-1,-1,-1
Frame Marker,2,244,-1,9.63322,-1,-1,-1
Frame Marker,2,244,-1,9.66657,-1,-1,-1
Frame Marker,2,244,-1,9.6999,-1,-1,-1
Frame Marker,2,244,-1,9.73322,-1,-1,-1
Frame Marker,2,244,-1,9.76657,-1,-1,-1
Frame Marker,2,244,-1,9.7999,-1,-1,-1
Frame Marker,2,244,-1,9.83323,-1,-1,-1
Frame Marker,2,244,-1,9.86657,-1,-1,-1
Frame Marker,2,244,-1,9.8999,-1,-1,-1
Frame Marker,2,244,-1,9.93323,-1,-1,-1
Frame Marker,2,244,-1,9.96658,-1,-1,-1
Frame Marker,2,244,-1,9.9999,-1,-1,-1
Frame Marker,2,244,-1,10.0332,-1,-1,-1
Frame Marker,2,244,-1,10.0666,-1,-1,-1
Frame Marker,2,244,-1,10.0999,-1,-1,-1
Frame Marker,2,244,-1,10.1332,-1,-1,-1
Frame Marker,2,244,-1,10.1666,-1,-1,-1
Frame Marker,2,244,-1,10.1999,-1,-1,-1
Frame Marker,2,244,-1,10.2332,-1,-1,-1
Frame Marker,2,244,-1,10.2666,-1,-1,-1
Frame Marker,2,244,-1,10.2999,-1,-1,-1
Frame Marker,2,244,-1,10.3332,-1,-1,-1
Frame Marker,2,244,-1,10.3666,-1,-1,-1
Frame Marker,2,244,-1,10.3999,-1,-1,-1
Frame Marker,2,244,-1,10.4332,-1,-1,-1
Frame Marker,2,244,-1,10.4666,-1,-1,-1
Frame Marker,2,244,-1,10.4999,-1,-1,-1
Frame Marker,2,244,-1,10.5332,-1,-1,-1
Frame Marker,2,244,-1,10.5665,-1,-1,-1
Frame Marker,2,244,-1,10.5999,-1,-1,-1
Frame Marker,2,244,-1,10.6332,-1,-1,-1
Frame Marker,2,244,-1,10.6666,-1,-1,-1
Frame Marker,2,244,-1,10.6999,-1,-1,-1
Frame Marker,2,244,-1,10.7332,-1,-1,-1
Frame Marker,2,244,-1,10.7666,-1,-1,-1
Frame Marker,2,244,-1,10.7999,-1,-1,-1
Frame Marker,2,244,-1,10.8332,-1,-1,-1
Frame Marker,2,244,-1,10.8666,-1,-1,-1
Frame Marker,2,244,-1,10.8999,-1,-1,-1
Frame Marker,2,244,-1,10.9332,-1,-1,-1
Frame Marker,2,244,-1,10.9666,-1,-1,-1
Frame Marker,2,244,-1,10.9999,-1,-1,-1
Frame Marker,2,244,-1,11.0332,-1,-1,-1
Frame Marker,2,244,-1,11.0665,-1,-1,-1
Frame Marker,2,244,-1,11.0999,-1,-1,-1
Frame Marker,2,244,-1,11.1332,-1,-1,-1
Frame Marker,2,244,-1,11.1666,-1,-1,-1
Frame Marker,2,244,-1,11.1999,-1,-1,-1
Frame Marker,2,244,-1,11.2332,-1,-1,-1
Frame Marker,2,244,-1,11.2666,-1,-1,-1
Frame Marker,2,244,-1,11.2999,-1,-1,-1
Frame Marker,2,244,-1,11.3332,-1,-1,-1
Frame Marker,2,244,-1,11.3666,-1,-1,-1
Frame Marker,2,244,-1,11.3999,-1,-1,-1
Frame Marker,2,244,-1,11.4332,-1,-1,-1
Frame Marker,2,244,-1,11.4666,-1,-1,-1
Frame Marker,2,244,-1,11.4999,-1,-1,-1
Frame Marker,2,244,-1,11.5332,-1,-1,-1
Frame Marker,2,244,-1,11.5665,-1,-1,-1
Frame Marker,2,244,-1,11.5999,-1,-1,-1
Frame Marker,2,244,-1,11.6332,-1,-1,-1
Frame Marker,2,244,-1,11.6666,-1,-1,-1
Frame Marker,2,244,-1,11.6999,-1,-1,-1
Frame Marker,2,244,-1,11.7332,-1,-1,-1
Frame Marker,2,244,-1,11.7666,-1,-1,-1
Frame Marker,2,244,-1,11.7999,-1,-1,-1
Frame Marker,2,244,-1,11.8332,-1,-1,-1
Frame Marker,2,244,-1,11.8666,-1,-1,-1
Frame Marker,2,244,-1,11.8999,-1,-1,-1
Frame Marker,2,244,-1,11.9332,-1,-1,-1
Frame Marker,2,244,-1,11.9666,-1,-1,-1
Frame Marker,2,244,-1,11.9999,-1,-1,-1
Frame Marker,2,244,-1,12.0332,-1,-1,-1
Frame Marker,2,244,-1,12.0665,-1,-1,-1
Frame Marker,2,244,-1,12.0999,-1,-1,-1
Frame Marker,2,244,-1,12.1332,-1,-1,-1
Frame Marker,2,244,-1,12.1666,-1,-1,-1
Frame Marker,2,244,-1,12.1999,-1,-1,-1
Frame Marker,2,244,-1,12.2332,-1,-1,-1
Frame Marker,2,244,-1,12.2666,-1,-1,-1
Frame Marker,2,244,-1,12.2999,-1,-1,-1
Frame Marker,2,244,-1,12.3332,-1,-1,-1
Frame Marker,2,244,-1,12.3666,-1,-1,-1
Frame Marker,2,244,-1,12.3999,-1,-1,-1
Frame Marker,2,244,-1,12.4332,-1,-1,-1
Frame Marker,2,244,-1,12.4666,-1,-1,-1
Frame Marker,2,244,-1,12.4999,-1,-1,-1
Frame Marker,2,244,-1,12.5332,-1,-1,-1
Frame Marker,2,244,-1,12.5665,-1,-1,-1
Frame Marker,2,244,-1,12.5999,-1,-1,-1
Frame Marker,2,244,-1,12.6332,-1,-1,-1
Frame Marker,2,244,-1,12.6666,-1,-1,-1
Frame Marker,2,244,-1,12.6999,-1,-1,-1
Frame Marker,2,244,-1,12.7332,-1,-1,-1
Frame Marker,2,244,-1,12.7666,-1,-1,-1
Frame Marker,2,244,-1,12.7999,-1,-1,-1
Frame Marker,2,244,-1,12.8332,-1,-1,-1
Frame Marker,2,244,-1,12.8666,-1,-1,-1
Frame Marker,2,244,-1,12.8999,-1,-1,-1
Frame Marker,2,244,-1,12.9332,-1,-1,-1
Frame Marker,2,244,-1,12.9665,-1,-1,-1
Frame Marker,2,244,-1,12.9999,-1,-1,-1
Frame Marker,2,244,-1,13.0332,-1,-1,-1
Frame Marker,2,244,-1,13.0665,-1,-1,-1
Frame Marker,2,244,-1,13.0999,-1,-1,-1
Frame Marker,2,244,-1,13.1332,-1,-1,-1
Frame Marker,2,244,-1,13.1665,-1,-1,-1
Frame Marker,2,244,-1,13.1999,-1,-1,-1
Frame Marker,2,244,-1,13.2332,-1,-1,-1
Frame Marker,2,244,-1,13.2665,-1,-1,-1
Frame Marker,2,244,-1,13.2999,-1,-1,-1
Frame Marker,2,244,-1,13.3332,-1,-1,-1
Frame Marker,2,244,-1,13.3665,-1,-1,-1
Frame Marker,2,244,-1,13.3999,-1,-1,-1
Frame Marker,2,244,-1,13.4332,-1,-1,-1
Frame Marker,2,244,-1,13.4665,-1,-1,-1
Frame Marker,2,244,-1,13.4999,-1,-1,-1
Frame Marker,2,244,-1,13.5332,-1,-1,-1
Frame Marker,2,244,-1,13.5665,-1,-1,-1
Frame Marker,2,244,-1,13.5999,-1,-1,-1
Frame Marker,2,244,-1,13.6332,-1,-1,-1
Frame Marker,2,244,-1,13.6665,-1,-1,-1
Frame Marker,2,244,-1,13.6999,-1,-1,-1
Frame Marker,2,244,-1,13.7332,-1,-1,-1
Frame Marker,2,244,-1,13.7665,-1,-1,-1
Frame Marker,2,244,-1,13.7998,-1,-1,-1
Frame Marker,2,244,-1,13.8332,-1,-1,-1
Frame Marker,2,244,-1,13.8665,-1,-1,-1
Frame Marker,2,244,-1,13.8999,-1,-1,-1
Frame Marker,2,244,-1,13.9332,-1,-1,-1
Frame Marker,2,244,-1,13.9665,-1,-1,-1
Frame Marker,2,244,-1,13.9999,-1,-1,-1
Frame Marker,2,244,-1,14.0332,-1,-1,-1
Frame Marker,2,244,-1,14.0665,-1,-1,-1
Frame Marker,2,244,-1,14.0999,-1,-1,-1
Frame Marker,2,244,-1,14.1332,-1,-1,-1
Frame Marker,2,244,-1,14.1665,-1,-1,-1
Frame Marker,2,244,-1,14.1999,-1,-1,-1
Frame Marker,2,244,-1,14.2332,-1,-1,-1
Frame Marker,2,244,-1,14.2665,-1,-1,-1
Frame Marker,2,244,-1,14.2998,-1,-1,-1
Frame Marker,2,244,-1,14.3332,-1,-1,-1
Frame Marker,2,244,-1,14.3665,-1,-1,-1
Frame Marker,2,244,-1,14.3999,-1,-1,-1
Frame Marker,2,244,-1,14.4332,-1,-1,-1
Frame Marker,2,244,-1,14.4665,-1,-1,-1
Frame Marker,2,244,-1,14.4999,-1,-1,-1
Frame Marker,2,244,-1,14.5332,-1,-1,-1
Frame Marker,2,244,-1,14.5665,-1,-1,-1
Frame Marker,2,244,-1,14.5999,-1,-1,-1
Frame Marker,2,244,-1,14.6332,-1,-1,-1
Frame Marker,2,244,-1,14.6665,-1,-1,-1
Frame Marker,2,244,-1,14.6999,-1,-1,-1
Frame Marker,2,244,-1,14.7332,-1,-1,-1
Frame Marker,2,244,-1,14.7665,-1,-1,-1
Frame Marker,2,244,-1,14.7998,-1,-1,-1
Frame Marker,2,244,-1,14.8332,-1,-1,-1
Frame Marker,2,244,-1,14.8665,-1,-1,-1
Frame Marker,2,244,-1,14.8999,-1,-1,-1
Frame Marker,2,244,-1,14.9332,-1,-1,-1
Frame Marker,2,244,-1,14.9665,-1,-1,-1
Frame Marker,2,244,-1,14.9999,-1,-1,-1
Frame Marker,2,244,-1,15.0332,-1,-1,-1
Frame Marker,2,244,-1,15.0665,-1,-1,-1
Frame Marker,2,244,-1,15.0999,-1,-1,-1
Frame Marker,2,244,-1,15.1332,-1,-1,-1
Frame Marker,2,244,-1,15.1665,-1,-1,-1
Frame Marker,2,244,-1,15.1999,-1,-1,-1
Frame Marker,2,244,-1,15.2332,-1,-1,-1
Frame Marker,2,244,-1,15.2665,-1,-1,-1
Frame Marker,2,244,-1,15.2998,-1,-1,-1
Frame Marker,2,244,-1,15.3332,-1,-1,-1
Frame Marker,2,244,-1,15.3665,-1,-1,-1
Frame Marker,2,244,-1,15.3999,-1,-1,-1
Frame Marker,2,244,-1,15.4332,-1,-1,-1
Frame Marker,2,244,-1,15.4665,-1,-1,-1
Frame Marker,2,244,-1,15.4999,-1,-1,-1
Frame Marker,2,244,-1,15.5332,-1,-1,-1
Frame Marker,2,244,-1,15.5665,-1,-1,-1
Frame Marker,2,244,-1,15.5999,-1,-1,-1
Frame Marker,2,244,-1,15.6332,-1,-1,-1
Frame Marker,2,244,-1,15.6665,-1,-1,-1
Frame Marker,2,244,-1,15.6999,-1,-1,-1
Frame Marker,2,244,-1,15.7332,-1,-1,-1
Frame Marker,2,244,-1,15.7665,-1,-1,-1
Frame Marker,2,244,-1,15.7998,-1,-1,-1
Frame Marker,2,244,-1,15.8332,-1,-1,-1
Frame Marker,2,244,-1,15.8665,-1,-1,-1
Frame Marker,2,244,-1,15.8999,-1,-1,-1
Frame Marker,2,244,-1,15.9332,-1,-1,-1
Frame Marker,2,244,-1,15.9665,-1,-1,-1
Frame Marker,2,244,-1,15.9999,-1,-1,-1
Frame Marker,2,244,-1,16.0332,-1,-1,-1
Frame Marker,2,244,-1,16.0665,-1,-1,-1
Frame Marker,2,244,-1,16.0999,-1,-1,-1
Frame Marker,2,244,-1,16.1332,-1,-1,-1
Frame Marker,2,244,-1,16.1665,-1,-1,-1
Frame Marker,2,244,-1,16.1999,-1,-1,-1
Frame Marker,2,244,-1,16.2332,-1,-1,-1
Frame Marker,2,244,-1,16.2665,-1,-1,-1
Frame Marker,2,244,-1,16.2998,-1,-1,-1
Frame Marker,2,244,-1,16.3332,-1,-1,-1
Frame Marker,2,244,-1,16.3665,-1,-1,-1
Frame Marker,2,244,-1,16.3998,-1,-1,-1
Frame Marker,2,244,-1,16.4332,-1,-1,-1
Frame Marker,2,244,-1,16.4665,-1,-1,-1
Frame Marker,2,244,-1,16.4998,-1,-1,-1
Frame Marker,2,244,-1,16.5332,-1,-1,-1
