Marker Name,Marker Type,Marker Event Id,Marker Event Id 2,TimeStamp,TimeStamp2,value1,value2
Frame Marker,2,244,-1,614.161,-1,-1,-1
Frame Marker,2,244,-1,614.194,-1,-1,-1
Frame Marker,2,244,-1,614.227,-1,-1,-1
Frame Marker,2,244,-1,614.261,-1,-1,-1
Frame Marker,2,244,-1,614.294,-1,-1,-1
Frame Marker,2,244,-1,614.327,-1,-1,-1
Frame Marker,2,244,-1,614.361,-1,-1,-1
Frame Marker,2,244,-1,614.394,-1,-1,-1
Frame Marker,2,244,-1,614.427,-1,-1,-1
Frame Marker,2,244,-1,614.461,-1,-1,-1
Frame Marker,2,244,-1,614.494,-1,-1,-1
Frame Marker,2,244,-1,614.527,-1,-1,-1
Frame Marker,2,244,-1,614.561,-1,-1,-1
Frame Marker,2,244,-1,614.594,-1,-1,-1
Frame Marker,2,244,-1,614.627,-1,-1,-1
Frame Marker,2,244,-1,614.661,-1,-1,-1
Frame Marker,2,244,-1,614.694,-1,-1,-1
Frame Marker,2,244,-1,614.727,-1,-1,-1
Frame Marker,2,244,-1,614.761,-1,-1,-1
Frame Marker,2,244,-1,614.794,-1,-1,-1
Frame Marker,2,244,-1,614.827,-1,-1,-1
Frame Marker,2,244,-1,614.861,-1,-1,-1
Frame Marker,2,244,-1,614.894,-1,-1,-1
Frame Marker,2,244,-1,614.927,-1,-1,-1
Frame Marker,2,244,-1,614.961,-1,-1,-1
Frame Marker,2,244,-1,614.994,-1,-1,-1
Frame Marker,2,244,-1,615.027,-1,-1,-1
Frame Marker,2,244,-1,615.061,-1,-1,-1
Frame Marker,2,244,-1,615.094,-1,-1,-1
Frame Marker,2,244,-1,615.127,-1,-1,-1
Frame Marker,2,244,-1,615.161,-1,-1,-1
Frame Marker,2,244,-1,615.194,-1,-1,-1
Frame Marker,2,244,-1,615.227,-1,-1,-1
Frame Marker,2,244,-1,615.261,-1,-1,-1
Frame Marker,2,244,-1,615.294,-1,-1,-1
Frame Marker,2,244,-1,615.327,-1,-1,-1
Frame Marker,2,244,-1,615.361,-1,-1,-1
Frame Marker,2,244,-1,615.394,-1,-1,-1
Frame Marker,2,244,-1,615.427,-1,-1,-1
Frame Marker,2,244,-1,615.461,-1,-1,-1
Frame Marker,2,244,-1,615.494,-1,-1,-1
Frame Marker,2,244,-1,615.527,-1,-1,-1
Frame Marker,2,244,-1,615.561,-1,-1,-1
Frame Marker,2,244,-1,615.594,-1,-1,-1
Frame Marker,2,244,-1,615.627,-1,-1,-1
Frame Marker,2,244,-1,615.66,-1,-1,-1
Frame Marker,2,244,-1,615.694,-1,-1,-1
Frame Marker,2,244,-1,615.727,-1,-1,-1
Frame Marker,2,244,-1,615.76,-1,-1,-1
Frame Marker,2,244,-1,615.794,-1,-1,-1
Frame Marker,2,244,-1,615.827,-1,-1,-1
Frame Marker,2,244,-1,615.861,-1,-1,-1
Frame Marker,2,244,-1,615.894,-1,-1,-1
Frame Marker,2,244,-1,615.927,-1,-1,-1
Frame Marker,2,244,-1,615.961,-1,-1,-1
Frame Marker,2,244,-1,615.994,-1,-1,-1
Frame Marker,2,244,-1,616.027,-1,-1,-1
Frame Marker,2,244,-1,616.061,-1,-1,-1
Frame Marker,2,244,-1,616.094,-1,-1,-1
Frame Marker,2,244,-1,616.127,-1,-1,-1
Frame Marker,2,244,-1,616.16,-1,-1,-1
Frame Marker,2,244,-1,616.194,-1,-1,-1
Frame Marker,2,244,-1,616.227,-1,-1,-1
Frame Marker,2,244,-1,616.26,-1,-1,-1
Frame Marker,2,244,-1,616.294,-1,-1,-1
Frame Marker,2,244,-1,616.327,-1,-1,-1
Frame Marker,2,244,-1,616.361,-1,-1,-1
Frame Marker,2,244,-1,616.394,-1,-1,-1
Frame Marker,2,244,-1,616.427,-1,-1,-1
Frame Marker,2,244,-1,616.461,-1,-1,-1
Frame Marker,2,244,-1,616.494,-1,-1,-1
Frame Marker,2,244,-1,616.527,-1,-1,-1
Frame Marker,2,244,-1,616.561,-1,-1,-1
Frame Marker,2,244,-1,616.594,-1,-1,-1
Frame Marker,2,244,-1,616.627,-1,-1,-1
Frame Marker,2,244,-1,616.66,-1,-1,-1
Frame Marker,2,244,-1,616.694,-1,-1,-1
Frame Marker,2,244,-1,616.727,-1,-1,-1
Frame Marker,2,244,-1,616.76,-1,-1,-1
Frame Marker,2,244,-1,616.794,-1,-1,-1
Frame Marker,2,244,-1,616.827,-1,-1,-1
Frame Marker,2,244,-1,616.861,-1,-1,-1
Frame Marker,2,244,-1,616.894,-1,-1,-1
Frame Marker,2,244,-1,616.927,-1,-1,-1
Frame Marker,2,244,-1,616.961,-1,-1,-1
Frame Marker,2,244,-1,616.994,-1,-1,-1
Frame Marker,2,244,-1,617.027,-1,-1,-1
Frame Marker,2,244,-1,617.061,-1,-1,-1
Frame Marker,2,244,-1,617.094,-1,-1,-1
Frame Marker,2,244,-1,617.127,-1,-1,-1
Frame Marker,2,244,-1,617.16,-1,-1,-1
Frame Marker,2,244,-1,617.194,-1,-1,-1
Frame Marker,2,244,-1,617.227,-1,-1,-1
Frame Marker,2,244,-1,617.26,-1,-1,-1
Frame Marker,2,244,-1,617.294,-1,-1,-1
Frame Marker,2,244,-1,617.327,-1,-1,-1
Frame Marker,2,244,-1,617.361,-1,-1,-1
Frame Marker,2,244,-1,617.394,-1,-1,-1
Frame Marker,2,244,-1,617.427,-1,-1,-1
Frame Marker,2,244,-1,617.461,-1,-1,-1
Frame Marker,2,244,-1,617.494,-1,-1,-1
Frame Marker,2,244,-1,617.527,-1,-1,-1
Frame Marker,2,244,-1,617.561,-1,-1,-1
Frame Marker,2,244,-1,617.594,-1,-1,-1
Frame Marker,2,244,-1,617.627,-1,-1,-1
Frame Marker,2,244,-1,617.66,-1,-1,-1
Frame Marker,2,244,-1,617.694,-1,-1,-1
Frame Marker,2,244,-1,617.727,-1,-1,-1
Frame Marker,2,244,-1,617.76,-1,-1,-1
Frame Marker,2,244,-1,617.794,-1,-1,-1
Frame Marker,2,244,-1,617.827,-1,-1,-1
Frame Marker,2,244,-1,617.861,-1,-1,-1
Frame Marker,2,244,-1,617.894,-1,-1,-1
Frame Marker,2,244,-1,617.927,-1,-1,-1
Frame Marker,2,244,-1,617.96,-1,-1,-1
Frame Marker,2,244,-1,617.994,-1,-1,-1
Frame Marker,2,244,-1,618.027,-1,-1,-1
Frame Marker,2,244,-1,618.06,-1,-1,-1
Frame Marker,2,244,-1,618.094,-1,-1,-1
Frame Marker,2,244,-1,618.127,-1,-1,-1
Frame Marker,2,244,-1,618.16,-1,-1,-1
Frame Marker,2,244,-1,618.194,-1,-1,-1
Frame Marker,2,244,-1,618.227,-1,-1,-1
Frame Marker,2,244,-1,618.26,-1,-1,-1
Frame Marker,2,244,-1,618.294,-1,-1,-1
Frame Marker,2,244,-1,618.327,-1,-1,-1
Frame Marker,2,244,-1,618.36,-1,-1,-1
Frame Marker,2,244,-1,618.394,-1,-1,-1
Frame Marker,2,244,-1,618.427,-1,-1,-1
Frame Marker,2,244,-1,618.46,-1,-1,-1
Frame Marker,2,244,-1,618.494,-1,-1,-1
Frame Marker,2,244,-1,618.527,-1,-1,-1
Frame Marker,2,244,-1,618.56,-1,-1,-1
Frame Marker,2,244,-1,618.594,-1,-1,-1
Frame Marker,2,244,-1,618.627,-1,-1,-1
Frame Marker,2,244,-1,618.66,-1,-1,-1
Frame Marker,2,244,-1,618.694,-1,-1,-1
Frame Marker,2,244,-1,618.727,-1,-1,-1
Frame Marker,2,244,-1,618.76,-1,-1,-1
Frame Marker,2,244,-1,618.794,-1,-1,-1
Frame Marker,2,244,-1,618.827,-1,-1,-1
Frame Marker,2,244,-1,618.86,-1,-1,-1
Frame Marker,2,244,-1,618.894,-1,-1,-1
Frame Marker,2,244,-1,618.927,-1,-1,-1
Frame Marker,2,244,-1,618.96,-1,-1,-1
Frame Marker,2,244,-1,618.994,-1,-1,-1
Frame Marker,2,244,-1,619.027,-1,-1,-1
Frame Marker,2,244,-1,619.06,-1,-1,-1
Frame Marker,2,244,-1,619.094,-1,-1,-1
Frame Marker,2,244,-1,619.127,-1,-1,-1
Frame Marker,2,244,-1,619.16,-1,-1,-1
Frame Marker,2,244,-1,619.194,-1,-1,-1
Frame Marker,2,244,-1,619.227,-1,-1,-1
Frame Marker,2,244,-1,619.26,-1,-1,-1
Frame Marker,2,244,-1,619.294,-1,-1,-1
Frame Marker,2,244,-1,619.327,-1,-1,-1
Frame Marker,2,244,-1,619.36,-1,-1,-1
Frame Marker,2,244,-1,619.394,-1,-1,-1
Frame Marker,2,244,-1,619.427,-1,-1,-1
Frame Marker,2,244,-1,619.46,-1,-1,-1
Frame Marker,2,244,-1,619.494,-1,-1,-1
Frame Marker,2,244,-1,619.527,-1,-1,-1
Frame Marker,2,244,-1,619.56,-1,-1,-1
Frame Marker,2,244,-1,619.594,-1,-1,-1
Frame Marker,2,244,-1,619.627,-1,-1,-1
Frame Marker,2,244,-1,619.66,-1,-1,-1
Frame Marker,2,244,-1,619.694,-1,-1,-1
Frame Marker,2,244,-1,619.727,-1,-1,-1
Frame Marker,2,244,-1,619.76,-1,-1,-1
Frame Marker,2,244,-1,619.794,-1,-1,-1
Frame Marker,2,244,-1,619.827,-1,-1,-1
Frame Marker,2,244,-1,619.86,-1,-1,-1
Frame Marker,2,244,-1,619.894,-1,-1,-1
Frame Marker,2,244,-1,619.927,-1,-1,-1
Frame Marker,2,244,-1,619.96,-1,-1,-1
Frame Marker,2,244,-1,619.994,-1,-1,-1
Frame Marker,2,244,-1,620.027,-1,-1,-1
Frame Marker,2,244,-1,620.06,-1,-1,-1
Frame Marker,2,244,-1,620.094,-1,-1,-1
Frame Marker,2,244,-1,620.127,-1,-1,-1
Frame Marker,2,244,-1,620.16,-1,-1,-1
Frame Marker,2,244,-1,620.194,-1,-1,-1
Frame Marker,2,244,-1,620.227,-1,-1,-1
Frame Marker,2,244,-1,620.26,-1,-1,-1
Frame Marker,2,244,-1,620.294,-1,-1,-1
Frame Marker,2,244,-1,620.327,-1,-1,-1
Frame Marker,2,244,-1,620.36,-1,-1,-1
Frame Marker,2,244,-1,620.394,-1,-1,-1
Frame Marker,2,244,-1,620.427,-1,-1,-1
Frame Marker,2,244,-1,620.46,-1,-1,-1
Frame Marker,2,244,-1,620.494,-1,-1,-1
Frame Marker,2,244,-1,620.527,-1,-1,-1
Frame Marker,2,244,-1,620.56,-1,-1,-1
Frame Marker,2,244,-1,620.594,-1,-1,-1
Frame Marker,2,244,-1,620.627,-1,-1,-1
Frame Marker,2,244,-1,620.66,-1,-1,-1
Frame Marker,2,244,-1,620.694,-1,-1,-1
Frame Marker,2,244,-1,620.727,-1,-1,-1
Frame Marker,2,244,-1,620.76,-1,-1,-1
Frame Marker,2,244,-1,620.794,-1,-1,-1
Frame Marker,2,244,-1,620.827,-1,-1,-1
Frame Marker,2,244,-1,620.86,-1,-1,-1
Frame Marker,2,244,-1,620.894,-1,-1,-1
Frame Marker,2,244,-1,620.927,-1,-1,-1
Frame Marker,2,244,-1,620.96,-1,-1,-1
Frame Marker,2,244,-1,620.994,-1,-1,-1
Frame Marker,2,244,-1,621.027,-1,-1,-1
Frame Marker,2,244,-1,621.06,-1,-1,-1
Frame Marker,2,244,-1,621.094,-1,-1,-1
Frame Marker,2,244,-1,621.127,-1,-1,-1
Frame Marker,2,244,-1,621.16,-1,-1,-1
Frame Marker,2,244,-1,621.194,-1,-1,-1
Frame Marker,2,244,-1,621.227,-1,-1,-1
Frame Marker,2,244,-1,621.26,-1,-1,-1
Frame Marker,2,244,-1,621.294,-1,-1,-1
Frame Marker,2,244,-1,621.327,-1,-1,-1
Frame Marker,2,244,-1,621.36,-1,-1,-1
Frame Marker,2,244,-1,621.394,-1,-1,-1
Frame Marker,2,244,-1,621.427,-1,-1,-1
Frame Marker,2,244,-1,621.46,-1,-1,-1
Frame Marker,2,244,-1,621.494,-1,-1,-1
Frame Marker,2,244,-1,621.527,-1,-1,-1
Frame Marker,2,244,-1,621.56,-1,-1,-1
Frame Marker,2,244,-1,621.594,-1,-1,-1
Frame Marker,2,244,-1,621.627,-1,-1,-1
Frame Marker,2,244,-1,621.66,-1,-1,-1
Frame Marker,2,244,-1,621.694,-1,-1,-1
Frame Marker,2,244,-1,621.727,-1,-1,-1
Frame Marker,2,244,-1,621.76,-1,-1,-1
Frame Marker,2,244,-1,621.794,-1,-1,-1
Frame Marker,2,244,-1,621.827,-1,-1,-1
Frame Marker,2,244,-1,621.86,-1,-1,-1
Frame Marker,2,244,-1,621.894,-1,-1,-1
Frame Marker,2,244,-1,621.927,-1,-1,-1
Frame Marker,2,244,-1,621.96,-1,-1,-1
Frame Marker,2,244,-1,621.994,-1,-1,-1
Frame Marker,2,244,-1,622.027,-1,-1,-1
Frame Marker,2,244,-1,622.06,-1,-1,-1
Frame Marker,2,244,-1,622.094,-1,-1,-1
Frame Marker,2,244,-1,622.127,-1,-1,-1
Frame Marker,2,244,-1,622.16,-1,-1,-1
Frame Marker,2,244,-1,622.194,-1,-1,-1
Frame Marker,2,244,-1,622.227,-1,-1,-1
Frame Marker,2,244,-1,622.26,-1,-1,-1
Frame Marker,2,244,-1,622.294,-1,-1,-1
Frame Marker,2,244,-1,622.327,-1,-1,-1
Frame Marker,2,244,-1,622.36,-1,-1,-1
Frame Marker,2,244,-1,622.394,-1,-1,-1
Frame Marker,2,244,-1,622.427,-1,-1,-1
Frame Marker,2,244,-1,622.46,-1,-1,-1
Frame Marker,2,244,-1,622.494,-1,-1,-1
Frame Marker,2,244,-1,622.527,-1,-1,-1
Frame Marker,2,244,-1,622.56,-1,-1,-1
Frame Marker,2,244,-1,622.594,-1,-1,-1
Frame Marker,2,244,-1,622.627,-1,-1,-1
Frame Marker,2,244,-1,622.66,-1,-1,-1
Frame Marker,2,244,-1,622.694,-1,-1,-1
Frame Marker,2,244,-1,622.727,-1,-1,-1
Frame Marker,2,244,-1,622.76,-1,-1,-1
Frame Marker,2,244,-1,622.794,-1,-1,-1
Frame Marker,2,244,-1,622.827,-1,-1,-1
Frame Marker,2,244,-1,622.86,-1,-1,-1
Frame Marker,2,244,-1,622.894,-1,-1,-1
Frame Marker,2,244,-1,622.927,-1,-1,-1
Frame Marker,2,244,-1,622.96,-1,-1,-1
Frame Marker,2,244,-1,622.994,-1,-1,-1
Frame Marker,2,244,-1,623.027,-1,-1,-1
Frame Marker,2,244,-1,623.06,-1,-1,-1
Frame Marker,2,244,-1,623.094,-1,-1,-1
Frame Marker,2,244,-1,623.127,-1,-1,-1
Frame Marker,2,244,-1,623.16,-1,-1,-1
Frame Marker,2,244,-1,623.194,-1,-1,-1
Frame Marker,2,244,-1,623.227,-1,-1,-1
Frame Marker,2,244,-1,623.26,-1,-1,-1
Frame Marker,2,244,-1,623.294,-1,-1,-1
Frame Marker,2,244,-1,623.327,-1,-1,-1
Frame Marker,2,244,-1,623.36,-1,-1,-1
Frame Marker,2,244,-1,623.394,-1,-1,-1
Frame Marker,2,244,-1,623.427,-1,-1,-1
Frame Marker,2,244,-1,623.46,-1,-1,-1
Frame Marker,2,244,-1,623.494,-1,-1,-1
Frame Marker,2,244,-1,623.527,-1,-1,-1
Frame Marker,2,244,-1,623.56,-1,-1,-1
Frame Marker,2,244,-1,623.594,-1,-1,-1
Frame Marker,2,244,-1,623.627,-1,-1,-1
Frame Marker,2,244,-1,623.66,-1,-1,-1
Frame Marker,2,244,-1,623.694,-1,-1,-1
Frame Marker,2,244,-1,623.727,-1,-1,-1
Frame Marker,2,244,-1,623.76,-1,-1,-1
Frame Marker,2,244,-1,623.794,-1,-1,-1
Frame Marker,2,244,-1,623.827,-1,-1,-1
Frame Marker,2,244,-1,623.86,-1,-1,-1
Frame Marker,2,244,-1,623.894,-1,-1,-1
Frame Marker,2,244,-1,623.927,-1,-1,-1
Frame Marker,2,244,-1,623.96,-1,-1,-1
Frame Marker,2,244,-1,623.994,-1,-1,-1
Frame Marker,2,244,-1,624.027,-1,-1,-1
Frame Marker,2,244,-1,624.06,-1,-1,-1
Frame Marker,2,244,-1,624.094,-1,-1,-1
Frame Marker,2,244,-1,624.127,-1,-1,-1
Frame Marker,2,244,-1,624.16,-1,-1,-1
Frame Marker,2,244,-1,624.194,-1,-1,-1
Frame Marker,2,244,-1,624.227,-1,-1,-1
Frame Marker,2,244,-1,624.26,-1,-1,-1
Frame Marker,2,244,-1,624.294,-1,-1,-1
Frame Marker,2,244,-1,624.327,-1,-1,-1
Frame Marker,2,244,-1,624.36,-1,-1,-1
Frame Marker,2,244,-1,624.394,-1,-1,-1
Frame Marker,2,244,-1,624.427,-1,-1,-1
Frame Marker,2,244,-1,624.46,-1,-1,-1
Frame Marker,2,244,-1,624.494,-1,-1,-1
Frame Marker,2,244,-1,624.527,-1,-1,-1
Frame Marker,2,244,-1,624.56,-1,-1,-1
Frame Marker,2,244,-1,624.594,-1,-1,-1
Frame Marker,2,244,-1,624.627,-1,-1,-1
Frame Marker,2,244,-1,624.66,-1,-1,-1
Frame Marker,2,244,-1,624.694,-1,-1,-1
Frame Marker,2,244,-1,624.727,-1,-1,-1
Frame Marker,2,244,-1,624.76,-1,-1,-1
Frame Marker,2,244,-1,624.794,-1,-1,-1
Frame Marker,2,244,-1,624.827,-1,-1,-1
Frame Marker,2,244,-1,624.86,-1,-1,-1
Frame Marker,2,244,-1,624.894,-1,-1,-1
Frame Marker,2,244,-1,624.927,-1,-1,-1
Frame Marker,2,244,-1,624.96,-1,-1,-1
Frame Marker,2,244,-1,624.994,-1,-1,-1
Frame Marker,2,244,-1,625.027,-1,-1,-1
Frame Marker,2,244,-1,625.06,-1,-1,-1
Frame Marker,2,244,-1,625.094,-1,-1,-1
Frame Marker,2,244,-1,625.127,-1,-1,-1
Frame Marker,2,244,-1,625.16,-1,-1,-1
Frame Marker,2,244,-1,625.194,-1,-1,-1
Frame Marker,2,244,-1,625.227,-1,-1,-1
Frame Marker,2,244,-1,625.26,-1,-1,-1
Frame Marker,2,244,-1,625.294,-1,-1,-1
Frame Marker,2,244,-1,625.327,-1,-1,-1
Frame Marker,2,244,-1,625.36,-1,-1,-1
Frame Marker,2,244,-1,625.394,-1,-1,-1
Frame Marker,2,244,-1,625.427,-1,-1,-1
Frame Marker,2,244,-1,625.46,-1,-1,-1
Frame Marker,2,244,-1,625.494,-1,-1,-1
Frame Marker,2,244,-1,625.527,-1,-1,-1
Frame Marker,2,244,-1,625.56,-1,-1,-1
Frame Marker,2,244,-1,625.594,-1,-1,-1
Frame Marker,2,244,-1,625.627,-1,-1,-1
Frame Marker,2,244,-1,625.66,-1,-1,-1
Frame Marker,2,244,-1,625.694,-1,-1,-1
Frame Marker,2,244,-1,625.727,-1,-1,-1
Frame Marker,2,244,-1,625.76,-1,-1,-1
Frame Marker,2,244,-1,625.794,-1,-1,-1
Frame Marker,2,244,-1,625.827,-1,-1,-1
Frame Marker,2,244,-1,625.86,-1,-1,-1
Frame Marker,2,244,-1,625.894,-1,-1,-1
Frame Marker,2,244,-1,625.927,-1,-1,-1
Frame Marker,2,244,-1,625.96,-1,-1,-1
Frame Marker,2,244,-1,625.994,-1,-1,-1
Frame Marker,2,244,-1,626.027,-1,-1,-1
Frame Marker,2,244,-1,626.06,-1,-1,-1
Frame Marker,2,244,-1,626.094,-1,-1,-1
Frame Marker,2,244,-1,626.127,-1,-1,-1
Frame Marker,2,244,-1,626.16,-1,-1,-1
Frame Marker,2,244,-1,626.194,-1,-1,-1
Frame Marker,2,244,-1,626.227,-1,-1,-1
Frame Marker,2,244,-1,626.26,-1,-1,-1
Frame Marker,2,244,-1,626.294,-1,-1,-1
Frame Marker,2,244,-1,626.327,-1,-1,-1
Frame Marker,2,244,-1,626.36,-1,-1,-1
Frame Marker,2,244,-1,626.394,-1,-1,-1
Frame Marker,2,244,-1,626.427,-1,-1,-1
Frame Marker,2,244,-1,626.46,-1,-1,-1
Frame Marker,2,244,-1,626.494,-1,-1,-1
Frame Marker,2,244,-1,626.527,-1,-1,-1
Frame Marker,2,244,-1,626.56,-1,-1,-1
Frame Marker,2,244,-1,626.594,-1,-1,-1
Frame Marker,2,244,-1,626.627,-1,-1,-1
Frame Marker,2,244,-1,626.66,-1,-1,-1
Frame Marker,2,244,-1,626.694,-1,-1,-1
Frame Marker,2,244,-1,626.727,-1,-1,-1
Frame Marker,2,244,-1,626.76,-1,-1,-1
Frame Marker,2,244,-1,626.794,-1,-1,-1
Frame Marker,2,244,-1,626.827,-1,-1,-1
Frame Marker,2,244,-1,626.86,-1,-1,-1
Frame Marker,2,244,-1,626.894,-1,-1,-1
Frame Marker,2,244,-1,626.927,-1,-1,-1
Frame Marker,2,244,-1,626.96,-1,-1,-1
Frame Marker,2,244,-1,626.994,-1,-1,-1
Frame Marker,2,244,-1,627.027,-1,-1,-1
Frame Marker,2,244,-1,627.06,-1,-1,-1
Frame Marker,2,244,-1,627.094,-1,-1,-1
Frame Marker,2,244,-1,627.127,-1,-1,-1
Frame Marker,2,244,-1,627.16,-1,-1,-1
Frame Marker,2,244,-1,627.194,-1,-1,-1
Frame Marker,2,244,-1,627.227,-1,-1,-1
Frame Marker,2,244,-1,627.26,-1,-1,-1
Frame Marker,2,244,-1,627.294,-1,-1,-1
Frame Marker,2,244,-1,627.327,-1,-1,-1
Frame Marker,2,244,-1,627.36,-1,-1,-1
Frame Marker,2,244,-1,627.394,-1,-1,-1
Frame Marker,2,244,-1,627.427,-1,-1,-1
Frame Marker,2,244,-1,627.46,-1,-1,-1
Frame Marker,2,244,-1,627.494,-1,-1,-1
Frame Marker,2,244,-1,627.527,-1,-1,-1
Frame Marker,2,244,-1,627.56,-1,-1,-1
Frame Marker,2,244,-1,627.594,-1,-1,-1
Frame Marker,2,244,-1,627.627,-1,-1,-1
Frame Marker,2,244,-1,627.66,-1,-1,-1
Frame Marker,2,244,-1,627.694,-1,-1,-1
Frame Marker,2,244,-1,627.727,-1,-1,-1
Frame Marker,2,244,-1,627.76,-1,-1,-1
Frame Marker,2,244,-1,627.794,-1,-1,-1
Frame Marker,2,244,-1,627.827,-1,-1,-1
Frame Marker,2,244,-1,627.86,-1,-1,-1
Frame Marker,2,244,-1,627.894,-1,-1,-1
Frame Marker,2,244,-1,627.927,-1,-1,-1
Frame Marker,2,244,-1,627.96,-1,-1,-1
Frame Marker,2,244,-1,627.994,-1,-1,-1
Frame Marker,2,244,-1,628.027,-1,-1,-1
Frame Marker,2,244,-1,628.06,-1,-1,-1
Frame Marker,2,244,-1,628.094,-1,-1,-1
Frame Marker,2,244,-1,628.127,-1,-1,-1
Frame Marker,2,244,-1,628.16,-1,-1,-1
Frame Marker,2,244,-1,628.194,-1,-1,-1
Frame Marker,2,244,-1,628.227,-1,-1,-1
Frame Marker,2,244,-1,628.26,-1,-1,-1
Frame Marker,2,244,-1,628.294,-1,-1,-1
Frame Marker,2,244,-1,628.327,-1,-1,-1
Frame Marker,2,244,-1,628.36,-1,-1,-1
Frame Marker,2,244,-1,628.394,-1,-1,-1
Frame Marker,2,244,-1,628.427,-1,-1,-1
Frame Marker,2,244,-1,628.46,-1,-1,-1
Frame Marker,2,244,-1,628.494,-1,-1,-1
Frame Marker,2,244,-1,628.527,-1,-1,-1
Frame Marker,2,244,-1,628.56,-1,-1,-1
Frame Marker,2,244,-1,628.594,-1,-1,-1
Frame Marker,2,244,-1,628.627,-1,-1,-1
Frame Marker,2,244,-1,628.66,-1,-1,-1
Frame Marker,2,244,-1,628.694,-1,-1,-1
Frame Marker,2,244,-1,628.727,-1,-1,-1
Frame Marker,2,244,-1,628.76,-1,-1,-1
Frame Marker,2,244,-1,628.794,-1,-1,-1
Frame Marker,2,244,-1,628.827,-1,-1,-1
Frame Marker,2,244,-1,628.86,-1,-1,-1
Frame Marker,2,244,-1,628.894,-1,-1,-1
Frame Marker,2,244,-1,628.927,-1,-1,-1
Frame Marker,2,244,-1,628.96,-1,-1,-1
Frame Marker,2,244,-1,628.994,-1,-1,-1
Frame Marker,2,244,-1,629.027,-1,-1,-1
Frame Marker,2,244,-1,629.06,-1,-1,-1
Frame Marker,2,244,-1,629.094,-1,-1,-1
Frame Marker,2,244,-1,629.127,-1,-1,-1
Frame Marker,2,244,-1,629.16,-1,-1,-1
Frame Marker,2,244,-1,629.194,-1,-1,-1
Frame Marker,2,244,-1,629.227,-1,-1,-1
Frame Marker,2,244,-1,629.26,-1,-1,-1
Frame Marker,2,244,-1,629.294,-1,-1,-1
Frame Marker,2,244,-1,629.327,-1,-1,-1
Frame Marker,2,244,-1,629.36,-1,-1,-1
Frame Marker,2,244,-1,629.394,-1,-1,-1
Frame Marker,2,244,-1,629.427,-1,-1,-1
Frame Marker,2,244,-1,629.46,-1,-1,-1
Frame Marker,2,244,-1,629.494,-1,-1,-1
Frame Marker,2,244,-1,629.527,-1,-1,-1
Frame Marker,2,244,-1,629.56,-1,-1,-1
Frame Marker,2,244,-1,629.594,-1,-1,-1
Frame Marker,2,244,-1,629.627,-1,-1,-1
Frame Marker,2,244,-1,629.66,-1,-1,-1
Frame Marker,2,244,-1,629.694,-1,-1,-1
Frame Marker,2,244,-1,629.727,-1,-1,-1
Frame Marker,2,244,-1,629.76,-1,-1,-1
Frame Marker,2,244,-1,629.794,-1,-1,-1
Frame Marker,2,244,-1,629.827,-1,-1,-1
Frame Marker,2,244,-1,629.86,-1,-1,-1
Frame Marker,2,244,-1,629.894,-1,-1,-1
Frame Marker,2,244,-1,629.927,-1,-1,-1
Frame Marker,2,244,-1,629.96,-1,-1,-1
Frame Marker,2,244,-1,629.994,-1,-1,-1
Frame Marker,2,244,-1,630.027,-1,-1,-1
Frame Marker,2,244,-1,630.06,-1,-1,-1
Frame Marker,2,244,-1,630.094,-1,-1,-1
Frame Marker,2,244,-1,630.127,-1,-1,-1
Frame Marker,2,244,-1,630.16,-1,-1,-1
Frame Marker,2,244,-1,630.194,-1,-1,-1
Frame Marker,2,244,-1,630.227,-1,-1,-1
Frame Marker,2,244,-1,630.26,-1,-1,-1
Frame Marker,2,244,-1,630.294,-1,-1,-1
Frame Marker,2,244,-1,630.327,-1,-1,-1
Frame Marker,2,244,-1,630.36,-1,-1,-1
Frame Marker,2,244,-1,630.394,-1,-1,-1
Frame Marker,2,244,-1,630.427,-1,-1,-1
Frame Marker,2,244,-1,630.46,-1,-1,-1
Frame Marker,2,244,-1,630.494,-1,-1,-1
Frame Marker,2,244,-1,630.527,-1,-1,-1
Frame Marker,2,244,-1,630.56,-1,-1,-1
Frame Marker,2,244,-1,630.594,-1,-1,-1
Frame Marker,2,244,-1,630.627,-1,-1,-1
Frame Marker,2,244,-1,630.66,-1,-1,-1
Frame Marker,2,244,-1,630.694,-1,-1,-1
Frame Marker,2,244,-1,630.727,-1,-1,-1
Frame Marker,2,244,-1,630.76,-1,-1,-1
Frame Marker,2,244,-1,630.794,-1,-1,-1
Frame Marker,2,244,-1,630.827,-1,-1,-1
Frame Marker,2,244,-1,630.86,-1,-1,-1
Frame Marker,2,244,-1,630.894,-1,-1,-1
Frame Marker,2,244,-1,630.927,-1,-1,-1
Frame Marker,2,244,-1,630.96,-1,-1,-1
Frame Marker,2,244,-1,630.994,-1,-1,-1
Frame Marker,2,244,-1,631.027,-1,-1,-1
Frame Marker,2,244,-1,631.06,-1,-1,-1
Frame Marker,2,244,-1,631.094,-1,-1,-1
Frame Marker,2,244,-1,631.127,-1,-1,-1
Frame Marker,2,244,-1,631.16,-1,-1,-1
Frame Marker,2,244,-1,631.194,-1,-1,-1
Frame Marker,2,244,-1,631.227,-1,-1,-1
Frame Marker,2,244,-1,631.26,-1,-1,-1
Frame Marker,2,244,-1,631.294,-1,-1,-1
Frame Marker,2,244,-1,631.327,-1,-1,-1
