Time(s),Lick,Rinse,ArtSal,Quinine,NaCl,Sucrose,MSG,Citric
286.629,0,0,0,0,0,0,0,0
286.7496,1,1,0,0,0,0,0,0
286.76,0,0,0,0,0,0,0,0
286.8896,1,0,0,0,0,0,0,0
286.9,0,0,0,0,0,0,0,0
287.0306,1,0,0,0,0,0,0,0
287.041,0,0,0,0,0,0,0,0
287.1746,1,0,0,0,0,0,0,0
287.185,0,0,0,0,0,0,0,0
287.3216,1,0,0,0,0,0,0,0
287.332,0,0,0,0,0,0,0,0
287.4836,1,0,0,0,0,0,0,0
287.494,0,0,0,0,0,0,0,0
287.6476,1,1,0,0,0,0,0,0
287.658,0,0,0,0,0,0,0,0
287.8016,1,0,0,0,0,0,0,0
287.812,0,0,0,0,0,0,0,0
287.9636,1,0,0,0,0,0,0,0
287.974,0,0,0,0,0,0,0,0
288.1086,1,0,0,0,0,0,0,0
288.119,0,0,0,0,0,0,0,0
288.2646,1,0,0,0,0,0,1,0
288.275,0,0,0,0,0,0,0,0
288.4304,1,0,0,0,0,0,1,0
288.44,0,0,0,0,0,0,0,0
288.5726,1,0,0,0,0,0,1,0
288.583,0,0,0,0,0,0,0,0
288.7056,1,0,0,0,0,0,1,0
288.716,0,0,0,0,0,0,0,0
288.8316,1,0,0,0,0,0,1,0
288.842,0,0,0,0,0,0,0,0
288.9714,1,0,0,0,0,0,1,0
288.981,0,0,0,0,0,0,0,0
289.0956,1,0,0,0,0,0,1,0
289.106,0,0,0,0,0,0,0,0
289.2306,1,0,0,0,0,0,1,0
289.241,0,0,0,0,0,0,0,0
289.3756,1,0,0,0,0,0,1,0
289.386,0,0,0,0,0,0,0,0
289.5096,1,0,0,0,0,0,1,0
289.52,0,0,0,0,0,0,0,0
289.6536,1,0,0,0,0,0,0,0
289.664,0,0,0,0,0,0,0,0
289.8116,1,0,0,0,0,0,0,0
289.822,0,0,0,0,0,0,0,0
289.9486,1,0,0,0,0,0,0,0
289.959,0,0,0,0,0,0,0,0
290.0846,1,1,0,0,0,0,0,0
290.095,0,0,0,0,0,0,0,0
290.2226,1,0,0,0,0,0,0,0
290.233,0,0,0,0,0,0,0,0
290.3756,1,0,0,0,0,0,0,0
290.386,0,0,0,0,0,0,0,0
290.5136,1,0,0,0,0,0,0,0
290.524,0,0,0,0,0,0,0,0
290.6606,1,1,0,0,0,0,0,0
290.671,0,0,0,0,0,0,0,0
290.8176,1,0,0,0,0,0,0,0
290.828,0,0,0,0,0,0,0,0
290.9766,1,0,0,0,0,0,0,0
290.987,0,0,0,0,0,0,0,0
291.1286,1,0,0,0,0,0,0,0
291.139,0,0,0,0,0,0,0,0
291.2926,1,0,0,0,0,0,0,0
291.303,0,0,0,0,0,0,0,0
291.4506,1,1,0,0,0,0,0,0
291.461,0,0,0,0,0,0,0,0
291.6126,1,0,0,0,0,0,0,0
291.623,0,0,0,0,0,0,0,0
291.7756,1,0,0,0,0,0,0,0
291.786,0,0,0,0,0,0,0,0
291.9436,1,0,0,0,0,0,0,0
291.954,0,0,0,0,0,0,0,0
292.1216,1,1,0,0,0,0,0,0
292.132,0,0,0,0,0,0,0,0
292.2806,1,0,0,0,0,0,0,0
292.291,0,0,0,0,0,0,0,0
292.4386,1,0,0,0,0,0,0,0
292.449,0,0,0,0,0,0,0,0
292.6076,1,0,0,0,0,0,0,0
292.618,0,0,0,0,0,0,0,0
292.7906,1,0,0,0,0,0,0,0
292.801,0,0,0,0,0,0,0,0
292.9556,1,0,0,0,0,0,0,0
292.966,0,0,0,0,0,0,0,0
293.1266,1,1,0,0,0,0,0,0
293.137,0,0,0,0,0,0,0,0
293.2926,1,0,0,0,0,0,0,0
293.303,0,0,0,0,0,0,0,0
293.4486,1,0,0,0,0,0,0,0
293.459,0,0,0,0,0,0,0,0
293.6226,1,0,0,0,0,0,0,0
293.633,0,0,0,0,0,0,0,0
293.8036,1,0,0,0,0,0,0,0
293.814,0,0,0,0,0,0,0,0
293.9766,1,1,0,0,0,0,0,0
293.987,0,0,0,0,0,0,0,0
294.1516,1,0,0,0,0,0,0,0
294.162,0,0,0,0,0,0,0,0
294.3296,1,0,0,0,0,0,0,0
294.34,0,0,0,0,0,0,0,0
294.7826,1,0,0,0,0,0,0,0
294.793,0,0,0,0,0,0,0,0
294.9336,1,0,0,0,0,0,0,0
294.944,0,0,0,0,0,0,0,0
295.1046,1,1,0,0,0,0,0,0
295.115,0,0,0,0,0,0,0,0
295.2606,1,0,0,0,0,0,0,0
295.271,0,0,0,0,0,0,0,0
295.4266,1,0,0,0,0,0,0,0
295.437,0,0,0,0,0,0,0,0
295.5986,1,0,0,0,0,0,0,0
295.609,0,0,0,0,0,0,0,0
295.7586,1,1,0,0,0,0,0,0
295.769,0,0,0,0,0,0,0,0
295.9426,1,0,0,0,0,0,0,0
295.953,0,0,0,0,0,0,0,0
296.8098,1,0,0,0,0,0,0,0
296.82,0,0,0,0,0,0,0,0
296.9538,1,0,0,0,0,0,0,0
296.964,0,0,0,0,0,0,0,0
297.1288,1,0,0,0,0,0,0,0
297.139,0,0,0,0,0,0,0,0
297.2826,1,0,0,0,0,0,0,0
297.293,0,0,0,0,0,0,0,0
301.8438,1,1,0,0,0,0,0,0
301.854,0,0,0,0,0,0,0,0
301.9648,1,0,0,0,0,0,0,0
301.975,0,0,0,0,0,0,0,0
302.1848,1,0,0,0,0,0,0,0
302.195,0,0,0,0,0,0,0,0
302.3268,1,0,0,0,0,0,0,0
302.337,0,0,0,0,0,0,0,0
302.5328,1,0,0,0,0,0,0,0
302.543,0,0,0,0,0,0,0,0
302.6908,1,0,0,0,0,0,0,0
302.701,0,0,0,0,0,0,0,0
302.8358,1,1,0,0,0,0,0,0
302.846,0,0,0,0,0,0,0,0
302.9938,1,0,0,0,0,0,0,0
303.004,0,0,0,0,0,0,0,0
303.1608,1,0,0,0,0,0,0,0
303.171,0,0,0,0,0,0,0,0
303.3268,1,0,0,0,0,0,0,0
303.337,0,0,0,0,0,0,0,0
303.4878,1,0,0,0,0,0,0,0
303.498,0,0,0,0,0,0,0,0
303.6428,1,0,0,0,0,0,0,0
303.653,0,0,0,0,0,0,0,0
303.8308,1,0,1,0,0,0,0,0
303.841,0,0,0,0,0,0,0,0
304.0088,1,0,1,0,0,0,0,0
304.019,0,0,0,0,0,0,0,0
304.1588,1,0,1,0,0,0,0,0
304.169,0,0,0,0,0,0,0,0
304.3118,1,0,1,0,0,0,0,0
304.322,0,0,0,0,0,0,0,0
304.4828,1,0,1,0,0,0,0,0
304.493,0,0,0,0,0,0,0,0
304.6578,1,0,1,0,0,0,0,0
304.668,0,0,0,0,0,0,0,0
304.8218,1,0,1,0,0,0,0,0
304.832,0,0,0,0,0,0,0,0
304.9928,1,0,1,0,0,0,0,0
305.003,0,0,0,0,0,0,0,0
305.1618,1,0,1,0,0,0,0,0
305.172,0,0,0,0,0,0,0,0
305.3468,1,0,1,0,0,0,0,0
305.357,0,0,0,0,0,0,0,0
305.5098,1,0,0,0,0,0,0,0
305.52,0,0,0,0,0,0,0,0
305.6798,1,0,0,0,0,0,0,0
305.69,0,0,0,0,0,0,0,0
305.8768,1,0,0,0,0,0,0,0
305.887,0,0,0,0,0,0,0,0
309.012,1,0,0,0,0,0,0,0
309.022,0,0,0,0,0,0,0,0
309.131,1,0,0,0,0,0,0,0
309.141,0,0,0,0,0,0,0,0
309.2828,1,1,0,0,0,0,0,0
309.293,0,0,0,0,0,0,0,0
309.4068,1,0,0,0,0,0,0,0
309.417,0,0,0,0,0,0,0,0
309.555,1,0,0,0,0,0,0,0
309.565,0,0,0,0,0,0,0,0
309.687,1,0,0,0,0,0,0,0
309.697,0,0,0,0,0,0,0,0
309.83799999999997,1,0,0,0,0,0,0,0
309.848,0,0,0,0,0,0,0,0
309.975,1,0,0,0,0,0,0,0
309.985,0,0,0,0,0,0,0,0
310.158,1,1,0,0,0,0,0,0
310.168,0,0,0,0,0,0,0,0
310.315,1,0,0,0,0,0,0,0
310.325,0,0,0,0,0,0,0,0
310.478,1,0,0,0,0,0,0,0
310.488,0,0,0,0,0,0,0,0
310.64799999999997,1,0,0,0,0,0,0,0
