 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
501.109506, 0.03486049, 0.03747, 0.01175773, -0.001608235, 0.01792734, 0.0244782, 0.008741323, -0.005414301, -0.008048961, -0.002767247, 0.009610219, 0.0179781
501.209468, 0.03632709, 0.02957501, 0.007444168, 0.001696073, 0.01778324, 0.02581248, 0.01257274, -0.006218841, -0.009120852, 0.006133092, 0.009797568, 0.02007566
501.30943, 0.04145805, 0.03341625, 0.01346024, 0.0006169417, 0.02031153, 0.03057226, 0.01284952, -0.002640376, -0.008933468, 0.005803659, 0.01094455, 0.02340396
501.409392, 0.04521849, 0.03096421, 0.01555427, 0.004156935, 0.02994948, 0.02203945, 0.01613776, -0.00659029, -0.009875077, 0.01149441, 0.01313271, 0.02566065
501.509354, 0.04828811, 0.02960512, 0.02078652, 0.005570458, 0.02826935, 0.02498144, 0.02043233, -0.008399402, -0.008588653, 0.007631388, 0.01366173, 0.02969267
501.609316, 0.04998679, 0.02402914, 0.0144688, 0.003899235, 0.02581502, 0.02237548, 0.02044538, -0.006424222, -0.0102075, 0.01176604, 0.01099409, 0.02645768
501.709278, 0.04982454, 0.02334648, 0.0151201, 0.005560359, 0.02165708, 0.02284744, 0.02045616, -0.006929573, -0.01059374, 0.007750624, 0.01671237, 0.02555301
501.80924, 0.05165462, 0.0234924, 0.01123027, 0.01087327, 0.02229722, 0.02234675, 0.02221211, -0.009865707, -0.009221506, 0.006240143, 0.01283186, 0.02618599
501.909202, 0.0485929, 0.02260927, 0.01355587, 0.005679924, 0.01949957, 0.01691911, 0.02167439, -0.0105895, -0.008359027, 0.002805189, 0.01440915, 0.02492789
502.009164, 0.04927497, 0.01940417, 0.01583624, 0.007946736, 0.02303598, 0.01205428, 0.02161197, -0.007858922, -0.009938682, 0.003154153, 0.01223478, 0.01976196
502.109126, 0.04698467, 0.01739639, 0.0222675, 0.006406271, 0.01453613, 0.01209924, 0.01927823, -0.00806411, -0.00563804, 0.001035084, 0.01357639, 0.01980418
502.209088, 0.0515835, 0.0284919, 0.02270567, 0.01007021, 0.02240154, 0.0193224, 0.02410255, -0.00466106, -0.007808588, 0.006506206, 0.01374635, 0.0229426
502.30905, 0.05178907, 0.02973022, 0.02657997, 0.008192917, 0.02190799, 0.01943723, 0.02277969, -0.006176524, -0.005869891, 0.01129864, 0.02103245, 0.02469319
502.409012, 0.04651757, 0.03172423, 0.02213794, 0.007172557, 0.019821, 0.02207006, 0.02073314, -0.003566749, -0.006347388, 0.0101695, 0.01838125, 0.02988778
502.508974, 0.04645056, 0.0286061, 0.01978396, 0.007971475, 0.02068094, 0.0212891, 0.02326341, -0.008401626, -0.007581696, 0.01131953, 0.01723498, 0.02841547
502.608936, 0.04836448, 0.03409036, 0.02494258, 0.01021672, 0.03482147, 0.03034679, 0.02501126, -0.004702101, -0.009465281, 0.0149628, 0.02055803, 0.02936883
502.708898, 0.04918893, 0.03285615, 0.02294587, 0.008793742, 0.031793, 0.02671814, 0.02032082, -0.00529852, -0.00866733, 0.01449928, 0.01833167, 0.02764201
502.80886, 0.04253305, 0.0286214, 0.02438936, 0.005595522, 0.02947247, 0.02025149, 0.02253476, -0.005708819, -0.008932924, 0.00965279, 0.01901099, 0.02554642
502.908822, 0.04094249, 0.02945184, 0.02508084, 0.005590537, 0.03084455, 0.02362764, 0.02151687, -0.006345508, -0.01119327, 0.01261459, 0.01685134, 0.02411754
503.008784, 0.0403218, 0.02383203, 0.01855476, 0.006467594, 0.02562623, 0.0216677, 0.02274242, -0.009752454, -0.008930652, 0.00840487, 0.01872163, 0.02119684
503.108746, 0.03833468, 0.0279981, 0.02290016, 0.00622268, 0.02618495, 0.02311322, 0.02477371, -0.005959914, -0.006276266, 0.01108978, 0.02103629, 0.02195712
503.208708, 0.03670914, 0.02911386, 0.0294261, 0.007534072, 0.02855194, 0.02522905, 0.02343811, -0.009925505, -0.004824775, 0.007094088, 0.01738674, 0.0223978
503.30867, 0.03869398, 0.02840663, 0.02536993, 0.007292607, 0.02516815, 0.02150746, 0.02409617, -0.006375525, -0.00689624, 0.00913137, 0.01948392, 0.02569347
503.408632, 0.03440231, 0.03145155, 0.02547308, 0.007372041, 0.02452026, 0.02260747, 0.02044632, -0.009199209, -0.003030739, 0.006221819, 0.01707771, 0.02695438
503.508594, 0.03158316, 0.02901893, 0.02487094, 0.005499072, 0.02468372, 0.02366293, 0.02345312, -0.005578154, -0.003459757, 0.006618509, 0.01598413, 0.02550919
503.608556, 0.03631201, 0.02669434, 0.01950388, 0.00198779, 0.01919533, 0.015349, 0.01723215, -0.007944228, -0.004875128, 0.006368791, 0.01541794, 0.02116811
503.708518, 0.03343544, 0.02238298, 0.01901316, 0.003976312, 0.01787583, 0.01830816, 0.01673986, -0.01016031, -0.004917606, 0.003936233, 0.01494551, 0.0216529
503.80848, 0.03557443, 0.02694605, 0.02219643, 0.005013655, 0.01525536, 0.0143226, 0.02075025, -0.008321563, -0.007197234, 0.006283064, 0.01584086, 0.02171407
503.908442, 0.02790677, 0.02735169, 0.02180347, 0.0005266545, 0.01536339, 0.01461155, 0.01971667, -0.007853282, -0.007628212, 0.005186949, 0.01608001, 0.01915669
504.008404, 0.03048858, 0.02375803, 0.02052492, 0.004672639, 0.01775355, 0.01520016, 0.01828621, -0.01093063, -0.005664567, 0.004929951, 0.0115926, 0.01673343
504.108366, 0.02813383, 0.0268243, 0.0221523, 0.006997178, 0.01174836, 0.009328064, 0.01428777, -0.008909343, -0.00780951, 0.00164655, 0.0157721, 0.01456736
504.208328, 0.02575488, 0.0234087, 0.02385806, 0.005955618, 0.01739756, 0.006443454, 0.01548428, -0.008354849, -0.007870458, 0.007145944, 0.01753511, 0.01422634
504.30829, 0.02826015, 0.02357665, 0.01892231, 0.007108488, 0.01605198, 0.008419418, 0.01591682, -0.009709354, -0.005343603, 0.003632807, 0.01619902, 0.01572952
504.408252, 0.03042886, 0.01677248, 0.004644542, 0.002742639, 0.01109028, 0.01219888, 0.01473654, -0.008436838, -0.005324367, 0.006594133, 0.01025388, 0.01328086
504.508214, 0.02851603, 0.01622075, 0.004671513, 0.001240068, 0.01088913, 0.005556614, 0.01406641, -0.006160766, -0.004417929, -0.002636698, 0.01087779, 0.01240877
504.608176, 0.02322951, 0.01358717, 0.005074425, 0.000175878, 0.009057533, 0.005148287, 0.0106401, -0.009069636, -0.00421911, -0.005710673, 0.01005434, 0.01163677
504.708138, 0.02308178, 0.007627726, -0.004338689, 0.001374427, 0.004254844, 0.006042564, 0.01340484, -0.006712593, -0.004862681, -0.001518639, 0.004106739, 0.004992851
504.8081, 0.02000719, 0.01008191, -0.0001783251, 0.0004833442, 0.004421757, 0.002543529, 0.01010483, -0.008062942, -0.005284247, -0.003389122, 0.006694726, 0.008118752
504.908062, 0.01932877, 0.009760458, -0.004369177, -0.002628457, 0.004846127, 0.002786307, 0.006318284, -0.00654717, -0.005714163, -0.003403492, 0.001373356, 0.001247776
505.008024, 0.01624358, 0.005887161, -0.006890479, -0.004751347, 0.004626784, -0.0004850886, 0.005347094, -0.006792013, -0.007439858, -0.002188528, 0.004640884, 0.004611727
505.107986, 0.01374171, 0.01069874, -0.0033315, -0.003207983, -0.001939524, -0.001025248, 0.004814968, -0.008985836, -0.004695865, -0.003940776, 0.008139906, 0.002505054
505.207948, 0.01387817, 0.008389158, 0.002122607, -0.001330768, 0.002786258, -0.001301922, 0.003716192, -0.0101249, -0.00677793, -0.007020928, 0.007236053, 0.005063353
505.30791, 0.01664832, 0.01053135, 0.004926861, -0.002888397, -0.001283053, -0.004579292, 0.003280949, -0.00802392, -0.006924447, -0.003298611, 0.008133632, 0.003788238
505.407872, 0.0154263, 0.005304215, -0.001683047, -0.004357519, -0.003688022, -0.006921792, 0.003617234, -0.006045503, -0.005834389, -0.003870756, -0.004223307, 0.00131601
505.507834, 0.01486134, 0.004729579, -0.002509602, -0.001869957, -0.002157417, -0.005171131, 0.004911885, -0.008823423, -0.00663052, -0.001762228, -0.0001484852, 0.001427856
505.607796, 0.0146629, 0.00119036, -0.005449972, -0.003314624, -0.009504128, -0.00915845, 0.002643721, -0.006754353, -0.00693708, 0.0009017101, 0.0009064409, -0.003174673
505.707758, 0.01717683, -0.001158452, -0.004773879, -0.004075223, -0.006718945, -0.008979538, 0.001149889, -0.009533272, -0.0075358, -0.003758162, 0.0002032381, -0.0006156858
505.80772, 0.01656782, -0.002145019, -0.00736987, -0.006043056, -0.005521846, -0.008790917, -0.001070696, -0.005843687, -0.006728393, -0.004759944, -0.00726736, 0.001344769
505.907682, 0.01956461, -0.001004916, 0.002303005, -0.002562413, -0.006059361, -0.01337503, -0.000384014, -0.01336348, -0.007179826, -0.00379933, -0.0009249655, -0.0008507719
506.007644, 0.01504323, -0.0001758423, 0.00169871, -0.002278797, -0.006882363, -0.006902187, -0.001280243, -0.008825924, -0.01038662, -0.002296992, -0.001203434, -0.002260791
506.107606, 0.01426193, -0.004352804, -0.005117196, -0.004570075, -0.005036416, -0.009354349, -0.003002428, -0.009242003, -0.01266877, -0.002661217, -0.0005000718, -0.0004663539
506.207568, 0.008745966, -0.007949263, -0.007597509, -0.005063948, -0.008179925, -0.01354073, -0.005084941, -0.01088323, -0.007839656, -0.00026754, -0.003641097, -0.004397481
506.30753, 0.009572525, -0.002538133, -0.007315118, -0.006182562, -0.008592866, -0.01478875, -0.004415497, -0.0066749, -0.009054659, -0.001402693, -0.004162002, -0.003952612
506.407492, 0.007288058, -0.002081519, -0.0006910221, -0.002984362, -0.003883584, -0.01085631, -0.004258561, -0.005698809, -0.005665845, -0.005964487, -0.001931056, -0.003648163
506.507454, 0.01159782, -0.006089258, -0.005747572, -0.006484952, -0.006142348, -0.0143992, -0.003813539, -0.01029336, -0.007196691, -0.00756256, -0.004797648, -0.002383345
506.607416, 0.00706845, -0.01390945, -0.007661461, -0.008712621, -0.005657014, -0.01363909, -0.003947709, -0.008640583, -0.01032079, -0.007513537, -0.005206673, -0.002558706
506.707378, 0.008067466, -0.01048262, -0.007965853, -0.004291925, -0.01139738, -0.01284523, -0.004732858, -0.01092368, -0.008563858, -0.006533394, -0.004571443, -0.006511012
506.80734, 0.008533815, -0.009032322, -0.004910205, -0.006218834, -0.005464531, -0.01705573, -0.00695944, -0.01277675, -0.00896916, -0.002751615, -0.006026585, -0.003546054
506.907302, 0.01029318, -0.007655402, -0.005390739, -0.002782378, -0.006646353, -0.01164596, 0.0006617717, -0.01049423, -0.01135056, -0.004795169, -0.004229628, -0.00497691
507.007264, 0.005133221, -0.003515795, -0.004158373, -0.0008437393, -0.003510394, -0.01513912, -0.003886284, -0.007855779, -0.009303895, -0.001583712, -0.002859545, -0.002841484
507.107226, 0.006749165, -0.005236961, -0.003131206, -0.003516777, -0.003230148, -0.01013546, -0.005664306, -0.005617149, -0.006707646, -0.005742096, -0.005393599, -0.00242222
507.207188, 0.01099304, -0.007107798, -0.006502643, -0.00344646, -0.004435767, -0.01008043, -0.003943276, -0.004829152, -0.00846584, -0.00483127, -0.006969755, -0.005980921
507.30715, 0.002469235, -0.007472928, -0.003812288, -0.005060555, -0.002216962, -0.01165683, -0.004699963, 0.0008617124, -0.008418803, -0.007883762, -0.002434924, -0.005207976
507.407112, 0.006609379, 0.001333236, -0.002057543, -0.002397569, -0.001107639, -0.008855496, -0.006076313, 0.0016941, -0.009043513, -0.004606734, -0.005492824, -0.005556322
507.507074, 0.001246021, 0.001201791, -0.002880604, -0.004770191, -8.824395e-05, -0.007244378, -0.005332685, -0.001286719, -0.006692533, -0.01084943, -0.006363952, -0.001763342
507.607036, 0.001876151, 0.0002452288, 3.946024e-05, -0.004469105, 0.000626281, -0.004117733, -0.003040329, 0.0053066, -0.01028945, -0.006395138, -0.007705089, -0.005713535
507.706998, 0.00836988, 0.006612102, -0.001576372, -0.001966819, 0.000484112, 0.00255469, -0.003856339, 0.004308165, -0.01096386, -0.008059124, -0.002634709, -0.003227301
507.80696, -0.0002985134, 0.009588147, 0.0006892773, -0.00420337, -0.002118834, 0.004259586, -0.007001626, 0.004256402, -0.01050019, -0.001716109, -0.005936651, -0.006694656
507.906922, 0.002546333, 0.01081147, -0.0003424324, -0.002683901, -0.0001127472, 0.006404947, -0.003965782, 0.002113932, -0.009543134, -0.005355431, -0.006258997, -0.007093406
508.006884, 0.001006844, 0.005976633, -0.003113328, -0.002274114, 0.002081103, 0.007803774, -0.004142274, -0.001677298, -0.009606853, -0.003449613, -0.00723496, -0.004829439
508.106846, 0.0009306957, 0.008813124, -4.967806e-05, -0.003841281, 0.002566932, 0.006041952, -0.004705215, -0.00368407, -0.01161835, -0.004312228, -0.0006370541, -0.00425159
508.206808, -6.558996e-05, 0.01360267, -0.002113773, 0.001430664, 0.002251633, 0.0114191, -0.003276688, 0.00145057, -0.00912552, -0.005751978, -0.002470948, -0.006885549
508.30677, 0.003849314, 0.01559931, 0.004652244, 0.004916611, 0.002891557, 0.01282185, 0.005577316, 0.001443485, -0.01109831, 0.001366949, 0.003992212, -0.001503367
508.406732, 0.004062809, 0.0144921, 0.005464778, 0.004571801, 0.002391235, 0.01864083, 0.003955296, 0.001694181, -0.01251916, 0.005631402, 0.002911517, -0.003954358
508.506694, -7.551126e-05, 0.01330814, 0.006553969, 0.005818727, 0.005133807, 0.01664791, 0.003268376, 0.0001312623, -0.01140945, 0.009574853, 0.005178876, -0.0005979011
508.606656, 0.004465949, 0.01484072, 0.01301047, 0.006315924, 0.000745027, 0.01744527, 0.007392002, -0.001085453, -0.009741453, 0.006917689, 0.00452259, 0.0006221327
508.706618, 0.01818634, 0.01298234, 0.01174555, 0.009794315, 0.003963348, 0.0153942, 0.02108156, -0.00167739, -0.0126518, 0.005597296, 0.007382884, 0.006309323
508.80658, 0.01303661, 0.01227896, 0.01062115, 0.007296564, 0.0057142, 0.01456711, 0.02248622, -0.001165236, -0.01392, 0.001471207, 0.009380887, 0.008469482
508.906542, 0.01150174, 0.01301998, 0.00788682, 0.006144349, 0.008803172, 0.01175281, 0.01972699, -0.001582557, -0.01232868, 0.001198212, 0.006548635, 0.009837506
509.006504, 0.01148314, 0.0117444, 0.009606844, 0.004119804, 0.01173356, 0.009672808, 0.01541413, -0.00271776, -0.009101797, -0.001272833, 0.007975617, 0.00911683
509.106466, 0.006900978, 0.008670276, 0.01022134, 0.004364209, 0.003830812, 0.003459584, 0.01772917, -0.003776254, -0.01295897, -0.003674814, 0.008116944, 0.004190953
509.206428, 0.01129328, 0.01271413, 0.004594263, 0.004510719, 0.004084689, 0.008192618, 0.0169637, -0.00512583, -0.009629712, -0.001670035, 0.003507619, 0.005137321
509.30639, 0.009510176, 0.01549152, 0.01065783, 0.004008888, 0.007429594, 0.01020365, 0.01431342, -0.002262681, -0.01126348, 0.004290665, 0.006848853, 0.007180737
509.406352, 0.007977849, 0.01353522, 0.01058275, 0.002784014, 0.005636767, 0.01232456, 0.02334632, -0.003319458, -0.008974279, 0.003469496, 0.01209334, 0.01045355
509.506314, 0.00581547, 0.01303461, 0.01540046, 0.006555878, 0.005611698, 0.01234003, 0.02012607, -0.004948272, -0.01039222, 0.01410601, 0.007837043, 0.01739766
509.606276, 0.004070133, 0.0195177, 0.01404945, 0.006937947, 0.01064228, 0.01880539, 0.02006852, -0.00305642, -0.007296586, 0.01509545, 0.008478427, 0.01973455
509.706238, 0.003836334, 0.01662151, 0.01189249, 0.008651663, 0.004939877, 0.01390389, 0.02043918, -0.004956345, -0.01139913, 0.01127735, 0.005709433, 0.01527108
509.8062, 0.005204401, 0.01540313, 0.01206031, 0.006802146, 0.00943226, 0.005585334, 0.01498841, -0.005755519, -0.01001201, 0.01089468, 0.006699798, 0.01449605
509.906162, 0.004307429, 0.0169417, 0.01379714, 0.004311429, 0.01003473, 0.006747636, 0.01258108, -0.006383353, -0.009676813, 0.01039643, 0.004627466, 0.008805157
510.006124, -0.001351895, 0.00916018, 0.00652524, 0.0016527, 0.004202232, 0.002958962, 0.0103279, -0.007097001, -0.007497294, 0.005133653, 0.00449209, 0.01232849
510.106086, 0.0006369213, 0.01136175, 0.00912963, 0.001279682, 0.003911847, 0.002708842, 0.007476192, -0.006257646, -0.008772425, 0.000295365, 0.003737344, 0.01136271
510.206048, -0.0008413453, 0.01063515, 0.01070155, 0.0006323363, 0.005146126, -0.001691133, 0.009518133, -0.01055237, -0.01159644, 0.002086407, 0.006216939, 0.006510341
510.30601, 0.001837896, 0.004224136, 0.001314841, -0.002813755, 0.001876298, 0.001183096, 0.009427326, -0.006923338, -0.0100775, 0.0008181524, 3.370072e-05, 0.01129404
510.405972, 0.002069372, 0.0004547635, -0.001486697, -0.001631424, 0.001537107, -0.001843815, 0.004830121, -0.008191937, -0.005932879, 0.00478367, 0.002798155, 0.01098313
510.505934, 0.001709618, 0.00340126, -0.002696437, -0.002727359, 0.002143777, 8.904183e-05, 0.006658592, -0.001504848, -0.008428633, 0.002628875, 0.0009953241, 0.00736515
510.605896, -0.0008404944, 0.002085167, -0.002657095, -0.002162189, -0.00153506, -0.000473559, 0.008438675, -0.002348568, -0.009707238, 0.0005803227, -0.002408685, 0.009841956
510.705858, 0.000902587, -0.002277741, -0.0005112737, -0.003944762, 0.001322156, -0.0004551447, 0.002739578, -0.005031146, -0.005513847, -0.0007087879, -0.001749165, 0.004411272
510.80582, 0.0003911895, 0.0006996118, -0.00462291, -0.005507495, 5.30736e-05, -0.001288029, 0.00203325, -0.004534745, -0.009755737, 0.001777308, -0.001819517, 0.008504443
510.905782, 0.003057511, -0.002461892, -0.003964496, -0.006109384, -0.001189836, -0.008423785, 0.004245608, -0.008523756, -0.009164569, -0.001146049, -0.0006269982, 0.002849345
511.005744, 0.0005580354, -0.005994645, -0.005141807, -0.003370412, 0.0001874435, -0.003093939, 0.002167428, -0.004866897, -0.008103667, 0.001428461, -0.0004311769, 0.003529088
511.105706, -0.002223637, -0.002394166, -0.004257019, -0.004941159, -0.003308814, -0.01014053, 0.002425143, -0.00491111, -0.01177328, -8.743955e-05, -0.003000149, 0.004227203
511.205668, -0.002150473, -0.006480845, -0.00369333, -0.005392181, -0.003800512, -0.009030488, -0.00269014, -0.00191847, -0.01000211, -0.001496882, -0.004118517, 0.003661518
511.30563, -0.0003810201, -0.007866715, -0.002570527, -0.004421017, 0.0008046359, -0.00833848, -0.001700873, -0.005076666, -0.009757664, -0.002129891, -0.001519207, 0.002514248
511.405592, 0.0006311589, -0.01071292, -0.00213262, -0.005217176, -0.002437777, -0.008267136, -0.001306402, -0.005085308, -0.01071169, -0.000934689, -0.00317035, 0.000604654
511.505554, -0.002131532, -0.01050589, -0.008526107, -0.005775478, -0.0006049201, -0.009975286, -0.004353512, -0.004698421, -0.009002957, -0.001578889, -0.004493413, 0.001028915
511.605516, -0.00235752, -0.009062128, -0.007125122, -0.006935903, -0.001744065, -0.0102159, -0.00284341, -0.007861862, -0.008415768, -0.001589137, -0.00550224, -0.002360122
511.705478, -0.005274534, -0.008851016, -0.006642946, -0.005911723, -0.00648472, -0.01203677, -0.003821512, -0.006769392, -0.007049431, -0.000954372, -0.003361793, 0.002408658
511.80544, -0.003756219, -0.008006927, -0.006751026, -0.006113483, -0.006013706, -0.0132017, -0.00425435, -0.002214829, -0.005265978, -0.00161093, -0.002907423, -0.002805838
511.905402, -0.006121902, -0.007947974, -0.008463539, -0.005933368, -0.004887549, -0.01375152, -0.000839134, -0.007650083, -0.004804496, -0.003528314, -0.007811161, -0.003445647
512.005364, -0.001589736, -0.007922878, -0.007010323, -0.006357053, -0.006283501, -0.01179824, -0.004629406, -0.002304805, -0.003145054, -0.00491425, -0.00528446, 0.0002091169
512.105326, -0.009806132, -0.01111434, -0.005913667, -0.007451478, -0.007413508, -0.01049741, -0.005149744, -0.001172303, -0.002713396, -0.003245446, -0.004967684, -0.001112041
512.205288, -0.002142426, -0.01430894, -0.01598678, -0.00644039, -0.006701077, -0.0100705, -0.003759835, 0.001699214, -0.001326718, -0.00704029, -0.009751044, -0.003750456
512.30525, -0.0003009353, -0.007946841, -0.01346802, -0.007408664, -0.009875987, -0.004512225, -0.001791177, 0.0009417842, -0.0002431986, -0.004441843, -0.001447182, -0.003509531
512.405212, -0.001304574, -0.006406289, -0.008219965, -0.004149523, -0.004505189, -0.004708478, -0.0003550493, 0.001435083, -0.004613901, 0.0007675538, 0.001197608, -0.003225473
512.505174, -0.002063613, -0.01070391, -0.008625767, -0.004660684, -0.005241785, -0.003542413, 0.001870163, -0.0006172711, -0.003234412, 0.00347853, -0.005475333, -0.005044635
512.605136, -0.003732504, -0.01186631, -0.007746353, -0.005991613, -0.005389748, -0.009113386, 0.004135388, -0.002971637, -0.004256676, -6.519418e-05, -0.002127935, -0.005474057
512.705098, -0.001674101, -0.01209755, -0.01053099, -0.007628551, -0.005312734, -0.01079093, 0.000706624, -0.006166439, -0.00414706, -0.003057058, -0.00207395, -0.005057808
512.80506, -0.001998526, -0.01272892, -0.009963416, -0.007768022, -0.008255703, -0.01163905, 0.0009650735, -0.005542628, -0.006629919, 0.001033857, -0.005528899, -0.003552693
512.905022, -0.001291175, -0.01383005, -0.01242168, -0.007969975, -0.006538453, -0.01018496, -0.000527689, -0.004235974, -0.007729257, -0.001412255, -0.005573284, -0.005432267
513.004984, -0.002531659, -0.01404978, -0.01314718, -0.005072106, -0.007020049, -0.01176364, -0.006427008, -0.003177967, -0.004244454, -0.001737539, -0.003197824, -0.003787789
513.104946, -0.004426264, -0.01244184, -0.01118148, -0.007112892, -0.01032429, -0.006836479, -0.000623422, -0.004270426, -0.004437828, -0.003528628, -0.003253696, -0.004674862
513.204908, -0.005655248, -0.01635795, -0.009153684, -0.005014487, -0.01000267, -0.01162239, -0.00414536, -0.00486887, -0.006474071, -0.003121129, -0.003954716, -0.005487946
513.3048700000001, -0.005482514, -0.01289652, -0.01133097, -0.006302239, -0.005877772, -0.01336603, -0.007448895, -0.008482929, -0.003837772, -0.004130814, -0.004602844, -0.008182442
513.4048320000001, -0.003973316, -0.01549583, -0.01218195, -0.006813862, -0.01016682, -0.0166113, -0.005053229, -0.0065187, -0.003805455, -0.001754306, -0.005135296, -0.006241228
513.5047939999999, -0.005735835, -0.01597108, -0.01180015, -0.007479123, -0.005862994, -0.009827786, -0.005164222, -0.004150774, -0.004801441, 0.001744796, -0.005440265, -0.00367859
513.604756, -0.006559541, -0.01561548, -0.01246804, -0.008804704, -0.006698756, -0.0152255, -0.004598728, -0.00332265, -0.002604632, -0.003834079, -0.003991249, -0.003710451
513.704718, -0.0009886277, -0.01721676, -0.01304318, -0.007982513, -0.00668799, -0.01296464, -0.005256129, -0.006646847, 0.002362857, -0.0008202916, -0.002463534, -0.007384352
513.80468, -0.002144697, -0.01133172, -0.007418732, -0.006535036, -0.006546566, -0.0172987, -0.004975286, -0.006134295, 0.0007794278, -0.002396897, -0.0007748931, -0.003918838
513.904642, -0.005574524, -0.0106299, -0.006568585, -0.005541514, -0.007632817, -0.01254324, -0.007013465, -0.01130873, -0.003757848, -0.00482107, -0.004684135, -0.004598367
514.004604, -0.00388977, -0.01324752, -0.007524219, -0.004830965, -0.006937528, -0.01607198, -0.003440734, -0.007764048, -0.003967708, -0.001470134, -0.005122857, -0.004947941
514.104566, -0.003285494, -0.0156735, -0.01010807, -0.007922325, -0.005045029, -0.01370366, -0.003529669, -0.007687377, -0.004379645, -0.00474034, -0.002897368, -0.004026383
514.204528, -0.002605623, -0.01742806, -0.008738492, -0.005826977, -0.009165784, -0.01589114, -0.007442272, -0.006676459, -0.004602098, -0.005616257, -0.007406157, -0.004093462
514.30449, -0.002963784, -0.01278657, -0.00899364, -0.00577794, -0.00871387, -0.01064547, -0.002796221, -0.005374835, -0.0006439032, -0.005764388, -0.002932718, -0.006130905
514.404452, -0.0001547885, -0.01215491, -0.008415499, -0.006532, -0.00772468, -0.01434974, -0.003494338, -0.00591816, -0.001293988, -0.00657402, -0.00524574, -0.005889217
514.504414, -0.00427519, -0.01319786, -0.009837837, -0.005757092, -0.01113663, -0.01448562, -0.007377095, -0.00819141, -0.0007578588, -0.002902175, -0.01108398, -0.006368443
514.604376, -0.004648237, -0.01230606, -0.01288085, -0.006753295, -0.007722445, -0.01735667, -0.007283006, -0.004445673, -0.003258463, -0.003558824, -0.007954689, -0.008540994
514.704338, -0.006365204, -0.01548862, -0.008420671, -0.005964058, -0.01062905, -0.01577183, -0.005047996, -0.006096262, -0.002349555, -0.001935209, -0.007303866, -0.006854492
514.8043, -0.0009939286, -0.01405124, -0.01050097, -0.002494978, -0.01134983, -0.01375615, -0.006857619, -0.009531884, 0.002171057, -0.002090764, -0.006393749, -0.007888292
514.904262, -0.006137442, -0.01769735, -0.01085566, -0.005416146, -0.002932987, -0.0124212, -0.006903384, -0.009126572, 0.002678721, -0.007820671, -0.004314233, -0.006363599
515.004224, -0.006416455, -0.01648153, -0.008895027, -0.00687595, -0.004434331, -0.01212803, -0.01109553, -0.009665146, 0.001955973, -0.003817477, -0.0008696917, -0.006704083
515.104186, -0.00611548, -0.01335197, -0.007350107, -0.00277051, -0.005595477, -0.01481899, -0.009026326, -0.009284738, 0.0009071972, -0.00719758, -0.001626, -0.006486447
515.204148, -0.002121924, -0.01493418, -0.006761293, -0.007385421, -0.006022206, -0.01008764, -0.003849639, -0.01117736, 0.001263742, 0.00474745, -0.008966094, -0.007462524
515.30411, -0.008048173, -0.01172567, -0.00772113, -0.005365212, -0.005003873, -0.009007705, -0.006959184, -0.005963895, 0.000806885, 0.01459104, -0.004449932, -0.004476507
515.404072, -0.002595391, -0.01264132, -0.006073469, -0.003481221, -0.005917315, -0.0110271, -0.004314638, -0.009325787, -0.002919773, 0.002598205, -0.008705454, -0.006163917
515.504034, -0.004045717, -0.01354265, -0.006649199, -0.005425787, -0.007176401, -0.01381421, -0.006584906, -0.006551919, 0.0003744675, 0.004382638, -0.006337849, -0.007419514
515.6039960000001, -0.004202973, -0.01749367, -0.01012944, -0.004621129, -0.0126472, -0.01360961, -0.003992783, -0.008487309, 0.0006229043, 0.003738686, -0.006253906, -0.004480585
515.7039579999999, -0.003674709, -0.01507559, -0.005119004, -0.006651585, -0.006153047, -0.01587932, -0.007223391, -0.01109949, -0.001504075, -0.001748779, -0.00492364, -0.0077461
515.8039199999999, -0.008885141, -0.01527436, -0.009111745, -0.006792104, -0.009240335, -0.01256688, -0.003356188, -0.01054423, -0.0002534653, -0.003961451, -0.004341689, -0.008948995
515.903882, -0.0005971405, -0.01970671, -0.009887762, -0.004279587, -0.01118456, -0.01280645, -0.004563936, -0.007388653, 0.001605545, -0.0006190722, -0.005955559, -0.006018634
516.003844, -0.00626127, -0.02013228, -0.01609206, -0.005588664, -0.01459929, -0.01137279, -0.004547019, -0.006011131, -0.0005859217, -0.003441697, -0.007498834, -0.004179236
516.103806, -0.00252784, -0.01520725, -0.0140192, -0.002692362, -0.009328353, -0.01067845, -0.0004969457, -0.005962154, -0.0005661076, 0.0001252061, -0.005332318, -0.007532125
516.203768, -0.002833529, -0.01843559, -0.01682596, -0.007739128, -0.008101052, -0.008300343, -0.0003766403, -0.001753593, -0.002359295, -0.003267348, -0.002089353, -0.00630619
516.30373, -0.003203112, -0.01271946, -0.0161911, -0.00794665, -0.01045321, -0.01103824, -0.001323676, -0.001336445, 0.0003201968, -0.002339367, -0.003204818, -0.00703493
516.403692, -0.003031605, -0.01313137, -0.01305014, -0.006803966, -0.007131728, -0.01067665, -0.001782742, -0.0005794739, 0.001960293, -0.004701701, -0.003652243, -0.01023053
