 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
311.981402, -0.006512864, 0.0287634, 0.01381426, 0.006187396, 0.00251478, 0.003269891, 0.001004297, -0.0169409, -0.0164348, 0.0021515, 0.0006875654, 0.003270326
312.081364, -0.01089132, 0.027571, 0.01305556, 0.01024474, 0.006665344, 0.004511916, 0.002955882, -0.01596883, -0.01832153, 0.005774, 0.002687437, 0.003918138
312.181326, -0.01288669, 0.02163834, 0.01593886, 0.01047998, 0.005978686, 0.009243438, 0.007181804, -0.01433087, -0.0175829, 0.01002483, 0.004681775, 0.006631488
312.281288, -0.01002955, 0.02293104, 0.01467616, 0.01076248, 0.003998399, 0.01194398, 0.006383402, -0.01429082, -0.01586019, 0.008985928, 0.00342924, 0.01186446
312.38125, -0.009586995, 0.02667474, 0.01929181, 0.01027296, 0.005450721, 0.004741288, 0.004833699, -0.01719043, -0.01755578, 0.009589648, 0.004247201, 0.008998407
312.481212, -0.01143763, 0.03257423, 0.02260151, 0.01120342, 0.005167355, 0.009306574, 0.005564488, -0.01016458, -0.01813021, 0.01076587, 0.005514203, 0.009811435
312.581174, -0.0103526, 0.02694937, 0.02396307, 0.01057346, 0.005666318, 0.004699939, 0.005570357, -0.01602095, -0.01834632, 0.01218231, 0.002903471, 0.01598183
312.681136, -0.01094301, 0.02642874, 0.027338, 0.01055929, 0.003371437, 0.007327521, 0.001794019, -0.01530054, -0.02093275, 0.009244226, 0.001245078, 0.01729094
312.781098, -0.009121763, 0.0238505, 0.01950811, 0.01491977, 0.004218148, 0.006785386, 0.003914308, -0.01598484, -0.01921801, 0.01085328, 0.001469407, 0.01303493
312.88106, -0.01295846, 0.0248812, 0.01853381, 0.01229864, 0.005030268, 0.002759951, 0.0008721019, -0.01483669, -0.01415384, 0.006853989, 0.005641164, 0.01045182
312.981022, -0.01042636, 0.03075069, 0.02142964, 0.01045051, -0.0004013194, 0.004559261, 8.872576e-05, -0.01239777, -0.01595305, 0.004810879, 0.002181488, 0.01320666
313.080984, -0.01004742, 0.02634134, 0.02216221, 0.009030608, 0.0007355026, -0.002808638, 0.0006814314, -0.01496193, -0.01466116, 0.007846454, 0.002905547, 0.009294501
313.180946, -0.01005594, 0.03096526, 0.02003098, 0.005883485, 0.003327077, -0.006001549, -0.00149592, -0.01320308, -0.01626697, 0.008292833, 0.003025583, 0.006247931
313.280908, -0.0039864, 0.02974281, 0.02451443, 0.009637654, 0.006112573, -0.005004996, 0.003496706, -0.01799542, -0.01306069, 0.006113894, 0.003742749, 0.007029761
313.38087, -0.006262953, 0.02897488, 0.02004235, 0.007832322, 0.0006601516, -0.002630891, 0.004995094, -0.01554685, -0.01306839, 0.005605639, 0.005039439, 0.005337179
313.480832, -0.008299868, 0.03104405, 0.01684924, 0.007460839, 0.007118974, 0.002915902, 0.001716121, -0.0160225, -0.01359816, 7.064058e-05, 0.001783698, 0.005356913
313.580794, -0.01388121, 0.0365189, 0.01765463, 0.008152364, 0.004843813, -0.00039197, -0.002001732, -0.01105822, -0.01778971, 0.001160515, 0.005496426, 0.003223183
313.680756, -0.01003566, 0.03671292, 0.02124675, 0.008158907, 0.003571089, -0.003783473, 0.0041823, -0.01815731, -0.01940377, 0.006633976, 0.003725628, 0.006554632
313.780718, -0.009737564, 0.03430925, 0.02348602, 0.008924712, 0.008227557, 0.0008850859, 0.003995936, -0.01678, -0.01797783, 0.00687416, 0.007653262, 0.009593963
313.88068, -0.009439187, 0.03366892, 0.01953227, 0.009361891, 0.01445959, 0.002970552, 0.003018846, -0.01509038, -0.01679651, 0.01183753, 0.006513518, 0.008910973
313.980642, -0.00799107, 0.02910194, 0.01752888, 0.01029681, 0.01458529, 0.008508257, 0.005988285, -0.01433203, -0.01708815, 0.02190985, 0.008585981, 0.0166841
314.080604, -0.005987158, 0.03200554, 0.01611603, 0.009501903, 0.01425722, 0.007047015, 0.008855262, -0.01479435, -0.01388952, 0.0217831, 0.009251235, 0.01622599
314.180566, -0.007592934, 0.02543669, 0.01500704, 0.01252691, 0.01512131, 0.008193905, 0.007388436, -0.01547274, -0.01791353, 0.01763486, 0.0103092, 0.01819084
314.280528, -0.007269225, 0.02823193, 0.0180964, 0.01329411, 0.01503799, 0.004770873, 0.009726334, -0.01572791, -0.01609536, 0.01470602, 0.01251929, 0.01508216
314.38049, -0.005138038, 0.02904017, 0.01381824, 0.01027125, 0.0102329, 0.001933414, 0.004419077, -0.01660136, -0.01775917, 0.01713818, 0.01199006, 0.01196957
314.480452, -0.008134249, 0.03094158, 0.0228658, 0.009455232, 0.009923627, 0.002394517, 0.006095327, -0.0151332, -0.01708277, 0.02348784, 0.008546098, 0.01582813
314.580414, -0.005371646, 0.03361299, 0.01421171, 0.005642686, 0.00915462, 0.005218989, 0.005075185, -0.01588763, -0.01346489, 0.0209955, 0.01117249, 0.01273935
314.680376, -0.01165726, 0.0276488, 0.01887395, 0.01033915, 0.007580094, 0.002249049, 0.009330837, -0.01369593, -0.0155049, 0.02300567, 0.01061867, 0.01681365
314.780338, -0.007906165, 0.02383104, 0.01976955, 0.008176554, 0.009630888, 0.002992192, 0.007891305, -0.009923851, -0.01319373, 0.01370425, 0.01380141, 0.0150968
314.8803, -0.01045475, 0.02624457, 0.01884985, 0.008203447, 0.004170956, -0.0007540327, 0.009846512, -0.01526289, -0.01181615, 0.01039655, 0.01367311, 0.01011419
314.980262, -0.009883237, 0.02161426, 0.02033457, 0.00920274, 0.009206839, 0.0009335912, 0.007764468, -0.01084162, -0.01682596, 0.007539854, 0.01377173, 0.01328112
315.080224, -0.01072737, 0.02225685, 0.017011, 0.004843047, 0.003929386, -0.006186849, 0.004695528, -0.01269099, -0.01645487, 0.01155241, 0.01289681, 0.008956064
315.180186, -0.01034668, 0.02396484, 0.01722033, 0.002450231, 0.00439519, -0.004766794, 0.001558321, -0.01479226, -0.01297007, 0.007993759, 0.01009288, 0.007704135
315.280148, -0.007432697, 0.008730065, 0.004680046, 0.002495402, 0.0005175071, 0.0001236453, 0.002406259, -0.01403766, -0.01119334, 0.007451629, 0.008438674, 0.007124892
315.38011, -0.005913292, 0.002381088, -0.01058936, -0.002918816, -0.004602337, -0.002160402, 0.001825215, -0.01274554, -0.01365462, 0.003011018, 0.001919214, -0.001348012
315.480072, -0.01041743, 0.006041596, -0.007294442, -0.001428445, -0.00424815, -0.008228902, 0.002048864, -0.01365124, -0.01340284, -0.00405746, 0.001264134, 0.001324048
315.580034, -0.009976157, 0.01144498, 0.012421, 0.001103612, -0.001144015, -0.004616359, 0.0003242244, -0.01479589, -0.01475897, 0.005677002, 0.006277435, 0.006160181
315.679996, -0.008045116, 0.009705563, 0.009246419, 0.00166953, -0.001250851, -0.009596738, -0.004324263, -0.01526499, -0.0168831, 0.002035225, 0.008039894, 0.006926927
315.779958, -0.006449414, 0.00701375, -0.001957894, -0.001663281, -0.002055481, -0.007846281, -0.004446381, -0.01311965, -0.01276683, 0.0004584572, 0.003615786, 0.003503188
315.87992, -0.004669683, -0.003441255, -0.013454, -0.006390132, -0.004381513, -0.01142024, -0.002120764, -0.009201659, -0.01249173, -0.001297221, -0.0006469949, -0.005387729
315.979882, -0.007212174, 0.004319177, -0.006058726, -0.004128898, -0.005092036, -0.01139428, -0.006016711, -0.006046117, -0.01682521, -0.0009940807, 0.002008457, -0.001528306
316.079844, -0.00857622, -0.004183809, -0.01277753, -0.007173179, -0.007280255, -0.01187381, -0.003959213, -0.007045891, -0.01020954, -0.005840844, 0.0002030763, -0.003302238
316.179806, -0.006058318, -0.01169104, -0.01348254, -0.006893788, -0.006466803, -0.008789781, -0.00349942, -0.005920045, -0.01379672, -0.006599281, -0.002039719, -0.004080406
316.279768, -0.004809603, -0.007515899, -0.004707691, -0.004508771, -0.008520154, -0.01159338, -0.005657297, -0.006045504, -0.0132592, -0.002452014, 0.002144976, -0.004774669
316.37973, -0.009196995, -0.001571765, -0.005848525, -0.003775141, -0.007087366, -0.01352322, -0.008053298, -0.0001137155, -0.01276901, -0.00239567, 0.0003776044, -0.005540518
316.479692, -0.01072207, -0.006009186, -0.01227606, -0.005099642, -0.004530117, -0.01141533, -0.008096361, -0.001425518, -0.0107681, -0.005295779, -0.002379565, -0.004893878
316.579654, -0.008062342, -0.0062634, -0.009609833, -0.005824983, -0.009259548, -0.01696757, -0.007080219, 0.002527242, -0.01205884, -0.006027535, -0.001407001, -0.001800503
316.679616, -0.01256332, -0.005810733, -0.008220285, -0.002080433, -0.007261925, -0.01459906, -0.01016368, 0.001980384, -0.01482003, -0.001949372, -0.002786392, -0.004165667
316.779578, -0.006814643, -0.00608591, -0.005292712, -0.003737962, -0.003730865, -0.01141483, -0.009158622, 0.008671632, -0.01315375, -0.005530771, -0.0006393013, -0.001186536
316.87954, -0.007970988, -0.006204666, -0.004846138, -0.003477734, -0.004391662, -0.01723254, -0.007605364, 0.01078347, -0.01454345, -0.004923302, -0.0004636243, -0.001743181
316.979502, -0.008032019, -0.006068831, -0.004066959, -0.006030144, -0.007306105, -0.01649426, -0.007421691, 0.01838633, -0.01322716, -0.004449435, -0.00115883, -0.003706173
317.079464, -0.008140082, -0.01098662, -0.005715939, -0.006694869, -0.002544481, -0.01936849, -0.00653228, 0.01434966, -0.01412511, -0.006844459, -0.00211828, -0.003118282
317.179426, -0.0079688, -0.004882071, -0.005400923, -0.005327322, -0.004707053, -0.01957379, -0.009791123, 0.01555966, -0.01312495, -0.004374254, -0.0007179257, -0.001791879
317.279388, -0.006515882, -0.007261556, -0.0007528921, -0.002398928, -0.01051048, -0.02298589, -0.01138133, 0.0205339, -0.0166453, -0.007531409, -0.00416555, -0.003761461
317.37935, -0.009482317, -0.007246805, -0.001494505, -0.004120247, -0.007147086, -0.0207717, -0.01121411, 0.01645639, -0.01723624, -0.006261625, -0.0002237539, -0.005478535
317.479312, -0.01058924, -0.009034401, -0.003660039, -0.005216891, -0.01062805, -0.01817571, -0.008984951, 0.01573422, -0.01761949, -0.008350931, -0.002806601, -0.003395181
317.579274, -0.007429223, -0.01314143, -0.007832554, -0.006615118, -0.0108492, -0.01579445, -0.007827895, 0.02095342, -0.0148501, -0.009394035, -0.001014844, -0.003598742
317.679236, -0.005887876, -0.0147187, -0.005652714, -0.005213322, -0.00723106, -0.02165528, -0.01010109, 0.02381637, -0.01240976, -0.005569426, -0.005131832, -0.005900868
317.779198, -0.008356785, -0.01180659, -0.006308214, -0.004008312, -0.006892447, -0.02025641, -0.01213897, 0.0199053, -0.01328021, -0.008158328, -0.005531956, -0.003862124
317.87916, -0.004971427, -0.01255881, -0.009057111, -0.006846962, -0.006753524, -0.01715846, -0.01158047, 0.01876089, -0.01535887, -0.00717584, -0.001933147, -0.005332937
317.979122, -0.004051658, -0.01743592, -0.007408641, -0.005195161, -0.01011621, -0.01790775, -0.007255101, 0.01758171, -0.01515383, -0.007694626, -0.00390226, -0.006516423
318.079084, -0.002670746, -0.01543342, -0.005906248, -0.003435812, -0.00850105, -0.01969062, -0.01041983, 0.01872698, -0.01696638, -0.00878649, -0.003981857, -0.004442957
318.179046, -0.009941445, -0.01949901, -0.01232374, -0.006748425, -0.01089877, -0.02096175, -0.00694381, 0.0252449, -0.01568064, -0.003705408, -0.004186701, -0.01001412
318.279008, -0.008515289, -0.01533928, -0.01355173, -0.005834352, -0.01040196, -0.02264331, -0.009867769, 0.02655111, -0.01623155, -0.01138948, -0.008092519, -0.009338303
318.37897, -0.008954359, -0.01714256, -0.01768384, -0.007503973, -0.009550391, -0.01960812, -0.008555539, 0.02815666, -0.01444673, -0.01193361, -0.007796886, -0.008909017
318.478932, -0.01517092, -0.01702337, -0.008841266, -0.004070926, -0.00818871, -0.01948402, -0.0102126, 0.0273013, -0.01359656, -0.009383796, -0.009242212, -0.006740118
318.578894, -0.008574991, -0.01998254, -0.01688774, -0.007052497, -0.006766342, -0.02073599, -0.009209079, 0.03046687, -0.01263143, -0.00941525, -0.007420532, -0.009174749
318.678856, -0.003435783, -0.01792823, -0.02177543, -0.008860899, -0.01509544, -0.01589393, -0.01137845, 0.02996746, -0.01564365, -0.009179201, -0.006602451, -0.007722092
318.778818, -0.009423973, -0.01839196, -0.01338697, -0.005037419, -0.01139447, -0.01770478, -0.01081995, 0.03046431, -0.01508368, -0.002665458, -0.00774358, -0.007388028
318.87878, -0.009958165, -0.02193225, -0.01368567, -0.00618022, -0.0118262, -0.01879229, -0.01347521, 0.03122529, -0.01084508, -0.009004653, -0.007005898, -0.004128962
318.978742, -0.003515644, -0.0118426, -0.004175591, -0.004749969, -0.004770202, -0.02183562, -0.009883509, 0.03133672, -0.007950674, -0.006908522, -0.005178002, -0.00465554
319.078704, -0.006654637, -0.01493208, -0.006118622, -0.005473113, -0.01370925, -0.02280613, -0.01492651, 0.02532391, -0.005718832, -0.005410398, -0.002036109, -0.009900575
319.178666, -0.006738282, -0.02042268, -0.005951273, -0.003608843, -0.005725393, -0.02144981, -0.01354855, 0.03183829, -0.003514434, -0.006358756, -0.004628201, -0.007509947
319.278628, -0.008104743, -0.01937364, -0.004166107, -0.00462035, -0.008312885, -0.02538566, -0.01345312, 0.03083795, -0.003669528, -0.007776923, -0.005023325, -0.008202488
319.37859, -0.008816133, -0.01722735, -0.005084125, -0.004124355, -0.007622646, -0.02127596, -0.00957091, 0.03142292, -0.003677345, -0.006128919, -0.002749316, -0.007653562
319.478552, -0.007035049, -0.0155605, -0.005590456, -0.005989837, -0.01132596, -0.01962379, -0.01188146, 0.03562969, -0.00389994, -0.005873751, -0.004825402, -0.008916918
319.578514, -0.003435243, -0.01798624, -0.004137553, -0.004437677, -0.007270987, -0.02243141, -0.01521046, 0.03453434, -0.002072992, -0.007086523, -0.004698895, -0.005207582
319.678476, -0.006485534, -0.01811549, -0.003430974, -0.004746273, -0.009986976, -0.02007102, -0.01420879, 0.03222525, -0.008258969, -0.008100849, -0.004300974, -0.006514031
319.778438, -0.0112617, -0.01715698, -0.005220556, -0.004766517, -0.01103381, -0.02117547, -0.01079424, 0.03314367, -0.009721827, -0.002735708, -0.003201008, -0.008110953
319.8784, -0.003648148, -0.01973754, -0.0001685305, -0.004089552, -0.01076507, -0.02254357, -0.01423478, 0.0298154, -0.01029418, -0.000259801, -0.006185918, -0.008544048
319.978362, -0.008178207, -0.01592691, -0.007777877, -0.005772922, -0.01142511, -0.01716273, -0.009939028, 0.03470292, -0.0066178, -0.006457645, -0.006100021, -0.008075604
320.078324, -0.01080167, -0.01748907, -0.006300448, -0.005617617, -0.007148412, -0.01761678, -0.01211298, 0.03273164, -0.009858642, -0.004213673, -0.005358331, -0.006773961
320.178286, -0.008795075, -0.01438123, -0.008989103, -0.003631017, -0.008444628, -0.01838046, -0.01256887, 0.03248619, -0.006841972, -0.004510514, -0.0056286, -0.01118346
320.278248, -0.002819808, -0.01992403, -0.009861095, -0.003406453, -0.01322305, -0.01976913, -0.01019838, 0.03399457, -0.00639824, -0.006793218, -0.00482907, -0.009690231
320.37821, -0.005040198, -0.0166618, -0.009304369, -0.004759902, -0.009541346, -0.01973499, -0.01356432, 0.02684965, -0.008143337, -0.004029613, -0.004372174, -0.01008864
320.478172, -0.008037269, -0.01807711, -0.008373266, -0.005813615, -0.01182721, -0.02091286, -0.01366163, 0.02676947, -0.009509141, -0.009784901, -0.004942245, -0.007726605
320.578134, -0.006250233, -0.02038575, -0.009018451, -0.004807787, -0.008155164, -0.02162196, -0.01439803, 0.02902941, -0.008641411, -0.001796912, -0.007309973, -0.01020517
320.678096, -0.008427648, -0.02034429, -0.0114478, -0.004975591, -0.009686632, -0.01531918, -0.0103978, 0.02740288, -0.01241847, -0.002648503, -0.008479066, -0.009180836
320.778058, -0.009804061, -0.02096814, -0.001343537, -0.005230179, -0.01042926, -0.0197784, -0.01262789, 0.02548943, -0.01082309, -0.008469068, -0.006564063, -0.01018059
320.87802, -0.008347992, -0.01883499, -0.009561712, -0.003568859, -0.009623953, -0.01418223, -0.01424294, 0.02280568, -0.00888562, -0.0006600886, -0.003390963, -0.01063294
320.977982, -0.007805079, -0.02046209, -0.01010356, -0.006850545, -0.01045053, -0.01828349, -0.01413926, 0.02663639, -0.009830179, -0.002532139, -0.003016627, -0.009325719
321.077944, -0.005827036, -0.01798915, -0.007878309, -0.004325038, -0.007138629, -0.01671721, -0.01142966, 0.02634263, -0.01051768, -0.006568863, -0.008888775, -0.005051576
321.177906, -0.009956633, -0.02214075, -0.004321716, -0.005631503, -0.009642281, -0.02068539, -0.01196197, 0.02020018, -0.009757991, -0.006654986, -0.006329403, -0.008884257
321.277868, -0.008730101, -0.01770521, -0.00255215, -0.001826602, -0.008757898, -0.02095773, -0.01194952, 0.01321426, -0.01405237, -0.004389248, -0.004409598, -0.009830439
321.37783, -0.009344041, -0.01334074, 0.0005420158, -0.005116592, -0.003465979, -0.017235, -0.01204553, 0.01586426, -0.01121412, -0.002450578, -0.004767533, -0.0097559
321.477792, -0.009039225, -0.008977495, -0.0005287039, -0.002881276, -0.007819308, -0.01558271, -0.01169046, 0.00964036, -0.01040284, 9.815628e-05, -0.006240051, -0.009792406
321.577754, -0.00649403, -0.006572443, 0.0003498229, -0.006325344, -0.004332289, -0.01238874, -0.01334508, 0.01161352, -0.006074523, -0.004773573, -0.003342113, -0.007126114
321.677716, -0.008180788, -0.008291403, -0.003041018, -0.004451224, -0.002701581, -0.01224866, -0.009799898, 0.01372104, -0.006237991, -0.004132509, -0.004571712, -0.01072068
321.777678, -0.007509463, -0.01278683, 0.002816929, -0.00107555, -0.005966083, -0.01014324, -0.01454081, 0.01523092, -0.005091572, 0.001582425, -0.002533931, -0.00950485
321.87764, -0.007356216, -0.01533181, 0.0003571708, -0.001990692, -0.005145767, -0.01181212, -0.01465174, 0.01140266, -0.006861142, -0.007687381, -0.001605248, -0.00784803
321.977602, -0.01280391, -0.01536485, 0.0004081744, -0.002869585, -0.006177561, -0.0163478, -0.01355625, 0.008292537, -0.001645915, -0.001368813, -0.003580914, -0.007539507
322.077564, -0.0112545, -0.01388606, 0.006932243, -0.001935328, -0.009889441, -0.02114197, -0.01708428, 0.00534415, -0.004902564, -0.007264585, -0.0045286, -0.01136743
322.177526, -0.01096181, -0.008962622, 0.005876882, -0.00462193, -0.00809432, -0.02406337, -0.01706978, 0.003541732, -0.01028021, -0.00507147, -0.002368206, -0.009456962
322.277488, -0.00895519, -0.01453052, 0.001853117, -0.004275554, -0.006559296, -0.0183875, -0.01550808, 0.006191049, -0.006563826, -0.006626251, -0.001558222, -0.01130451
322.37745, -0.004953822, -0.0166029, -0.002202053, -0.003772674, -0.003571702, -0.01456927, -0.01230673, 0.01245756, -0.005172797, -0.006385961, -0.005844586, -0.00768364
322.477412, -0.009876639, -0.01494302, -0.005221759, -0.006032389, -0.008180044, -0.01352737, -0.01473828, 0.01673784, -0.002437533, -0.005487108, -0.004613644, -0.00884177
322.577374, -0.007020206, -0.01877531, -0.01039263, -0.00643958, -0.01129697, -0.009425269, -0.01335422, 0.01656841, -0.00167394, -0.00287008, -0.004624484, -0.00799193
322.677336, -0.0079055, -0.01505867, -0.005222525, -0.005797956, -0.005667548, -0.01397029, -0.01216107, 0.01754211, -0.002330362, -0.002130086, -0.004154325, -0.01140638
322.777298, -0.008815081, -0.0206396, -0.005287523, -0.005935275, -0.008795705, -0.01423117, -0.01028132, 0.01262727, 0.003344771, -0.01024687, -0.0008728743, -0.01107475
322.87726, -0.008425348, -0.01561041, -0.005071981, -0.003024454, -0.008747032, -0.0104715, -0.01263883, 0.01842992, -0.001658553, -0.004967659, -0.005101424, -0.007410762
322.977222, -0.006571553, -0.02026236, -0.008577315, -0.005628593, -0.006757231, -0.01746009, -0.0111691, 0.0161914, -0.0002747098, -0.008562653, -0.00359953, -0.009686759
323.077184, -0.008423658, -0.01369117, -0.007200629, -0.003886525, -0.009497831, -0.01229216, -0.01220332, 0.01629311, 0.002760941, -0.005078988, -0.00647702, -0.01008344
323.177146, -0.009095939, -0.01938084, -0.006906109, -0.005359746, -0.008230021, -0.01856172, -0.01404466, 0.01653083, -0.004673419, -0.006783139, -0.004637922, -0.007556431
323.277108, -0.008419782, -0.01791495, -0.008185973, -0.004743474, -0.01265954, -0.01576939, -0.01165652, 0.02212632, 0.0009605988, -0.006020747, -0.005517552, -0.00920996
323.37707, -0.006274102, -0.01957738, -0.01272135, -0.004366876, -0.0114603, -0.01473609, -0.009642631, 0.02074553, -9.907427e-05, -0.006822633, -0.006793145, -0.009997747
323.477032, -0.00749692, -0.02022513, -0.01148644, -0.008313488, -0.01305096, -0.01363892, -0.008612128, 0.01801697, -0.001186944, -0.007487005, -0.005734027, -0.009067861
323.576994, -0.00657814, -0.01646546, -0.01148935, -0.00554607, -0.01072047, -0.01283717, -0.01054826, 0.01943929, 0.005118297, -0.003025418, -0.004158317, -0.009586812
323.676956, -0.006663141, -0.01950013, -0.009913281, -0.004242119, -0.009717282, -0.01706133, -0.01244612, 0.01489389, 0.008323347, -0.005108238, -0.006413178, -0.00773162
323.776918, -0.001818796, -0.01882752, -0.009750796, -0.005326871, -0.01178813, -0.0127225, -0.01031761, 0.01875853, 0.005627106, -0.006303518, -0.001681118, -0.01046056
323.87688, -0.006581741, -0.02282738, -0.01362922, -0.005208067, -0.01218934, -0.01542269, -0.01092695, 0.01922857, 0.006073257, -0.009299923, -0.002487374, -0.01028843
323.976842, -0.01041072, -0.02205273, -0.02101832, -0.01077256, -0.01440668, -0.01531325, -0.007621625, 0.02049658, 0.01343529, -0.01004476, -0.008771428, -0.01440555
324.076804, -0.008038864, -0.02366015, -0.01650673, -0.008067954, -0.01386639, -0.01610111, -0.003813019, 0.01869747, 0.0175806, -0.007620237, -0.00960228, -0.01527436
324.176766, -0.005263423, -0.02005943, -0.01387035, -0.004092456, -0.009129738, -0.01239828, -0.007182959, 0.01872498, 0.01556793, -0.005213846, -0.008970479, -0.01051448
324.276728, -0.008813551, -0.02170028, -0.006701616, -0.004265931, -0.01155892, -0.02007948, -0.006894904, 0.01749588, 0.01579404, -0.005934702, -0.006408248, -0.01109591
324.37669, -0.004958007, -0.02182624, -0.01019061, -0.005958822, -0.005902624, -0.0187488, -0.004325042, 0.02045024, 0.01567453, -0.006964999, -0.003446816, -0.01113667
324.476652, -0.006955312, -0.02034189, -0.01204067, -0.005497382, -0.00771659, -0.01708596, -0.01060907, 0.01968746, 0.01682689, -0.005998711, -0.006472109, -0.01151871
324.576614, -0.006938726, -0.01797049, -0.01342263, -0.008792869, -0.009555041, -0.01662582, -0.00595074, 0.0159996, 0.01951279, -0.006813381, -0.009279175, -0.01193229
324.676576, -0.0062065, -0.01784006, -0.01848551, -0.005639298, -0.01133483, -0.01715269, -0.007927103, 0.01477448, 0.01636524, -0.004000686, -0.008751132, -0.01146884
324.776538, -0.0077145, -0.02081523, -0.01191869, -0.006119449, -0.01338324, -0.01211126, -0.007280733, 0.01548888, 0.01586782, -0.006308846, -0.004913811, -0.009987487
324.8765, -0.003216655, -0.01983515, -0.01030704, -0.005258175, -0.01472463, -0.01944226, -0.008542297, 0.009004338, 0.01441361, -0.01139936, -0.004040472, -0.009481717
324.976462, -0.0113457, -0.02214523, -0.009112481, -0.00470306, -0.01157021, -0.01418114, -0.007969772, 0.01283157, 0.01081007, -0.009654447, -0.005316934, -0.0102839
325.076424, -0.007121998, -0.01950587, -0.008018749, -0.004187078, -0.009730577, -0.01899598, -0.01153943, 0.009767322, 0.0140683, -0.01111786, -0.003632829, -0.009142873
325.176386, -0.006131584, -0.02235129, -0.002573802, -0.00445392, -0.008716097, -0.01861659, -0.01411594, 0.009810822, 0.008665357, -0.004453164, -0.007798563, -0.008505033
325.276348, -0.003507878, -0.0184582, -0.00447395, -0.004143247, -0.009255202, -0.02199037, -0.01108716, 0.009180428, -0.0006129444, -0.002043274, -0.0061096, -0.007194369
325.37631, -0.006669212, -0.01554365, -0.005538921, -0.001708949, -0.01041779, -0.01806753, -0.01134525, 0.004053142, 0.001969202, -0.007383326, -0.00298161, -0.006817841
325.476272, -0.009741658, -0.02067278, -0.003748592, -0.003247383, -0.009981268, -0.02222947, -0.009882029, 0.008751371, 0.001131729, -0.005621571, -0.006706755, -0.009485763
325.576234, -0.007513296, -0.01756843, -0.0009414683, -0.001197051, -0.01074148, -0.01677949, -0.0112132, 0.01133507, 0.0006198221, -0.004925231, -0.00390429, -0.01059523
325.676196, -0.006751192, -0.017429, -0.005231204, -0.003011174, -0.01323603, -0.01972881, -0.01104106, 0.01585338, 0.00728929, -0.005595573, -0.003816658, -0.008575784
325.776158, -0.01202866, -0.01606009, -0.00849695, -0.005115466, -0.01124957, -0.01526776, -0.01405706, 0.0197735, 0.005857886, -0.008312298, -0.008330058, -0.009791069
325.87612, -0.007941549, -0.01797202, -0.008273823, -0.005844494, -0.009190171, -0.0188674, -0.01058611, 0.01565929, 0.007186737, -0.005296887, -0.007232414, -0.007218259
325.976082, -0.007210902, -0.01817501, -0.00524862, -0.006231766, -0.01360295, -0.01761852, -0.008261835, 0.0201525, 0.008118615, -0.006515717, -0.004140344, -0.00841571
326.076044, -0.007265282, -0.02227592, -0.00868756, -0.005229209, -0.01222651, -0.01359341, -0.01090616, 0.01443403, 0.01545582, -0.007666246, -0.005300755, -0.007162889
326.176006, -0.00773444, -0.01432198, -0.009746751, -0.006185237, -0.009856737, -0.01461946, -0.0102334, 0.01510518, 0.01727737, -0.009320767, -0.005514804, -0.01055391
326.275968, -0.006564154, -0.02136755, -0.008116182, -0.006849777, -0.007627422, -0.01632187, -0.01204359, 0.01914774, 0.01682364, -0.004490389, -0.004361948, -0.0084903
326.37593, -0.008664927, -0.02526577, -0.009371039, -0.004726386, -0.01108336, -0.02274264, -0.01257642, 0.01691303, 0.01243529, -0.008604623, -0.004823144, -0.007959106
326.475892, -0.006992302, -0.01728112, -0.008991878, -0.007961933, -0.01053399, -0.02112386, -0.01120813, 0.01687211, 0.01228402, -0.003345892, -0.003722471, -0.01147682
326.575854, -0.005748165, -0.01901202, -0.004603423, -0.002603903, -0.008268984, -0.02135308, -0.01343226, 0.01450758, 0.01284321, -0.003875694, -0.005838405, -0.01123437
326.675816, -0.00908934, -0.01762765, -0.005708898, -0.005719257, -0.005368859, -0.02358489, -0.01293513, 0.01489159, 0.01140834, -0.007406486, -0.005014064, -0.009681003
326.775778, -0.009869305, -0.01804595, -0.001578812, -0.003898246, -0.009442571, -0.02390786, -0.01411489, 0.01279234, 0.009693312, -0.006481937, -0.005507208, -0.007389218
326.87574, -0.009173358, -0.01982494, -0.008665907, -0.005523689, -0.01157882, -0.01671059, -0.0135733, 0.009251875, 0.01097182, -0.006063409, -0.004785874, -0.01097614
326.975702, -0.005364767, -0.01844667, -0.002171418, -0.004008799, -0.007815073, -0.02071607, -0.01570918, 0.007409414, 0.004543453, -0.005619553, -0.007123573, -0.01098162
327.075664, -0.01055821, -0.01921872, -0.00225169, -0.002182946, -0.008447224, -0.01907195, -0.01335058, 0.005602443, 0.004415979, -0.00739073, -0.005988518, -0.009684892
327.175626, -0.006806907, -0.01575783, -0.004566876, -0.004184134, -0.007150407, -0.01832845, -0.01383728, 0.01262452, 0.009228054, -0.003571085, -0.0055492, -0.007426889
327.275588, -0.008029058, -0.02221284, -0.00757929, -0.005327411, -0.008832229, -0.01585814, -0.0119837, 0.009391544, 0.01283443, -0.00687106, -0.006927392, -0.01048232
327.37555, -0.001918607, -0.02513497, -0.01270742, -0.008871671, -0.01269317, -0.009077192, -0.01009167, 0.009399885, 0.0126546, -0.005998773, -0.009269682, -0.01139676
